OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,Region City,Region Territory
"SO - 0008027",2016-12-24 00:00:00.000,2017-02-24 00:00:00.000,12,"Wholesale","AUD","AXW291",10,11,7,844.2,650.034,5909.4,"Grafton","New South Wales"
"SO - 0008043",2016-12-26 00:00:00.000,2017-01-31 00:00:00.000,25,"Wholesale","AUD","AXW291",46,2,8,268,142.04,2144,"Albury","New South Wales"
"SO - 0008051",2016-12-27 00:00:00.000,2017-03-01 00:00:00.000,17,"Wholesale","AUD","AXW291",42,12,12,3872.6,2981.902,46471.2,"Griffith","New South Wales"
"SO - 0008083",2016-12-30 00:00:00.000,2017-03-17 00:00:00.000,42,"Wholesale","AUD","AXW291",34,2,11,5051.8,4243.512,55569.8,"Albury","New South Wales"
"SO - 000128",2014-06-03 00:00:00.000,2014-08-14 00:00:00.000,32,"Wholesale","AUD","GUT930",22,5,11,3999.9,2679.933,43998.9,"Broken Hill","New South Wales"
"SO - 000140",2014-06-04 00:00:00.000,2014-09-02 00:00:00.000,26,"Wholesale","AUD","GUT930",7,5,9,1132.3,486.889,10190.7,"Broken Hill","New South Wales"
"SO - 000186",2014-06-11 00:00:00.000,2014-08-21 00:00:00.000,36,"Wholesale","AUD","GUT930",11,2,8,3182.5,1973.15,25460,"Albury","New South Wales"
"SO - 000202",2014-06-13 00:00:00.000,2014-07-24 00:00:00.000,14,"Wholesale","AUD","GUT930",70,7,7,5313.1,2656.55,37191.7,"Coffs Harbour","New South Wales"
"SO - 000206",2014-06-14 00:00:00.000,2014-09-08 00:00:00.000,34,"Wholesale","AUD","GUT930",21,2,7,2887.7,1443.85,20213.9,"Albury","New South Wales"
"SO - 000210",2014-06-14 00:00:00.000,2014-08-30 00:00:00.000,17,"Wholesale","AUD","GUT930",28,13,10,958.1,517.374,9581,"Lake Macquarie","New South Wales"
"SO - 000238",2014-06-17 00:00:00.000,2014-08-19 00:00:00.000,7,"Wholesale","AUD","GUT930",57,5,9,737,456.94,6633,"Broken Hill","New South Wales"
"SO - 000277",2014-06-21 00:00:00.000,2014-09-07 00:00:00.000,35,"Wholesale","AUD","GUT930",57,11,11,2599.6,1637.748,28595.6,"Grafton","New South Wales"
"SO - 000301",2014-06-25 00:00:00.000,2014-07-29 00:00:00.000,20,"Wholesale","AUD","GUT930",28,2,11,2438.8,1219.4,26826.8,"Albury","New South Wales"
"SO - 000303",2014-06-26 00:00:00.000,2014-07-31 00:00:00.000,38,"Wholesale","AUD","GUT930",55,5,6,1098.8,857.064,6592.8,"Broken Hill","New South Wales"
"SO - 000416",2014-07-09 00:00:00.000,2014-09-06 00:00:00.000,30,"Wholesale","AUD","GUT930",26,4,10,998.3,449.235,9983,"Bathurst","New South Wales"
"SO - 000563",2014-07-25 00:00:00.000,2014-10-21 00:00:00.000,30,"Wholesale","AUD","GUT930",2,2,9,3825.7,2563.219,34431.3,"Albury","New South Wales"
"SO - 000608",2014-07-31 00:00:00.000,2014-10-20 00:00:00.000,48,"Wholesale","AUD","GUT930",1,4,12,1025.1,686.817,12301.2,"Bathurst","New South Wales"
"SO - 000630",2014-08-03 00:00:00.000,2014-10-22 00:00:00.000,40,"Wholesale","AUD","GUT930",77,7,7,3879.3,2288.787,27155.1,"Coffs Harbour","New South Wales"
"SO - 000718",2014-08-11 00:00:00.000,2014-09-18 00:00:00.000,30,"Wholesale","AUD","GUT930",83,5,6,3678.3,2059.848,22069.8,"Broken Hill","New South Wales"
"SO - 000762",2014-08-17 00:00:00.000,2014-10-21 00:00:00.000,18,"Wholesale","AUD","GUT930",68,14,7,2552.7,1429.512,17868.9,"Lismore","New South Wales"
"SO - 000763",2014-08-17 00:00:00.000,2014-11-02 00:00:00.000,13,"Wholesale","AUD","GUT930",7,1,5,857.6,591.744,4288,"Sydney","New South Wales"
"SO - 000878",2014-08-30 00:00:00.000,2014-11-13 00:00:00.000,40,"Wholesale","AUD","GUT930",83,9,9,3906.1,2148.355,35154.9,"Gosford","New South Wales"
"SO - 000955",2014-09-09 00:00:00.000,2014-12-05 00:00:00.000,7,"Wholesale","AUD","GUT930",84,2,11,1005,763.8,11055,"Albury","New South Wales"
"SO - 0001095",2014-09-25 00:00:00.000,2014-12-11 00:00:00.000,18,"Wholesale","AUD","GUT930",31,2,7,971.5,437.175,6800.5,"Albury","New South Wales"
"SO - 0001125",2014-09-28 00:00:00.000,2014-10-31 00:00:00.000,18,"Wholesale","AUD","GUT930",67,1,8,180.9,130.248,1447.2,"Sydney","New South Wales"
"SO - 0001131",2014-09-29 00:00:00.000,2014-12-09 00:00:00.000,13,"Wholesale","AUD","GUT930",59,7,9,3269.6,2059.848,29426.4,"Coffs Harbour","New South Wales"
"SO - 0001164",2014-10-03 00:00:00.000,2014-11-03 00:00:00.000,38,"Wholesale","AUD","GUT930",20,5,9,1333.3,639.984,11999.7,"Broken Hill","New South Wales"
"SO - 0001198",2014-10-08 00:00:00.000,2014-12-10 00:00:00.000,32,"Wholesale","AUD","GUT930",19,1,6,3993.2,3314.356,23959.2,"Sydney","New South Wales"
"SO - 0001279",2014-10-20 00:00:00.000,2015-01-17 00:00:00.000,45,"Wholesale","AUD","GUT930",10,5,9,5936.2,3264.91,53425.8,"Broken Hill","New South Wales"
"SO - 0001300",2014-10-22 00:00:00.000,2014-12-18 00:00:00.000,36,"Wholesale","AUD","GUT930",6,7,7,2586.2,1396.548,18103.4,"Coffs Harbour","New South Wales"
"SO - 0001365",2014-10-30 00:00:00.000,2015-01-20 00:00:00.000,28,"Wholesale","AUD","GUT930",67,2,8,978.2,665.176,7825.6,"Albury","New South Wales"
"SO - 0001518",2014-11-17 00:00:00.000,2014-12-24 00:00:00.000,25,"Wholesale","AUD","GUT930",21,7,5,207.7,145.39,1038.5,"Coffs Harbour","New South Wales"
"SO - 0001576",2014-11-24 00:00:00.000,2015-01-16 00:00:00.000,29,"Wholesale","AUD","GUT930",56,7,9,3906.1,2538.965,35154.9,"Coffs Harbour","New South Wales"
"SO - 0001582",2014-11-24 00:00:00.000,2015-02-01 00:00:00.000,9,"Wholesale","AUD","GUT930",7,11,8,2311.5,1410.015,18492,"Grafton","New South Wales"
"SO - 0001587",2014-11-25 00:00:00.000,2014-12-27 00:00:00.000,28,"Wholesale","AUD","GUT930",10,1,8,6485.6,4215.64,51884.8,"Sydney","New South Wales"
"SO - 0001626",2014-11-30 00:00:00.000,2015-02-04 00:00:00.000,36,"Wholesale","AUD","GUT930",20,3,6,1165.8,734.454,6994.8,"Armidale","New South Wales"
"SO - 0001692",2014-12-07 00:00:00.000,2015-03-01 00:00:00.000,34,"Wholesale","AUD","GUT930",48,13,12,1045.2,668.928,12542.4,"Lake Macquarie","New South Wales"
"SO - 0001694",2014-12-08 00:00:00.000,2015-02-08 00:00:00.000,47,"Wholesale","AUD","GUT930",11,5,7,1112.2,756.296,7785.4,"Broken Hill","New South Wales"
"SO - 0001746",2014-12-14 00:00:00.000,2015-01-17 00:00:00.000,29,"Wholesale","AUD","GUT930",63,7,6,2485.7,1267.707,14914.2,"Coffs Harbour","New South Wales"
"SO - 0001779",2014-12-18 00:00:00.000,2015-01-25 00:00:00.000,29,"Wholesale","AUD","GUT930",28,5,7,1139,774.52,7973,"Broken Hill","New South Wales"
"SO - 0001782",2014-12-18 00:00:00.000,2015-01-18 00:00:00.000,45,"Wholesale","AUD","GUT930",21,1,9,167.5,125.625,1507.5,"Sydney","New South Wales"
"SO - 0001796",2014-12-20 00:00:00.000,2015-03-10 00:00:00.000,13,"Wholesale","AUD","GUT930",42,1,9,1721.9,1360.301,15497.1,"Sydney","New South Wales"
"SO - 0001808",2014-12-21 00:00:00.000,2015-01-20 00:00:00.000,17,"Wholesale","AUD","GUT930",7,5,9,5467.2,2241.552,49204.8,"Broken Hill","New South Wales"
"SO - 0001811",2014-12-21 00:00:00.000,2015-03-05 00:00:00.000,24,"Wholesale","AUD","GUT930",13,2,9,1112.2,611.71,10009.8,"Albury","New South Wales"
"SO - 0001999",2015-01-07 00:00:00.000,2015-04-02 00:00:00.000,41,"Wholesale","AUD","GUT930",22,13,8,2465.6,1676.608,19724.8,"Lake Macquarie","New South Wales"
"SO - 0002000",2015-01-07 00:00:00.000,2015-02-15 00:00:00.000,23,"Wholesale","AUD","GUT930",15,2,5,3872.6,2284.834,19363,"Albury","New South Wales"
"SO - 0002034",2015-01-10 00:00:00.000,2015-04-05 00:00:00.000,48,"Wholesale","AUD","GUT930",32,11,8,1065.3,681.792,8522.4,"Grafton","New South Wales"
"SO - 0002036",2015-01-10 00:00:00.000,2015-02-24 00:00:00.000,14,"Wholesale","AUD","GUT930",12,12,9,1983.2,1170.088,17848.8,"Griffith","New South Wales"
"SO - 0002103",2015-01-18 00:00:00.000,2015-02-23 00:00:00.000,11,"Wholesale","AUD","GUT930",16,1,7,1829.1,1444.989,12803.7,"Sydney","New South Wales"
"SO - 0002111",2015-01-19 00:00:00.000,2015-02-25 00:00:00.000,48,"Wholesale","AUD","GUT930",29,6,7,1842.5,1197.625,12897.5,"Cessnock","New South Wales"
"SO - 0002129",2015-01-21 00:00:00.000,2015-04-02 00:00:00.000,14,"Wholesale","AUD","GUT930",30,2,10,254.6,198.588,2546,"Albury","New South Wales"
"SO - 0002214",2015-01-30 00:00:00.000,2015-04-10 00:00:00.000,49,"Wholesale","AUD","GUT930",27,7,9,1889.4,944.7,17004.6,"Coffs Harbour","New South Wales"
"SO - 0002270",2015-02-07 00:00:00.000,2015-03-22 00:00:00.000,37,"Wholesale","AUD","GUT930",52,1,6,2365.1,1442.711,14190.6,"Sydney","New South Wales"
"SO - 0002314",2015-02-12 00:00:00.000,2015-05-04 00:00:00.000,4,"Wholesale","AUD","GUT930",19,8,5,6304.7,2774.068,31523.5,"Dubbo","New South Wales"
"SO - 0002369",2015-02-18 00:00:00.000,2015-04-14 00:00:00.000,45,"Wholesale","AUD","GUT930",73,13,8,3705.1,2111.907,29640.8,"Lake Macquarie","New South Wales"
"SO - 0002371",2015-02-18 00:00:00.000,2015-05-11 00:00:00.000,27,"Wholesale","AUD","GUT930",12,11,7,1098.8,879.04,7691.6,"Grafton","New South Wales"
"SO - 0002489",2015-03-06 00:00:00.000,2015-04-29 00:00:00.000,37,"Wholesale","AUD","GUT930",52,14,5,1031.8,484.946,5159,"Lismore","New South Wales"
"SO - 0002494",2015-03-08 00:00:00.000,2015-04-16 00:00:00.000,37,"Wholesale","AUD","GUT930",23,4,6,1072,450.24,6432,"Bathurst","New South Wales"
"SO - 0002510",2015-03-09 00:00:00.000,2015-06-02 00:00:00.000,34,"Wholesale","AUD","GUT930",2,7,8,3008.3,1263.486,24066.4,"Coffs Harbour","New South Wales"
"SO - 0002581",2015-03-19 00:00:00.000,2015-06-11 00:00:00.000,30,"Wholesale","AUD","GUT930",55,2,5,1695.1,830.599,8475.5,"Albury","New South Wales"
"SO - 0002626",2015-03-25 00:00:00.000,2015-06-12 00:00:00.000,42,"Wholesale","AUD","GUT930",75,13,7,261.3,216.879,1829.1,"Lake Macquarie","New South Wales"
"SO - 0002831",2015-04-19 00:00:00.000,2015-05-31 00:00:00.000,47,"Wholesale","AUD","GUT930",5,7,7,777.2,334.196,5440.4,"Coffs Harbour","New South Wales"
"SO - 0002973",2015-05-05 00:00:00.000,2015-06-18 00:00:00.000,50,"Wholesale","AUD","GUT930",70,11,11,1118.9,749.663,12307.9,"Grafton","New South Wales"
"SO - 0002991",2015-05-05 00:00:00.000,2015-07-09 00:00:00.000,28,"Wholesale","AUD","GUT930",41,2,5,1078.7,647.22,5393.5,"Albury","New South Wales"
"SO - 0003001",2015-05-07 00:00:00.000,2015-07-08 00:00:00.000,46,"Wholesale","AUD","GUT930",65,2,12,2418.7,1427.033,29024.4,"Albury","New South Wales"
"SO - 0003102",2015-05-20 00:00:00.000,2015-07-17 00:00:00.000,25,"Wholesale","AUD","GUT930",71,2,10,2599.6,1195.816,25996,"Albury","New South Wales"
"SO - 0003107",2015-05-20 00:00:00.000,2015-08-15 00:00:00.000,43,"Wholesale","AUD","GUT930",12,7,5,1688.4,861.084,8442,"Coffs Harbour","New South Wales"
"SO - 0003275",2015-06-06 00:00:00.000,2015-07-26 00:00:00.000,50,"Wholesale","AUD","GUT930",81,7,10,998.3,499.15,9983,"Coffs Harbour","New South Wales"
"SO - 0003285",2015-06-08 00:00:00.000,2015-08-23 00:00:00.000,16,"Wholesale","AUD","GUT930",2,5,9,4006.6,2444.026,36059.4,"Broken Hill","New South Wales"
"SO - 0003302",2015-06-10 00:00:00.000,2015-08-26 00:00:00.000,41,"Wholesale","AUD","GUT930",17,7,9,3899.4,3002.538,35094.6,"Coffs Harbour","New South Wales"
"SO - 0003364",2015-06-18 00:00:00.000,2015-07-31 00:00:00.000,39,"Wholesale","AUD","GUT930",15,10,12,1105.5,851.235,13266,"Goulburn","New South Wales"
"SO - 0003434",2015-06-27 00:00:00.000,2015-09-08 00:00:00.000,35,"Wholesale","AUD","GUT930",53,7,6,1065.3,724.404,6391.8,"Coffs Harbour","New South Wales"
"SO - 0003473",2015-07-02 00:00:00.000,2015-09-06 00:00:00.000,20,"Wholesale","AUD","GUT930",39,5,10,2412,2026.08,24120,"Broken Hill","New South Wales"
"SO - 0003475",2015-07-03 00:00:00.000,2015-09-23 00:00:00.000,21,"Wholesale","AUD","GUT930",42,9,7,5983.1,3410.367,41881.7,"Gosford","New South Wales"
"SO - 0003490",2015-07-03 00:00:00.000,2015-08-26 00:00:00.000,29,"Wholesale","AUD","GUT930",5,10,5,1038.5,810.03,5192.5,"Goulburn","New South Wales"
"SO - 0003494",2015-07-04 00:00:00.000,2015-08-15 00:00:00.000,39,"Wholesale","AUD","GUT930",9,4,5,2324.9,953.209,11624.5,"Bathurst","New South Wales"
"SO - 0003506",2015-07-06 00:00:00.000,2015-09-27 00:00:00.000,21,"Wholesale","AUD","GUT930",48,9,5,1051.9,494.393,5259.5,"Gosford","New South Wales"
"SO - 0003529",2015-07-09 00:00:00.000,2015-09-20 00:00:00.000,16,"Wholesale","AUD","GUT930",6,7,12,2479,1065.97,29748,"Coffs Harbour","New South Wales"
"SO - 0003750",2015-08-04 00:00:00.000,2015-10-19 00:00:00.000,22,"Wholesale","AUD","GUT930",23,12,7,1728.6,1175.448,12100.2,"Griffith","New South Wales"
"SO - 0003780",2015-08-07 00:00:00.000,2015-09-30 00:00:00.000,41,"Wholesale","AUD","GUT930",11,9,8,1065.3,703.098,8522.4,"Gosford","New South Wales"
"SO - 0003927",2015-08-25 00:00:00.000,2015-10-28 00:00:00.000,41,"Wholesale","AUD","GUT930",19,11,5,207.7,128.774,1038.5,"Grafton","New South Wales"
"SO - 0003964",2015-08-31 00:00:00.000,2015-11-01 00:00:00.000,6,"Wholesale","AUD","GUT930",15,5,8,3932.9,2792.359,31463.2,"Broken Hill","New South Wales"
"SO - 0004020",2015-09-07 00:00:00.000,2015-11-25 00:00:00.000,45,"Wholesale","AUD","GUT930",24,13,7,1969.8,1654.632,13788.6,"Lake Macquarie","New South Wales"
"SO - 0004053",2015-09-11 00:00:00.000,2015-10-18 00:00:00.000,19,"Wholesale","AUD","GUT930",19,4,7,1105.5,795.96,7738.5,"Bathurst","New South Wales"
"SO - 0004095",2015-09-16 00:00:00.000,2015-11-18 00:00:00.000,49,"Wholesale","AUD","GUT930",52,1,7,4013.3,3210.64,28093.1,"Sydney","New South Wales"
"SO - 0004135",2015-09-22 00:00:00.000,2015-12-19 00:00:00.000,30,"Wholesale","AUD","GUT930",6,2,5,3195.9,2364.966,15979.5,"Albury","New South Wales"
"SO - 0004243",2015-10-04 00:00:00.000,2015-11-27 00:00:00.000,34,"Wholesale","AUD","GUT930",16,11,12,5842.4,4790.768,70108.8,"Grafton","New South Wales"
"SO - 0004351",2015-10-19 00:00:00.000,2015-12-31 00:00:00.000,41,"Wholesale","AUD","GUT930",4,11,11,6304.7,4413.29,69351.7,"Grafton","New South Wales"
"SO - 0004424",2015-10-28 00:00:00.000,2016-01-13 00:00:00.000,29,"Wholesale","AUD","GUT930",8,3,8,1762.1,775.324,14096.8,"Armidale","New South Wales"
"SO - 0004455",2015-11-02 00:00:00.000,2016-01-08 00:00:00.000,40,"Wholesale","AUD","GUT930",13,2,5,1051.9,452.317,5259.5,"Albury","New South Wales"
"SO - 0004456",2015-11-02 00:00:00.000,2016-01-01 00:00:00.000,42,"Wholesale","AUD","GUT930",47,7,12,2572.8,1312.128,30873.6,"Coffs Harbour","New South Wales"
"SO - 0004476",2015-11-04 00:00:00.000,2015-12-23 00:00:00.000,46,"Wholesale","AUD","GUT930",5,11,9,2425.4,2013.082,21828.6,"Grafton","New South Wales"
"SO - 0004598",2015-11-19 00:00:00.000,2016-01-14 00:00:00.000,14,"Wholesale","AUD","GUT930",3,13,6,2599.6,1637.748,15597.6,"Lake Macquarie","New South Wales"
"SO - 0004717",2015-12-02 00:00:00.000,2016-02-22 00:00:00.000,43,"Wholesale","AUD","GUT930",71,1,6,254.6,155.306,1527.6,"Sydney","New South Wales"
"SO - 0004742",2015-12-05 00:00:00.000,2016-02-04 00:00:00.000,1,"Wholesale","AUD","GUT930",11,2,11,3946.3,2525.632,43409.3,"Albury","New South Wales"
"SO - 0004800",2015-12-13 00:00:00.000,2016-02-26 00:00:00.000,42,"Wholesale","AUD","GUT930",77,5,12,201,132.66,2412,"Broken Hill","New South Wales"
"SO - 0004840",2015-12-17 00:00:00.000,2016-02-29 00:00:00.000,13,"Wholesale","AUD","GUT930",33,12,6,3892.7,1712.788,23356.2,"Griffith","New South Wales"
"SO - 0004908",2015-12-26 00:00:00.000,2016-01-25 00:00:00.000,6,"Wholesale","AUD","GUT930",27,6,9,261.3,143.715,2351.7,"Cessnock","New South Wales"
"SO - 0004918",2015-12-27 00:00:00.000,2016-03-05 00:00:00.000,32,"Wholesale","AUD","GUT930",21,11,5,2613,2168.79,13065,"Grafton","New South Wales"
"SO - 0004923",2015-12-28 00:00:00.000,2016-02-14 00:00:00.000,11,"Wholesale","AUD","GUT930",11,1,8,1949.7,1559.76,15597.6,"Sydney","New South Wales"
"SO - 0004931",2015-12-29 00:00:00.000,2016-02-28 00:00:00.000,37,"Wholesale","AUD","GUT930",52,11,9,1132.3,634.088,10190.7,"Grafton","New South Wales"
"SO - 0004989",2016-01-05 00:00:00.000,2016-02-14 00:00:00.000,12,"Wholesale","AUD","GUT930",15,7,12,1051.9,525.95,12622.8,"Coffs Harbour","New South Wales"
"SO - 0005017",2016-01-08 00:00:00.000,2016-03-02 00:00:00.000,12,"Wholesale","AUD","GUT930",18,11,7,1728.6,1400.166,12100.2,"Grafton","New South Wales"
"SO - 0005230",2016-01-31 00:00:00.000,2016-03-01 00:00:00.000,50,"Wholesale","AUD","GUT930",22,5,11,6244.4,5182.852,68688.4,"Broken Hill","New South Wales"
"SO - 0005231",2016-01-31 00:00:00.000,2016-04-27 00:00:00.000,11,"Wholesale","AUD","GUT930",1,4,11,3852.5,1926.25,42377.5,"Bathurst","New South Wales"
"SO - 0005252",2016-02-03 00:00:00.000,2016-03-31 00:00:00.000,45,"Wholesale","AUD","GUT930",3,5,10,2505.8,1603.712,25058,"Broken Hill","New South Wales"
"SO - 0005469",2016-02-26 00:00:00.000,2016-04-25 00:00:00.000,11,"Wholesale","AUD","GUT930",54,5,10,1842.5,1087.075,18425,"Broken Hill","New South Wales"
"SO - 0005482",2016-02-27 00:00:00.000,2016-04-19 00:00:00.000,7,"Wholesale","AUD","GUT930",66,13,10,6023.3,4517.475,60233,"Lake Macquarie","New South Wales"
"SO - 0005487",2016-02-28 00:00:00.000,2016-04-01 00:00:00.000,26,"Wholesale","AUD","GUT930",53,7,10,1085.4,716.364,10854,"Coffs Harbour","New South Wales"
"SO - 0005586",2016-03-11 00:00:00.000,2016-05-31 00:00:00.000,38,"Wholesale","AUD","GUT930",22,7,6,268,209.04,1608,"Coffs Harbour","New South Wales"
"SO - 0005599",2016-03-13 00:00:00.000,2016-04-21 00:00:00.000,39,"Wholesale","AUD","GUT930",5,12,12,5567.7,4175.775,66812.4,"Griffith","New South Wales"
"SO - 0005617",2016-03-16 00:00:00.000,2016-05-21 00:00:00.000,31,"Wholesale","AUD","GUT930",26,9,8,6157.3,4617.975,49258.4,"Gosford","New South Wales"
"SO - 0005637",2016-03-19 00:00:00.000,2016-04-18 00:00:00.000,43,"Wholesale","AUD","GUT930",16,2,7,1065.3,767.016,7457.1,"Albury","New South Wales"
"SO - 0005642",2016-03-19 00:00:00.000,2016-04-21 00:00:00.000,25,"Wholesale","AUD","GUT930",84,1,7,1085.4,651.24,7597.8,"Sydney","New South Wales"
"SO - 0005787",2016-04-05 00:00:00.000,2016-06-08 00:00:00.000,47,"Wholesale","AUD","GUT930",3,7,6,2003.3,1121.848,12019.8,"Coffs Harbour","New South Wales"
"SO - 0005817",2016-04-08 00:00:00.000,2016-06-11 00:00:00.000,10,"Wholesale","AUD","GUT930",12,1,12,3959.7,3167.76,47516.4,"Sydney","New South Wales"
"SO - 0005866",2016-04-15 00:00:00.000,2016-06-02 00:00:00.000,20,"Wholesale","AUD","GUT930",3,9,9,5313.1,3028.467,47817.9,"Gosford","New South Wales"
"SO - 0005871",2016-04-15 00:00:00.000,2016-06-02 00:00:00.000,32,"Wholesale","AUD","GUT930",75,11,12,991.6,743.7,11899.2,"Grafton","New South Wales"
"SO - 0005923",2016-04-23 00:00:00.000,2016-06-29 00:00:00.000,36,"Wholesale","AUD","GUT930",20,1,10,971.5,437.175,9715,"Sydney","New South Wales"
"SO - 0005952",2016-04-26 00:00:00.000,2016-07-17 00:00:00.000,28,"Wholesale","AUD","GUT930",3,1,10,1889.4,1322.58,18894,"Sydney","New South Wales"
"SO - 0005974",2016-04-28 00:00:00.000,2016-06-07 00:00:00.000,34,"Wholesale","AUD","GUT930",48,1,8,3865.9,3092.72,30927.2,"Sydney","New South Wales"
"SO - 0006039",2016-05-06 00:00:00.000,2016-07-01 00:00:00.000,25,"Wholesale","AUD","GUT930",42,10,7,3343.3,2407.176,23403.1,"Goulburn","New South Wales"
"SO - 0006216",2016-05-27 00:00:00.000,2016-07-12 00:00:00.000,22,"Wholesale","AUD","GUT930",32,7,9,1835.8,917.9,16522.2,"Coffs Harbour","New South Wales"
"SO - 0006221",2016-05-28 00:00:00.000,2016-08-17 00:00:00.000,50,"Wholesale","AUD","GUT930",12,5,12,2398.6,1127.342,28783.2,"Broken Hill","New South Wales"
"SO - 0006382",2016-06-14 00:00:00.000,2016-08-07 00:00:00.000,42,"Wholesale","AUD","GUT930",2,6,5,2398.6,1223.286,11993,"Cessnock","New South Wales"
"SO - 0006458",2016-06-24 00:00:00.000,2016-09-11 00:00:00.000,32,"Wholesale","AUD","GUT930",69,5,11,1889.4,1265.898,20783.4,"Broken Hill","New South Wales"
"SO - 0006576",2016-07-08 00:00:00.000,2016-09-18 00:00:00.000,26,"Wholesale","AUD","GUT930",10,11,5,5239.4,3615.186,26197,"Grafton","New South Wales"
"SO - 0006601",2016-07-10 00:00:00.000,2016-08-16 00:00:00.000,34,"Wholesale","AUD","GUT930",12,9,8,3966.4,3133.456,31731.2,"Gosford","New South Wales"
"SO - 0006666",2016-07-18 00:00:00.000,2016-09-13 00:00:00.000,15,"Wholesale","AUD","GUT930",16,1,8,3886,2215.02,31088,"Sydney","New South Wales"
"SO - 0006687",2016-07-20 00:00:00.000,2016-10-09 00:00:00.000,1,"Wholesale","AUD","GUT930",17,11,9,1031.8,804.804,9286.2,"Grafton","New South Wales"
"SO - 0006798",2016-08-01 00:00:00.000,2016-09-01 00:00:00.000,36,"Wholesale","AUD","GUT930",11,4,7,1018.4,855.456,7128.8,"Bathurst","New South Wales"
"SO - 0006803",2016-08-02 00:00:00.000,2016-09-30 00:00:00.000,24,"Wholesale","AUD","GUT930",65,3,7,1943,835.49,13601,"Armidale","New South Wales"
"SO - 0006804",2016-08-03 00:00:00.000,2016-10-11 00:00:00.000,41,"Wholesale","AUD","GUT930",5,1,5,1715.2,1234.944,8576,"Sydney","New South Wales"
"SO - 0006876",2016-08-12 00:00:00.000,2016-11-05 00:00:00.000,29,"Wholesale","AUD","GUT930",44,7,5,891.1,623.77,4455.5,"Coffs Harbour","New South Wales"
"SO - 0006900",2016-08-14 00:00:00.000,2016-09-26 00:00:00.000,12,"Wholesale","AUD","GUT930",42,2,6,884.4,619.08,5306.4,"Albury","New South Wales"
"SO - 0006921",2016-08-17 00:00:00.000,2016-10-28 00:00:00.000,3,"Wholesale","AUD","GUT930",6,2,10,227.8,95.676,2278,"Albury","New South Wales"
"SO - 0006938",2016-08-19 00:00:00.000,2016-10-20 00:00:00.000,28,"Wholesale","AUD","GUT930",8,5,8,3296.4,1911.912,26371.2,"Broken Hill","New South Wales"
"SO - 0006983",2016-08-25 00:00:00.000,2016-10-17 00:00:00.000,12,"Wholesale","AUD","GUT930",20,2,9,3892.7,2997.379,35034.3,"Albury","New South Wales"
"SO - 0006988",2016-08-25 00:00:00.000,2016-11-11 00:00:00.000,14,"Wholesale","AUD","GUT930",24,11,7,944.7,462.903,6612.9,"Grafton","New South Wales"
"SO - 0006992",2016-08-26 00:00:00.000,2016-10-08 00:00:00.000,2,"Wholesale","AUD","GUT930",14,7,7,194.3,77.72,1360.1,"Coffs Harbour","New South Wales"
"SO - 0006995",2016-08-26 00:00:00.000,2016-11-01 00:00:00.000,49,"Wholesale","AUD","GUT930",81,5,9,1105.5,895.455,9949.5,"Broken Hill","New South Wales"
"SO - 0006997",2016-08-26 00:00:00.000,2016-11-14 00:00:00.000,9,"Wholesale","AUD","GUT930",3,5,7,5654.8,3279.784,39583.6,"Broken Hill","New South Wales"
