Fiscal Year,Period,Area,Country,Std Rptg Mid Reported Subsegment,Rev Sum Division,Forecast Planning Level,Budget Sales,Forecast Sales
"FY18",2,"CEE","Estonia","EPG Public Sector","Project","EA Recurring",2133.2791,2073.7
"FY18",7,"CEE","Estonia","EPG Public Sector","System Center Client","EA Recurring",1804.3115,1753.92
"FY18",1,"CEE","Estonia","EPG Public Sector","SharePoint CAL","EA Recurring",1212.3593,1178.5
"FY18",2,"CEE","Estonia","EPG Public Sector","Visio","EA Recurring",1094.7239,1064.15
"FY18",7,"CEE","Estonia","EPG Public Sector","Visio","EA Recurring",943.7577,917.4
"FY18",1,"CEE","Estonia","EPG Public Sector","System Center Server","EA Recurring",881.4372,856.82
"FY18",1,"CEE","Estonia","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",467.3113,454.26
"FY18",5,"CEE","Latvia","EPG Public Sector","Office","EA Recurring",284472,284472
"FY18",1,"CEE","Latvia","EPG Public Sector","Office","EA Recurring",258475.9961,258475.996
"FY18",12,"CEE","Latvia","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",146284.096,146284.096
"FY18",5,"CEE","Latvia","EPG Public Sector","Windows Client","EA Recurring",100241.6,100241.6
"FY18",12,"CEE","Latvia","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",82284.804,82284.804
"FY18",12,"CEE","Latvia","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",50373.3657,50373.3657
"FY18",5,"CEE","Latvia","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",50364.16,50364.16
"FY18",5,"CEE","Latvia","EPG Public Sector","IW CAL Suites - ECAL","EA Recurring",41320.128,48325.716
"FY18",12,"CEE","Latvia","EPG Public Sector","Windows Server Premium","EA Recurring",36047.4619,36047.4619
"FY18",12,"CEE","Latvia","EPG Public Sector","SQL Server Premium","EA Recurring",32749.8543,32749.8543
"FY18",5,"CEE","Latvia","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",28329.84,28329.84
"FY18",5,"CEE","Latvia","EPG Public Sector","S&T CAL Suites - ECAL","EA Recurring",30019.872,23014.284
"FY18",11,"CEE","Latvia","EPG Public Sector","Office","EA Recurring",25489.8,25489.8
"FY18",1,"CEE","Latvia","EPG Public Sector","Dynamics CRM","EA Recurring",20242.44,20242.44
"FY18",1,"CEE","Latvia","EPG Public Sector","IW CAL Suites - ECAL","EA Recurring",14523.6296,18960.0839
"FY18",12,"CEE","Latvia","EPG Public Sector","Exchange Server & CAL","EA Recurring",16405.6799,16405.68
"FY18",1,"CEE","Latvia","EPG Public Sector","Windows Client","EA Recurring",13717.878,13717.878
"FY18",5,"CEE","Latvia","EPG Public Sector","System Center Client","EA Recurring",12821.6,12821.6
"FY18",1,"CEE","Latvia","EPG Public Sector","S&T CAL Suites - ECAL","EA Recurring",13475.3704,9038.9161
"FY18",12,"CEE","Latvia","EPG Public Sector","System Center Server","EA Recurring",10901.7155,10901.7155
"FY18",12,"CEE","Latvia","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",10319.4,10319.4
"FY18",12,"CEE","Latvia","EPG Public Sector","Identity & Direct Access","EA Recurring",9295.7226,9109.04
"FY18",5,"CEE","Latvia","EPG Public Sector","Lync Server & CAL","EA Recurring",8147.76,8147.76
"FY18",12,"CEE","Latvia","EPG Public Sector","SharePoint Server","EA Recurring",7080.4,7080.4
"FY18",1,"CEE","Latvia","EPG Public Sector","Project","EA Recurring",5462.8399,5462.84
"FY18",5,"CEE","Latvia","EPG Public Sector","MDOP-Client","EA Recurring",3496.8,3496.8
"FY18",1,"CEE","Latvia","EPG Public Sector","SharePoint Server","EA Recurring",3177.84,3177.84
"FY18",1,"CEE","Latvia","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",1859.6352,1859.6352
"FY18",1,"CEE","Latvia","EPG Public Sector","System Center Client","EA Recurring",1493.436,1493.436
"FY18",12,"CEE","Latvia","EPG Public Sector","SharePoint CAL","EA Recurring",1491.5,1491.5
"FY18",1,"CEE","Latvia","EPG Public Sector","Visio","EA Recurring",1160.12,1160.12
"FY18",1,"CEE","Latvia","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",1046.0449,1046.0448
"FY18",1,"CEE","Latvia","EPG Public Sector","Developer Tools","EA Recurring",761.59,761.59
"FY18",1,"CEE","Latvia","EPG Public Sector","Windows Server Other","EA Recurring",760.5,760.5
"FY18",1,"CEE","Latvia","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",398.2,398.2
"FY18",1,"CEE","Latvia","EPG Public Sector","MDOP-Client","EA Recurring",373.23,373.23
"FY18",1,"CEE","Latvia","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",116.44,116.44
"FY18",1,"CEE","Latvia","EPG Public Sector","Exchange Server & CAL","EA Recurring",77.6799,77.68
"FY18",12,"CEE","Bulgaria","EPG Public Sector","IW CAL Suites - ECAL","EA Recurring",394504.4469,157929.5124
"FY18",12,"CEE","Bulgaria","EPG Public Sector","Windows Client","EA Recurring",322342.9615,73538.1552
"FY18",12,"CEE","Bulgaria","EPG Public Sector","Office","EA Recurring",106201.4136,181226
"FY18",12,"CEE","Bulgaria","EPG Public Sector","S&T CAL Suites - ECAL","EA Recurring",176951.178,75314.4876
"FY18",2,"CEE","Bulgaria","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",97044.48,97044.48
"FY18",2,"CEE","Bulgaria","EPG Public Sector","Office","EA Recurring",80784,80784
"FY18",2,"CEE","Bulgaria","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",80184,80184
"FY18",2,"CEE","Bulgaria","EPG Public Sector","SharePoint CAL","EA Recurring",56304,56304
"FY18",2,"CEE","Bulgaria","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",54587.52,54587.52
"FY18",2,"CEE","Bulgaria","EPG Public Sector","Windows Client","EA Recurring",29376,29376
"FY18",6,"CEE","Bulgaria","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",26160,26160
"FY18",8,"CEE","Bulgaria","EPG Public Sector","Windows Client","EA Recurring",12620.413,12620.413
"FY18",6,"CEE","Bulgaria","EPG Public Sector","SQL Server Premium","EA Recurring",8880.72,8880.72
"FY18",6,"CEE","Bulgaria","EPG Public Sector","SharePoint for Internet Sites","EA Recurring",6684.6,6684.6
"FY18",6,"CEE","Bulgaria","EPG Public Sector","IW CAL Suites - ECAL","EA Recurring",7014.2934,4039.2198
"FY18",6,"CEE","Bulgaria","EPG Public Sector","Office","EA Recurring",1993.974,6022.9521
"FY18",6,"CEE","Bulgaria","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",2726.64,2726.64
"FY18",6,"CEE","Bulgaria","EPG Public Sector","S&T CAL Suites - ECAL","EA Recurring",2980.8306,1926.9261
"FY18",6,"CEE","Bulgaria","EPG Public Sector","Windows Client","EA Recurring",2450.1411,2450.1411
"FY18",6,"CEE","Bulgaria","EPG Public Sector","Windows Server Premium","EA Recurring",1649.48,1649.48
"FY18",6,"CEE","Bulgaria","EPG Public Sector","System Center Client","EA Recurring",1444.4277,1444.4277
"FY18",8,"CEE","Bulgaria","EPG Public Sector","System Center Client","EA Recurring",1175.106,1175.106
"FY18",6,"CEE","Bulgaria","EPG Public Sector","Identity & Direct Access","EA Recurring",1142.16,1142.16
"FY18",6,"CEE","Bulgaria","EPG Public Sector","SharePoint Server","EA Recurring",795.48,795.48
"FY18",6,"CEE","Bulgaria","EPG Public Sector","Exchange Server & CAL","EA Recurring",768.36,768.36
"FY18",6,"CEE","Bulgaria","EPG Public Sector","Developer Tools","EA Recurring",756.36,756.36
"FY18",8,"CEE","Bulgaria","EPG Public Sector","MDOP-Client","EA Recurring",294.481,294.481
"FY18",6,"CEE","Bulgaria","EPG Public Sector","System Center Server","EA Recurring",269.88,269.88
"FY18",6,"CEE","Bulgaria","EPG Public Sector","Visio","EA Recurring",124.8,124.8
"FY18",6,"CEE","Bulgaria","EPG Public Sector","MDOP-Client","EA Recurring",101.6532,101.6532
"FY18",5,"CEE","Lithuania","EPG Commercial","Office","EA Recurring",313047.5,313047.5
"FY18",12,"CEE","Lithuania","EPG Commercial","IW CAL Suites - Core CAL","EA Recurring",307500,245870.08
"FY18",5,"CEE","Lithuania","EPG Commercial","IW CAL Suites - Core CAL","EA Recurring",222089.6,222089.6
"FY18",11,"CEE","Lithuania","EPG Commercial","Office","EA Recurring",129000,222525
"FY18",12,"CEE","Lithuania","EPG Commercial","Office","EA Recurring",200000,128990
"FY18",5,"CEE","Lithuania","EPG Commercial","S&T CAL Suites - Core CAL","EA Recurring",124925.4,124925.4
"FY18",6,"CEE","Lithuania","EPG Commercial","Office","EA Recurring",89588.896,87576
"FY18",7,"CEE","Lithuania","EPG Commercial","Office","EA Recurring",59097,59097
"FY18",3,"CEE","Lithuania","EPG Commercial","Windows Server & Solutions & CAL","EA Recurring",54290.25,54290.25
"FY18",6,"CEE","Lithuania","EPG Commercial","IW CAL Suites - Core CAL","EA Recurring",49689.6,49689.6
"FY18",7,"CEE","Lithuania","EPG Commercial","Windows Server Premium","EA Recurring",40804,40804
"FY18",3,"CEE","Lithuania","EPG Commercial","Office","EA Recurring",40149,40149
"FY18",7,"CEE","Lithuania","EPG Commercial","Windows Client","EA Recurring",30778.9391,30778.9391
"FY18",6,"CEE","Lithuania","EPG Commercial","S&T CAL Suites - Core CAL","EA Recurring",27950.4,27950.4
"FY18",3,"CEE","Lithuania","EPG Commercial","SQL Server Premium","EA Recurring",21775.02,21775.02
"FY18",3,"CEE","Lithuania","EPG Commercial","Windows Server Premium","EA Recurring",18667,18667
"FY18",3,"CEE","Lithuania","EPG Commercial","Identity & Direct Access","EA Recurring",17849.97,17849.97
"FY18",7,"CEE","Lithuania","EPG Commercial","IW CAL Suites - Core CAL","EA Recurring",17598.4,17598.4
"FY18",7,"CEE","Lithuania","EPG Commercial","System Center Client","EA Recurring",14857.7742,14857.7742
"FY18",7,"CEE","Lithuania","EPG Commercial","Lync Server & CAL","EA Recurring",12283.72,12283.72
"FY18",7,"CEE","Lithuania","EPG Commercial","S&T CAL Suites - Core CAL","EA Recurring",9899.1,9899.1
"FY18",7,"CEE","Lithuania","EPG Commercial","Identity & Direct Access","EA Recurring",9723,9723
"FY18",5,"CEE","Lithuania","EPG Commercial","SQL Server Premium","EA Recurring",9125.25,9125.25
"FY18",11,"CEE","Lithuania","EPG Commercial","Developer Tools","EA Recurring",6000,10081.95
"FY18",7,"CEE","Lithuania","EPG Commercial","System Center Server","EA Recurring",6519.27,6519.27
"FY18",5,"CEE","Lithuania","EPG Commercial","Windows Server Premium","EA Recurring",5397.72,5397.72
"FY18",7,"CEE","Lithuania","EPG Commercial","Exchange Server & CAL","EA Recurring",4460.5,4460.5
"FY18",7,"CEE","Lithuania","EPG Commercial","Developer Tools","EA Recurring",3973.76,3973.76
"FY18",5,"CEE","Lithuania","EPG Commercial","Exchange Server & CAL","EA Recurring",3632.26,3632.26
"FY18",5,"CEE","Lithuania","EPG Commercial","Identity & Direct Access","EA Recurring",3472.5,3472.5
"FY18",3,"CEE","Lithuania","EPG Commercial","Exchange Server & CAL","EA Recurring",3207.98,3207.98
"FY18",3,"CEE","Lithuania","EPG Commercial","SQL Server Standard & CAL","EA Recurring",2839.43,2839.43
"FY18",5,"CEE","Lithuania","EPG Commercial","System Center Server","EA Recurring",1847.28,1847.28
"FY18",5,"CEE","Lithuania","EPG Commercial","Windows Server & Solutions & CAL","EA Recurring",1661.16,1661.16
"FY18",4,"CEE","Czech Republic","EPG Commercial","Office","EA Recurring",1627385.9072,1627385.8758
"FY18",12,"CEE","Czech Republic","EPG Commercial","Office","EA Recurring",1640508.7436,1610341.4005
"FY18",1,"CEE","Czech Republic","EPG Commercial","Office","EA Recurring",946483.202,943238.2544
"FY18",12,"CEE","Czech Republic","EPG Commercial","Windows Client","EA Recurring",676203.2518,608284.8832
"FY18",9,"CEE","Czech Republic","EPG Commercial","Office","EA Recurring",634110.0275,582639.4271
"FY18",4,"CEE","Czech Republic","EPG Commercial","Windows Client","EA Recurring",580067.1471,580067.1371
"FY18",12,"CEE","Czech Republic","EPG Commercial","IW CAL Suites - ECAL","EA Recurring",255014.9175,522060.249
"FY18",6,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","EA Recurring",311756.347,325045.3186
"FY18",4,"CEE","Czech Republic","EPG Commercial","IW CAL Suites - Core CAL","EA Recurring",315341.8424,315341.837
"FY18",12,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","EA Recurring",419056.3597,205671.0796
"FY18",6,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","EA Recurring",284561.683,318856.111
"FY18",4,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","EA Recurring",285069.7515,285069.7401
"FY18",4,"CEE","Czech Republic","EPG Commercial","Project","EA Recurring",263497.2158,263497.2002
"FY18",9,"CEE","Czech Republic","EPG Commercial","Windows Client","EA Recurring",273151.7879,221681.1903
"FY18",12,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","EA Recurring",430930.2822,41016.3852
"FY18",1,"CEE","Czech Republic","EPG Commercial","Windows Client","EA Recurring",213893.3692,212939.9741
"FY18",4,"CEE","Czech Republic","EPG Commercial","Forefront Protection","EA Recurring",210572.6756,210572.6756
"FY18",12,"CEE","Czech Republic","EPG Commercial","IW CAL Suites - Core CAL","EA Recurring",260213.219,146841.1265
"FY18",6,"CEE","Czech Republic","EPG Commercial","Developer Tools","EA Recurring",196279.783,195158.1827
"FY18",9,"CEE","Czech Republic","EPG Commercial","IW CAL Suites - ECAL","EA Recurring",192338.8195,184258.6616
"FY18",12,"CEE","Czech Republic","EPG Commercial","S&T CAL Suites - ECAL","EA Recurring",120885.5719,248873.2478
"FY18",4,"CEE","Czech Republic","EPG Commercial","Visio","EA Recurring",179983.783,179983.784
"FY18",4,"CEE","Czech Republic","EPG Commercial","S&T CAL Suites - Core CAL","EA Recurring",177379.7862,177379.7833
"FY18",2,"CEE","Czech Republic","EPG Commercial","Windows Client","EA Recurring",156195.4479,156195.4478
"FY18",9,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","EA Recurring",154289.3016,154289.3004
"FY18",12,"CEE","Czech Republic","EPG Commercial","Developer Tools","EA Recurring",207720.4033,56930.9706
"FY18",12,"CEE","Czech Republic","EPG Commercial","Windows Server Premium","EA Recurring",93715.5469,170701.1045
"FY18",4,"CEE","Czech Republic","EPG Commercial","Lync Server & CAL","EA Recurring",131209.1941,131209.1922
"FY18",4,"CEE","Czech Republic","EPG Commercial","Exchange Server & CAL","EA Recurring",130814.8645,130814.8703
"FY18",9,"CEE","Czech Republic","EPG Commercial","IW CAL Suites - Core CAL","EA Recurring",126959.107,126959.1097
"FY18",1,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","EA Recurring",122806.453,122714.4012
"FY18",12,"CEE","Czech Republic","EPG Commercial","Project","EA Recurring",165754.3073,73307.6106
"FY18",12,"CEE","Czech Republic","EPG Commercial","S&T CAL Suites - Core CAL","EA Recurring",146385.1688,82623.1699
"FY18",1,"CEE","Czech Republic","EPG Commercial","IW CAL Suites - ECAL","EA Recurring",111661.4063,108700.6786
"FY18",10,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","EA Recurring",109149.544,109149.544
"FY18",1,"CEE","Czech Republic","EPG Commercial","Project","EA Recurring",106062.334,105955.2774
"FY18",12,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","EA Recurring",128215.5961,82263.4568
"FY18",1,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","EA Recurring",104526.618,104239.3652
"FY18",4,"CEE","Czech Republic","EPG Commercial","SharePoint CAL","EA Recurring",99133.4624,99133.4647
"FY18",4,"CEE","Czech Republic","EPG Commercial","System Center Client","EA Recurring",98940.3118,98940.3058
"FY18",1,"CEE","Czech Republic","EPG Commercial","IW CAL Suites - Core CAL","EA Recurring",95435.1427,95435.1454
"FY18",12,"CEE","Czech Republic","EPG Commercial","System Center Client","EA Recurring",100437.6332,83446.8663
"FY18",1,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","EA Recurring",90446.314,90118.6505
"FY18",4,"CEE","Czech Republic","EPG Commercial","Developer Tools","EA Recurring",89404.805,89404.8014
"FY18",12,"CEE","Czech Republic","EPG Commercial","System Center Server","EA Recurring",60361.9618,117505.0182
"FY18",4,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","EA Recurring",87324.7285,87324.7252
"FY18",4,"CEE","Czech Republic","EPG Commercial","Windows Server Premium","EA Recurring",85423.4528,85423.4488
"FY18",9,"CEE","Czech Republic","EPG Commercial","S&T CAL Suites - Core CAL","EA Recurring",97149.7918,71414.4996
"FY18",9,"CEE","Czech Republic","EPG Commercial","S&T CAL Suites - ECAL","EA Recurring",85753.3029,68098.17
"FY18",1,"CEE","Czech Republic","EPG Commercial","Windows Server Premium","EA Recurring",68756.534,68574.8838
"FY18",1,"CEE","Czech Republic","EPG Commercial","Forefront Protection","EA Recurring",66772.825,66607.3186
"FY18",12,"CEE","Czech Republic","EPG Commercial","Dynamics CRM","EA Recurring",65656.8699,66546.34
"FY18",12,"CEE","Czech Republic","EPG Commercial","Exchange Server & CAL","EA Recurring",96044.9827,35412.2342
"FY18",4,"CEE","Czech Republic","EPG Commercial","Identity & Direct Access","EA Recurring",62948.1958,62948.2033
"FY18",1,"CEE","Czech Republic","EPG Commercial","Dynamics CRM","EA Recurring",61552.561,61214.7137
"FY18",1,"CEE","Czech Republic","EPG Commercial","Exchange Server & CAL","EA Recurring",61328.82,61008.988
"FY18",1,"CEE","Czech Republic","EPG Commercial","SharePoint CAL","EA Recurring",59711.155,59406.0097
"FY18",1,"CEE","Czech Republic","EPG Commercial","Windows Server Other","EA Recurring",57608.145,57537.2246
"FY18",7,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","EA Recurring",56845.0176,56845.0202
"FY18",12,"CEE","Czech Republic","EPG Commercial","Visio","EA Recurring",81630.5822,25873.3426
"FY18",1,"CEE","Czech Republic","EPG Commercial","S&T CAL Suites - Core CAL","EA Recurring",53682.2677,53682.2693
"FY18",12,"CEE","Czech Republic","EPG Commercial","SharePoint CAL","EA Recurring",86115.1464,18605.8166
"FY18",7,"CEE","Czech Republic","EPG Commercial","Developer Tools","EA Recurring",52282.9383,52282.9379
"FY18",1,"CEE","Czech Republic","EPG Commercial","S&T CAL Suites - ECAL","EA Recurring",49799.8237,51837.9104
"FY18",4,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","EA Recurring",49266.0308,49266.0303
"FY18",12,"CEE","Czech Republic","EPG Commercial","Windows Server Other","EA Recurring",66333.6442,31534.7732
"FY18",6,"CEE","Czech Republic","EPG Commercial","Dynamics CRM","EA Recurring",46254.908,45990.59
