Fiscal Year,Area,Subsidiary,Rev Sum Division,Std Rptg Mid Reported Subsegment,Forecast Planning Level,Period,Sales
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,26546.5939
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,1637.6448
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,50374.4009
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,13692.3336
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,9150.887
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,27628.3392
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,1727.616
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,24792.3456
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,26533.0091
"FY18","CEE","Latvia","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,8858.9448
"FY18","CEE","Latvia","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,32523.7934
"FY18","CEE","Latvia","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,3681.8855
"FY18","CEE","Latvia","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,6136.5648
"FY18","CEE","Latvia","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,7670.706
"FY18","CEE","Latvia","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,1727.388
"FY18","CEE","Latvia","Lync Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,5463.36
"FY18","CEE","Latvia","Lync Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,21122.4
"FY18","CEE","Latvia","Lync Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,564.12
"FY18","CEE","Latvia","Lync Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,2402.04
"FY18","CEE","Latvia","Lync Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,1539.24
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,20165.1583
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,26173.9642
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,139310.4811
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,62474.7725
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,49188.8976
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,109887.4025
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,32070.5688
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,28135.8586
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,121792.4976
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,145375.5109
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,297639.6864
"FY18","CEE","Latvia","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,166127.0749
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,2616.7438
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,3509.3941
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,16231.6094
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,13083.8343
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,9581.3328
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,22113.8072
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,6479.0328
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,3515.2877
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,23648.9616
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,30419.1751
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,36360.4032
"FY18","CEE","Latvia","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,29131.6972
"FY18","CEE","Latvia","Other Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,819
"FY18","CEE","Latvia","Other Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,819
"FY18","CEE","Latvia","Other Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,3207.75
"FY18","CEE","Latvia","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,91.2
"FY18","CEE","Latvia","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,2016
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,5540.9082
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,5819.6229
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,4951.39
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,14932.4591
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,921.1752
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,28335.7351
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,7703.1504
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,5147.374
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,15540.9408
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,971.784
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,13945.6944
"FY18","CEE","Latvia","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,14924.8849
"FY18","CEE","Latvia","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,4218.7032
"FY18","CEE","Latvia","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,15488.101
"FY18","CEE","Latvia","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,1753.3445
"FY18","CEE","Latvia","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,2922.2832
"FY18","CEE","Latvia","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,3652.854
"FY18","CEE","Latvia","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,612.612
"FY18","CEE","Latvia","SharePoint CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,31962
"FY18","CEE","Latvia","SharePoint CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,4831.6
"FY18","CEE","Latvia","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,398.4
"FY18","CEE","Latvia","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,398.4
"FY18","CEE","Latvia","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,398.4
"FY18","CEE","Latvia","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,796.8
"FY18","CEE","Latvia","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,2788.8
"FY18","CEE","Latvia","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,398.4
"FY18","CEE","Latvia","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,5171.52
"FY18","CEE","Latvia","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,796.8
"FY18","CEE","Latvia","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,6746.15
"FY18","CEE","Latvia","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,2127.12
"FY18","CEE","Latvia","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,2223.84
"FY18","CEE","Latvia","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,11535.96
"FY18","CEE","Latvia","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,4447.68
"FY18","CEE","Latvia","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,7783.44
"FY18","CEE","Latvia","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,6671.52
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,3114.72
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,847.32
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,5661.12
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,2245.44
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,8522.16
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,561.36
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,168108.96
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,10293.96
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,8163.95
"FY18","CEE","Latvia","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,675.12
"FY18","CEE","Latvia","System Center Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,302.4
"FY18","CEE","Latvia","System Center Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,1041
"FY18","CEE","Latvia","System Center Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,-614.4
"FY18","CEE","Latvia","System Center Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,4008
"FY18","CEE","Latvia","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,45.72
"FY18","CEE","Latvia","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,1112.64
"FY18","CEE","Latvia","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,3077.65
"FY18","CEE","Latvia","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,17319.24
"FY18","CEE","Latvia","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,2000.16
"FY18","CEE","Latvia","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,2330.04
"FY18","CEE","Latvia","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,84
"FY18","CEE","Latvia","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,756
"FY18","CEE","Latvia","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,21
"FY18","CEE","Latvia","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,461.4
"FY18","CEE","Latvia","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,1872
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,17334.642
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,25638.0758
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,122907.3356
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,53909.6123
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,50606.3352
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,97180.9043
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,24104.5944
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,16264.4728
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,101612.8128
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,132907.944
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,43877.8704
"FY18","CEE","Latvia","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,124733.8939
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,2387.16
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,70.32
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,421.92
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,1065.72
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,1697.88
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,1205.64
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,1216.2
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,5367
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,1584.24
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,139.32
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,6372
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,125916.86
"FY18","CEE","Latvia","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,187.32
"FY18","CEE","Latvia","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,1279.8
"FY18","CEE","Latvia","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,1639.2
"FY18","CEE","Latvia","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,804
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,10536.96
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,114.36
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,457.44
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,5619.04
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,6398.95
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,1829.76
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,5018.64
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,571.8
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,3313.2
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,1715.4
"FY18","CEE","Latvia","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,2962.94
"FY18","CEE","Estonia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,37.44
"FY18","CEE","Estonia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,37387.68
"FY18","CEE","Estonia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,1416
"FY18","CEE","Estonia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,34974.53
"FY18","CEE","Estonia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,991.2
"FY18","CEE","Estonia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,126
"FY18","CEE","Estonia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,408.24
"FY18","CEE","Estonia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,532551.35
"FY18","CEE","Estonia","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,223359.48
"FY18","CEE","Estonia","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,88878.52
"FY18","CEE","Estonia","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,32462.4
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,10207.2
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,-10207.2
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,21177.24
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,99102.8
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,116931.32
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,-99102.8
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,1065.6
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,212.76
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,57.24
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,54149.88
"FY18","CEE","Estonia","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,70560
"FY18","CEE","Estonia","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,3816
"FY18","CEE","Estonia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,1869.84
"FY18","CEE","Estonia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,-1869.84
"FY18","CEE","Estonia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,105.96
"FY18","CEE","Estonia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,8932.6
"FY18","CEE","Estonia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,465.96
"FY18","CEE","Estonia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,105.96
"FY18","CEE","Estonia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,29885.52
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,3083.52
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,4965.8967
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,811.008
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,14094.6096
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,2847.537
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,3567.8016
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,4232.592
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,2711.525
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,741.5748
