Entitlement Agency ID,PIM Link,Project name,Project address,Status,Entered status date,Total project units,Market rate units,Affordable units,TBD units,Applicant,Entitlement agency,Supervisor district,Environmental review type,Under Entitlement Review Start Date,Under Entitlement Review End Date,Entitled Start Date,Entitled End Date,Filed for Permits Start Date,Filed For Permits End Date,Under Construction Start Date,Under Construction End Date,Completed Construction Start Date
2018-007259PRJ,https://sfplanninggis.org/pim?search=2018-007259PRJ,88 MUSEUM WAY,88 MUSEUM WAY 94114,"Entitled, not yet filed for permits",2019-05-13 00:00:00,2,2,,0,Zack de Vito Architecture,Planning,8,Categorical Exemption-Stamp,2018-05-17 00:00:00,2019-05-13 00:00:00,2019-05-13 00:00:00,,,,,,
2018-007772PRJ,https://sfplanninggis.org/pim?search=2018-007772PRJ,88 ONONDAGA AVE,88 ONONDAGA AVE 94112,"Entitled, filed for permits",2018-05-29 00:00:00,1,1,,0,", CHAN FAMILY TRUST",Planning,11,,,,,,2018-05-29 00:00:00,,,,
2019-022023PRJ,https://sfplanninggis.org/pim?search=2019-022023PRJ,88 Raymond Ave,88 RAYMOND AVE 94134,"Entitled, filed for permits",2019-12-06 00:00:00,1,1,,0,"Chen, Yung",Planning,10,,,,,,2019-12-06 00:00:00,,,,
2016-005618PRJ,https://sfplanninggis.org/pim?search=2016-005618PRJ,88 SYLVAN DR,88 SYLVAN DR 94132,"Entitled, filed for permits",2016-04-22 00:00:00,1,1,,0,", LI RUN XIN & QIU FENG YI",Planning,7,,,,,,2016-04-22 00:00:00,,,,
2016-013263PRJ,https://sfplanninggis.org/pim?search=2016-013263PRJ,88-94 Valparaiso Street,88 VALPARAISO ST 94133,Completed,2018-01-16 00:00:00,1,1,,0,YuHux Engineer,Planning,3,,,,,,2016-09-09 00:00:00,2017-05-16 00:00:00,2017-05-16 00:00:00,2018-01-16 00:00:00,2018-01-16 00:00:00
2002.0097,https://sfplanninggis.org/pim?search=2002.0097,844 CLIPPER ST,"880 - 0 CLIPPER TE 0001, SAN FRANCISCO, CA 94114",Completed,2002-04-30 00:00:00,4,4,,0,Herzig & Berlese,Planning,,,,,,,2001-04-03 00:00:00,2001-08-08 00:00:00,2001-08-08 00:00:00,2002-04-30 00:00:00,2002-04-30 00:00:00
2002.0032,https://sfplanninggis.org/pim?search=2002.0032,880 CORBETT AV,"880 - 0 CORBETT AV 0001, SAN FRANCISCO, CA 94114",Completed,2002-10-29 00:00:00,4,4,,0,Herzig & Berlese,Planning,,,,,,,1999-10-12 00:00:00,2001-03-01 00:00:00,2001-03-01 00:00:00,2002-10-29 00:00:00,2002-10-29 00:00:00
2006.1476,https://sfplanninggis.org/pim?search=2006.1476,880 DOLORES ST,"880 - 0 DOLORES ST, SAN FRANCISCO, CA 94110",Completed,2008-08-28 00:00:00,-2,-2,,0,BANA Plan Expediting,Planning,,,,,,,2006-11-20 00:00:00,,,,2008-08-28 00:00:00
2010.0461,https://sfplanninggis.org/pim?search=2010.0461,880 SOUTH VAN NESS AV,"880 - 0 SOUTH VAN NESS AV, SAN FRANCISCO, CA",Completed,2007-04-12 00:00:00,1,1,,0,Herzig & Berlese,Planning,,,,,,,2005-08-17 00:00:00,2006-08-31 00:00:00,2006-08-31 00:00:00,2007-04-12 00:00:00,2007-04-12 00:00:00
2019-017026PRJ,https://sfplanninggis.org/pim?search=2019-017026PRJ,880 Pacheco Street,880 PACHECO ST 94116,"Entitled, filed for permits",2019-09-19 00:00:00,1,1,,0,"Hing Wah Construction, Inc.",Planning,7,,,,,,2019-09-19 00:00:00,,,,
2001.1093,https://sfplanninggis.org/pim?search=2001.1093,881 CORBETT AV,"881 - 0 CORBETT AV 0001, SAN FRANCISCO, CA 94114",Completed,2006-11-03 00:00:00,1,1,,0,"EARL, CLOVER",Planning,,,,,,,2001-08-20 00:00:00,2003-11-10 00:00:00,2003-11-10 00:00:00,2006-11-03 00:00:00,2006-11-03 00:00:00
2012.0747,https://sfplanninggis.org/pim?search=2012.0747,882 - 884 CAROLINA STREET,"882 - 0 CAROLINA ST, SAN FRANCISCO, CA 94107",Under construction,2014-11-07 00:00:00,2,2,,0,John Duffy Architect,Planning,,Categorical Exemption-Stamp,2012-06-14 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,,
2018-008380PRJ,https://sfplanninggis.org/pim?search=2018-008380PRJ,884 ALABAMA ST,884 ALABAMA ST 94110,Under entitlement review,2018-06-12 00:00:00,2,2,,0,"LEHRBERG, ELISABETH",Planning,9,,2018-06-12 00:00:00,,,,,,,,
2014.1131,https://sfplanninggis.org/pim?search=2014.1131,885 FRANKLIN ST,"885 - 0 FRANKLIN ST, SAN FRANCISCO, CA 94112",Completed,2018-02-08 00:00:00,3,3,,0,"Divco Group, LLC",Planning,,,,,,,2013-12-04 00:00:00,2017-03-13 00:00:00,2017-03-13 00:00:00,2018-02-08 00:00:00,2018-02-08 00:00:00
2000.772,https://sfplanninggis.org/pim?search=2000.772,886 BROADWAY,"886 - 0 BROADWAY, SAN FRANCISCO, CA 94133","Entitled, not yet filed for permits",2000-12-12 00:00:00,6,6,,0,"Walters, Bill",Planning,,,2000-07-26 00:00:00,2000-12-12 00:00:00,2000-12-12 00:00:00,,,,,,
1989.221,https://sfplanninggis.org/pim?search=1989.221,876-886 Castro Street,"886 - 0 CASTRO ST, SAN FRANCISCO, CA",Completed,1993-11-29 00:00:00,4,4,,0,"Soohoo, Alice",Planning,,,1989-04-17 00:00:00,1989-06-27 00:00:00,1989-06-27 00:00:00,1989-06-27 00:00:00,1989-06-27 00:00:00,1991-07-29 00:00:00,1991-07-29 00:00:00,1993-11-29 00:00:00,1993-11-29 00:00:00
2017-007873PRJ,https://sfplanninggis.org/pim?search=2017-007873PRJ,887 BUSH ST,887 BUSH ST 94108,"Entitled, filed for permits",2017-05-09 00:00:00,2,2,,0,", KAITLIN COURT, LP",Planning,3,,,,,,2017-05-09 00:00:00,,,,
1993.392,https://sfplanninggis.org/pim?search=1993.392,89 BARCELONA AV,"89 - 0 BARCELONA AV, SAN FRANCISCO, CA 94115",Completed,1996-05-28 00:00:00,1,1,,0,"Der Torossian, Yervant",Planning,,,,,,,1993-04-26 00:00:00,1995-01-19 00:00:00,1995-01-19 00:00:00,1996-05-28 00:00:00,1996-05-28 00:00:00
2014.0163,https://sfplanninggis.org/pim?search=2014.0163,89 BELGRAVE AV,"89 - 0 BELGRAVE AV, SAN FRANCISCO, CA 94117",Completed,2018-09-28 00:00:00,1,1,,0,John Maniscalco Architecture,Planning,,Categorical Exemption-Certificate,2014-01-28 00:00:00,2014-04-03 00:00:00,2014-04-03 00:00:00,2014-04-03 00:00:00,2014-04-03 00:00:00,2015-10-19 00:00:00,2015-10-19 00:00:00,2018-09-28 00:00:00,2018-09-28 00:00:00
2010.0271,https://sfplanninggis.org/pim?search=2010.0271,Official Sidewalk Change Plymouth Ave & Montana St,"89 - 0 MONTANA ST, SAN FRANCISCO, CA 94112",Completed,2012-03-07 00:00:00,6,6,,0,Bureau of Street Use & Mapping,Planning,,,,,,,2007-10-18 00:00:00,,,,2012-03-07 00:00:00
2017-015979PRJ,https://sfplanninggis.org/pim?search=2017-015979PRJ,89 NORTON ST,89 NORTON ST 94112,Under construction,2019-04-26 00:00:00,2,2,,0,"Lei, Bin",Planning,11,,,,,,2017-11-03 00:00:00,2019-04-26 00:00:00,2019-04-26 00:00:00,,
2018-007193PRJ,https://sfplanninggis.org/pim?search=2018-007193PRJ,89 ROOSEVELT WAY,89 ROOSEVELT WAY 94114,"Entitled, filed for permits",2018-05-02 00:00:00,1,1,,0,", HEMENGER WILLIAM C",Planning,8,,,,,,2018-05-02 00:00:00,,,,
2002.1042,https://sfplanninggis.org/pim?search=2002.1042,890 GROVE ST,"890 - 0 GROVE ST, SAN FRANCISCO, CA","Entitled, not yet filed for permits",2006-04-06 00:00:00,1,1,,0,Topetcher Architecture,Planning,,,2003-02-18 00:00:00,2006-04-06 00:00:00,2006-04-06 00:00:00,,,,,,
2007.1486,https://sfplanninggis.org/pim?search=2007.1486,890 GROVE ST,"890 - 0 GROVE ST, SAN FRANCISCO, CA","Entitled, not yet filed for permits",2010-07-09 00:00:00,1,1,,0,Topetcher Architecture,Planning,,Categorical Exemption-Certificate,2007-12-31 00:00:00,2010-07-09 00:00:00,2010-07-09 00:00:00,,,,,,
2014.0870,https://sfplanninggis.org/pim?search=2014.0870,891 CAROLINA ST,"891 - 0 CAROLINA ST, SAN FRANCISCO, CA 94107",Under construction,2019-05-23 00:00:00,2,2,,0,John Lum Architecture,Planning,,Categorical Exemption-Determination of Historic Resource,2014-06-09 00:00:00,2014-07-02 00:00:00,2014-07-02 00:00:00,2014-07-02 00:00:00,2014-07-02 00:00:00,2019-05-23 00:00:00,2019-05-23 00:00:00,,
2017-000777PRJ,https://sfplanninggis.org/pim?search=2017-000777PRJ,891 POST ST,891 POST ST 94109,Under construction,2019-10-02 00:00:00,1,1,,0,Open Scope Studios,Planning,6,,2017-04-05 00:00:00,2017-12-05 00:00:00,2017-12-05 00:00:00,2017-12-05 00:00:00,2017-12-05 00:00:00,2019-10-02 00:00:00,2019-10-02 00:00:00,,
1992.598,https://sfplanninggis.org/pim?search=1992.598,893-895 Meade Ave,"893 - 0 MEADE AV, SAN FRANCISCO, CA 94134",Completed,1992-01-08 00:00:00,4,4,,0,"",Planning,,,,,,,1990-04-02 00:00:00,,,,1992-01-08 00:00:00
2003.0292,https://sfplanninggis.org/pim?search=2003.0292,893 WISCONSIN ST,"893 - 0 WISCONSIN ST, SAN FRANCISCO, CA 94107","Entitled, not yet filed for permits",2003-06-17 00:00:00,1,1,,0,"Lerner & Associates, Architects",Planning,,,2003-03-18 00:00:00,2003-06-17 00:00:00,2003-06-17 00:00:00,,,,,,
2019-012607PRJ,https://sfplanninggis.org/pim?search=2019-012607PRJ,895-897 34th Ave,895 34TH AVE 94121,"Entitled, filed for permits",2019-07-24 00:00:00,4,4,,0,",",Planning,1,,,,,,2019-07-24 00:00:00,,,,
2017-010525PRJ,https://sfplanninggis.org/pim?search=2017-010525PRJ,895 37TH AVE,895 37TH AVE 94121,Completed,2019-12-18 00:00:00,3,3,,0,"O'HARA, O'HARA KATHLEEN A",Planning,1,,,,,,2017-08-07 00:00:00,2018-09-10 00:00:00,2018-09-10 00:00:00,2019-12-18 00:00:00,2019-12-18 00:00:00
2012.0978,https://sfplanninggis.org/pim?search=2012.0978,896 DE HARO ST,"896 - 0 DE HARO ST, SAN FRANCISCO, CA 94107",Completed,2017-08-30 00:00:00,2,2,,0,Leavitt Architecture,Planning,10,Categorical Exemption-Certificate,2012-07-31 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2015-10-09 00:00:00,2015-10-09 00:00:00,2017-08-30 00:00:00,2017-08-30 00:00:00
2002.0204,https://sfplanninggis.org/pim?search=2002.0204,9 ABBEY ST,"9 - 0 ABBEY ST, SAN FRANCISCO, CA 94114","Entitled, not yet filed for permits",2002-05-22 00:00:00,1,1,,0,"Chiappetta, Alex",Planning,,,2002-02-28 00:00:00,2002-05-22 00:00:00,2002-05-22 00:00:00,,,,,,
2003.0615,https://sfplanninggis.org/pim?search=2003.0615,9 CALHOUN TR,"9 - 0 CALHOUN TR NITA, SAN FRANCISCO, CA 94108","Entitled, not yet filed for permits",2006-05-03 00:00:00,2,2,,0,"Lerner & Associates, Architects",Planning,,,2003-05-27 00:00:00,2006-05-03 00:00:00,2006-05-03 00:00:00,,,,,,
2003.0827,https://sfplanninggis.org/pim?search=2003.0827,9 SCOTT ST,"9 - 0 SCOTT ST, SAN FRANCISCO, CA 94117",Completed,2004-07-08 00:00:00,-1,-1,,0,"Whitney, Steven",Planning,,,,,,,2003-03-27 00:00:00,2004-02-18 00:00:00,2004-02-18 00:00:00,2004-07-08 00:00:00,2004-07-08 00:00:00
1995.112,https://sfplanninggis.org/pim?search=1995.112,9-11 JENNINGS CT,"9 - 11 JENNINGS CT, SAN FRANCISCO, CA 94134",Completed,1995-06-14 00:00:00,6,6,,0,"",Planning,,,,,,,1993-08-24 00:00:00,1993-09-14 00:00:00,1993-09-14 00:00:00,1995-06-14 00:00:00,1995-06-14 00:00:00
2017-011214PRJ,https://sfplanninggis.org/pim?search=2017-011214PRJ,9 APOLLO ST,9 APOLLO ST 94124,Under entitlement review,2017-08-31 00:00:00,1,1,,0,"Brown, Jerry",Planning,10,,2017-08-31 00:00:00,,,,,,,,
2004.0930,https://sfplanninggis.org/pim?search=2004.0930,90 Cedro Avenue,"90 - 0 CEDRO AV, SAN FRANCISCO, CA 94132","Entitled, not yet filed for permits",2004-12-07 00:00:00,1,1,,0,Doolittle,Planning,,,2004-09-16 00:00:00,2004-12-07 00:00:00,2004-12-07 00:00:00,,,,,,
2001.1122,https://sfplanninggis.org/pim?search=2001.1122,90 CORONA ST,"90 - 0 CORONA ST, SAN FRANCISCO, CA 94132","Entitled, not yet filed for permits",2002-02-27 00:00:00,1,1,,0,"Sullivan, Tim",Planning,,,2001-11-29 00:00:00,2002-02-27 00:00:00,2002-02-27 00:00:00,,,,,,
2001.0975,https://sfplanninggis.org/pim?search=2001.0975,90 FAIR OAKS ST,"90 - 0 FAIR OAKS ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2002-02-27 00:00:00,2,2,,0,Flannery Group,Planning,,,2001-10-11 00:00:00,2002-02-27 00:00:00,2002-02-27 00:00:00,,,,,,
2003.0800,https://sfplanninggis.org/pim?search=2003.0800,90 FAIR OAKS ST,"90 - 0 FAIR OAKS ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2003-10-13 00:00:00,2,2,,0,"Flannery, Charles T.",Planning,,,2003-07-17 00:00:00,2003-10-13 00:00:00,2003-10-13 00:00:00,,,,,,
2017-012548PRJ,https://sfplanninggis.org/pim?search=2017-012548PRJ,90 CONCORD ST,90 CONCORD ST 94112,Under construction,2018-10-22 00:00:00,2,2,,0,"Karnilovicz, Henry",Planning,11,,,,,,2017-09-25 00:00:00,2018-10-22 00:00:00,2018-10-22 00:00:00,,
2019-023678PRJ,https://sfplanninggis.org/pim?search=2019-023678PRJ,90 Dunsmuir Street,90 DUNSMUIR ST 94134,"Entitled, filed for permits",2019-12-30 00:00:00,1,1,,0,"Liu, Carolyn",Planning,9,,,,,,2019-12-30 00:00:00,,,,
2019-001502PRJ,https://sfplanninggis.org/pim?search=2019-001502PRJ,900 Bay Street,900 BAY ST 94109,"Entitled, filed for permits",2019-02-06 00:00:00,2,2,,0,Levine Architects,Planning,2,,,,,,2019-02-06 00:00:00,,,,
2016-004524PRJ,https://sfplanninggis.org/pim?search=2016-004524PRJ,900 CLEMENT ST,900 CLEMENT ST 94118,"Entitled, not yet filed for permits",2018-03-20 00:00:00,1,1,,0,TC Arch Studio,Planning,1,Categorical Exemption-Stamp,2017-07-05 00:00:00,2018-03-20 00:00:00,2018-03-20 00:00:00,2018-03-20 00:00:00,2018-03-20 00:00:00,,,,
2018-003530PRJ,https://sfplanninggis.org/pim?search=2018-003530PRJ,900 POTRERO AVE,900 POTRERO AVE 94110,"Entitled, filed for permits",2018-02-22 00:00:00,5,5,,0,Hood Thomas Architects,Planning,9,,,,,,2018-02-22 00:00:00,,,,
2019-004103PRJ,https://sfplanninggis.org/pim?search=2019-004103PRJ,900 Powell Street,900 POWELL ST 94108,"Entitled, filed for permits",2019-03-21 00:00:00,1,1,,0,Michael Zucker & Associates,Planning,3,,,,,,2019-03-21 00:00:00,,,,
2017-000785PRJ,https://sfplanninggis.org/pim?search=2017-000785PRJ,900 PRESIDIO AVE,900 PRESIDIO AVE 94115,Completed,2018-12-21 00:00:00,1,1,,0,"Varum, Gary S.",Planning,2,,,,,,2016-12-27 00:00:00,2017-08-01 00:00:00,2017-08-01 00:00:00,2018-12-21 00:00:00,2018-12-21 00:00:00
2005.0333,https://sfplanninggis.org/pim?search=2005.0333,901 BUSH ST,"901 - 0 BUSH ST 0101, SAN FRANCISCO, CA 94109","Entitled, not yet filed for permits",2006-05-30 00:00:00,1,1,,0,LJ-SF Investment,Planning,,Categorical Exemption-Certificate,2005-12-15 00:00:00,2006-05-30 00:00:00,2006-05-30 00:00:00,,,,,,
1989.421,https://sfplanninggis.org/pim?search=1989.421,899-901 Kansas St,"901 - 0 KANSAS ST, SAN FRANCISCO, CA 94107",Completed,1990-07-13 00:00:00,2,2,,0,Gary Gee Architects,Planning,,,1989-07-31 00:00:00,1989-10-26 00:00:00,1989-10-26 00:00:00,1989-10-26 00:00:00,1989-10-26 00:00:00,1989-04-13 00:00:00,1989-04-13 00:00:00,1990-07-13 00:00:00,1990-07-13 00:00:00
2006.1311,https://sfplanninggis.org/pim?search=2006.1311,901 BALBOA ST,"901 - 909 BALBOA ST, SAN FRANCISCO, CA 94118","Entitled, filed for permits",2006-07-10 00:00:00,2,2,,0,"Sin, Charles",Planning,,,,,,,2006-07-10 00:00:00,,,,
2016-011402PRJ,https://sfplanninggis.org/pim?search=2016-011402PRJ,1600-1604 McAllister St - Unit Legalization,901 DIVISADERO ST 94115,"Entitled, filed for permits",2016-08-04 00:00:00,1,1,,0,"LLC, 1604 MCALLISTER APARTMENTS LLC",Planning,5,,,,,,2016-08-04 00:00:00,,,,
1991.110,https://sfplanninggis.org/pim?search=1991.110,906 Avalon St,"902 - 0 AVALON AV, SAN FRANCISCO, CA 94112",Completed,1992-01-08 00:00:00,1,1,,0,"",Planning,,,,,,,1990-07-05 00:00:00,1991-08-16 00:00:00,1991-08-16 00:00:00,1992-01-08 00:00:00,1992-01-08 00:00:00
2018-002110PRJ,https://sfplanninggis.org/pim?search=2018-002110PRJ,904 STEINER ST,904 STEINER ST 94117,"Entitled, filed for permits",2018-10-12 00:00:00,1,1,,0,Levy Design Partners,Planning,5,,2018-05-16 00:00:00,2018-10-12 00:00:00,2018-10-12 00:00:00,2018-10-12 00:00:00,2018-10-12 00:00:00,,,,
1990.150,https://sfplanninggis.org/pim?search=1990.150,31-65 Howth St,"905 - 0 KANSAS ST 0002, SAN FRANCISCO, CA 94107","Entitled, not yet filed for permits",1993-03-15 00:00:00,3,3,,0,"Schaadt, Russell",Planning,,,1990-03-09 00:00:00,1993-03-15 00:00:00,1993-03-15 00:00:00,,,,,,
2009.0327,https://sfplanninggis.org/pim?search=2009.0327,905-907 DIAMOND STREET,"905 - 907 DIAMOND ST, SAN FRANCISCO, CA 94114",Completed,2010-12-16 00:00:00,-2,-2,,0,Melander Architects,Planning,,,,,,,2009-04-27 00:00:00,2010-03-18 00:00:00,2010-03-18 00:00:00,2010-12-16 00:00:00,2010-12-16 00:00:00
2016-008716PRJ,https://sfplanninggis.org/pim?search=2016-008716PRJ,905 CAPP ST,905 CAPP ST 94110,Completed,2019-12-12 00:00:00,1,1,,0,GTL Architects,Planning,9,,2016-10-18 00:00:00,2017-04-14 00:00:00,2017-04-14 00:00:00,2017-04-14 00:00:00,2017-04-14 00:00:00,2018-03-27 00:00:00,2018-03-27 00:00:00,2019-12-12 00:00:00,2019-12-12 00:00:00
2016-009538PRJ,https://sfplanninggis.org/pim?search=2016-009538PRJ,905 FOLSOM STREET,905 FOLSOM ST 94107,"Entitled, filed for permits",2019-11-01 00:00:00,9,9,,0,Elevation Architects,Planning,6,Community Plan-Determination,2016-10-25 00:00:00,2019-11-01 00:00:00,2019-11-01 00:00:00,2019-11-01 00:00:00,2019-11-01 00:00:00,,,,
2015-009578PRJ,https://sfplanninggis.org/pim?search=2015-009578PRJ,905 GENEVA AVE,905 GENEVA AVE 94112,Under construction,2018-07-24 00:00:00,4,4,,0,",",Planning,11,,2015-09-01 00:00:00,2017-04-04 00:00:00,2017-04-04 00:00:00,2017-04-04 00:00:00,2017-04-04 00:00:00,2018-07-24 00:00:00,2018-07-24 00:00:00,,
2005.0839,https://sfplanninggis.org/pim?search=2005.0839,906 Guerrero St.,"906 - 0 GUERRERO ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2006-06-09 00:00:00,2,2,,0,"Russell, Barbara",Planning,,,2005-08-25 00:00:00,2006-06-09 00:00:00,2006-06-09 00:00:00,,,,,,
2000.940,https://sfplanninggis.org/pim?search=2000.940,906 WISCONSIN ST,"906 - 0 WISCONSIN ST, SAN FRANCISCO, CA 94107",Completed,2003-03-04 00:00:00,-1,-1,,0,"Heil, Karen",Planning,,,,,,,1999-06-07 00:00:00,2000-11-17 00:00:00,2000-11-17 00:00:00,2003-03-04 00:00:00,2003-03-04 00:00:00
2012.1048,https://sfplanninggis.org/pim?search=2012.1048,906 - 908 CORTLAND AVENUE,"906 - 908 CORTLAND AV, SAN FRANCISCO, CA 94112",Completed,2018-09-26 00:00:00,2,2,,0,Ice Design,Planning,,Categorical Exemption-Determination of Historic Resource,2013-03-20 00:00:00,2013-04-15 00:00:00,2013-04-15 00:00:00,2013-04-15 00:00:00,2013-04-15 00:00:00,2016-08-01 00:00:00,2016-08-01 00:00:00,2018-09-26 00:00:00,2018-09-26 00:00:00
2001.0131,https://sfplanninggis.org/pim?search=2001.0131,907 Post St,"907 - 0 POST ST, SAN FRANCISCO, CA 94109","Entitled, not yet filed for permits",2005-04-04 00:00:00,6,6,,0,"Marsh, John",Planning,,,2001-02-07 00:00:00,2005-04-04 00:00:00,2005-04-04 00:00:00,,,,,,
2004.1005,https://sfplanninggis.org/pim?search=2004.1005,907 Post St,"907 - 0 POST ST, SAN FRANCISCO, CA 94109","Entitled, not yet filed for permits",2009-08-06 00:00:00,6,6,,0,Kotas/Pantaleoni Architects,Planning,,Categorical Exemption-Certificate,2004-09-29 00:00:00,2009-08-06 00:00:00,2009-08-06 00:00:00,,,,,,
2017-009446PRJ,https://sfplanninggis.org/pim?search=2017-009446PRJ,907 Innes Avenue,907 INNES AVE 94124,Completed,2019-02-01 00:00:00,4,4,,0,"Khoshnevisan, Reza",Planning,10,Categorical Exemption-Stamp,2017-07-14 00:00:00,2017-10-02 00:00:00,2017-10-02 00:00:00,2017-10-02 00:00:00,2017-10-02 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,2019-02-01 00:00:00,2019-02-01 00:00:00
2005.0461,https://sfplanninggis.org/pim?search=2005.0461,909 WISCONSIN ST,"909 - 0 WISCONSIN ST, SAN FRANCISCO, CA 94107",Completed,2007-02-20 00:00:00,1,1,,0,"Prosek, Thomas",Planning,,,2005-05-12 00:00:00,2006-01-06 00:00:00,2006-01-06 00:00:00,2006-01-06 00:00:00,2006-01-06 00:00:00,2006-06-09 00:00:00,2006-06-09 00:00:00,2007-02-20 00:00:00,2007-02-20 00:00:00
2016-011957PRJ,https://sfplanninggis.org/pim?search=2016-011957PRJ,909 - 911 PAGE STREET,909 PAGE ST 94117,Under construction,2017-09-29 00:00:00,4,4,,0,"LLC, 909 PAGE STREET LLC",Planning,5,,,,,,2016-09-01 00:00:00,2017-09-29 00:00:00,2017-09-29 00:00:00,,
2019-005948PRJ,https://sfplanninggis.org/pim?search=2019-005948PRJ,909 TENNESSEE ST,909 TENNESSEE ST 94107,Under entitlement review,2019-04-29 00:00:00,3,3,,0,Studio BBa,Planning,10,,2019-04-29 00:00:00,,,,,,,,
2013.0262,https://sfplanninggis.org/pim?search=2013.0262,91 MENDOSA AV,"91 - 0 MENDOSA AV, SAN FRANCISCO, CA 94116","Entitled, not yet filed for permits",2013-08-06 00:00:00,1,1,,0,Huang Iboshi Architecture,Planning,,Categorical Exemption-Determination of Historic Resource,2013-03-11 00:00:00,2013-08-06 00:00:00,2013-08-06 00:00:00,,,,,,
2004.0291,https://sfplanninggis.org/pim?search=2004.0291,91 MIGUEL ST,"91 - 0 MIGUEL ST, SAN FRANCISCO, CA 94103",Completed,2007-05-23 00:00:00,2,2,,0,Cesar's Productions,Planning,,,2004-04-13 00:00:00,2004-08-10 00:00:00,2004-08-10 00:00:00,2004-08-10 00:00:00,2004-08-10 00:00:00,2006-02-22 00:00:00,2006-02-22 00:00:00,2007-05-23 00:00:00,2007-05-23 00:00:00
1992.112,https://sfplanninggis.org/pim?search=1992.112,91 Farallones St,"91 - 91 FARALLONES ST, SAN FRANCISCO, CA 94112",Completed,1993-07-20 00:00:00,1,1,,0,"Ploss, John",Planning,,,1992-02-26 00:00:00,1992-06-05 00:00:00,1992-06-05 00:00:00,1992-06-05 00:00:00,1992-06-05 00:00:00,1992-11-03 00:00:00,1992-11-03 00:00:00,1993-07-20 00:00:00,1993-07-20 00:00:00
2016-003417PRJ,https://sfplanninggis.org/pim?search=2016-003417PRJ,91 CANYON DR,91 CANYON DR 94112,"Entitled, not yet filed for permits",2016-05-20 00:00:00,1,1,,0,Sven Lavine Architecture,Planning,11,Categorical Exemption-Determination of Historic Resource,2016-03-15 00:00:00,2016-05-20 00:00:00,2016-05-20 00:00:00,,,,,,
2018-012119PRJ,https://sfplanninggis.org/pim?search=2018-012119PRJ,91 CENTRAL AVENUE,91 CENTRAL AVE 94117,"Entitled, filed for permits",2018-09-05 00:00:00,2,2,,0,"Mancuso, Dody",Planning,5,,,,,,2018-09-05 00:00:00,,,,
2016-006922PRJ,https://sfplanninggis.org/pim?search=2016-006922PRJ,91 Manchester Street,91 MANCHESTER ST 94110,"Entitled, not yet filed for permits",2016-10-26 00:00:00,1,1,,0,"Architect Mason Kirby, Inc.",Planning,9,Categorical Exemption-Determination of Historic Resource,2016-05-25 00:00:00,2016-10-26 00:00:00,2016-10-26 00:00:00,,,,,,
2013.0520,https://sfplanninggis.org/pim?search=2013.0520,910 CAROLINA ST,"910 - 0 CAROLINA ST, SAN FRANCISCO, CA 94107",Completed,2018-03-07 00:00:00,1,1,,0,SIA Consulting,Planning,,Categorical Exemption-Certificate,2013-04-25 00:00:00,2013-11-20 00:00:00,2013-11-20 00:00:00,2013-11-20 00:00:00,2013-11-20 00:00:00,2016-11-04 00:00:00,2016-11-04 00:00:00,2018-03-07 00:00:00,2018-03-07 00:00:00
2004.0326,https://sfplanninggis.org/pim?search=2004.0326,910 SHOTWELL ST,"910 - 0 SHOTWELL ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2005-03-08 00:00:00,1,1,,0,"",Planning,,,2004-04-08 00:00:00,2005-03-08 00:00:00,2005-03-08 00:00:00,,,,,,
2009.0858,https://sfplanninggis.org/pim?search=2009.0858,910 YORK ST,"910 - 0 YORK ST, SAN FRANCISCO, CA 94110",Completed,2010-12-17 00:00:00,1,1,,0,Occidental Express,Planning,,,2009-09-10 00:00:00,2010-03-26 00:00:00,2010-03-26 00:00:00,2010-03-26 00:00:00,2010-03-26 00:00:00,2010-05-19 00:00:00,2010-05-19 00:00:00,2010-12-17 00:00:00,2010-12-17 00:00:00
2016-016635PRJ,https://sfplanninggis.org/pim?search=2016-016635PRJ,910 PRESIDIO AVE,910 PRESIDIO AVE 94115,Completed,2018-09-08 00:00:00,1,1,,0,"LLC, GIA GROUP LLC",Planning,2,,,,,,2016-12-19 00:00:00,2018-01-08 00:00:00,2018-01-08 00:00:00,2018-09-08 00:00:00,2018-09-08 00:00:00
