School Name,Filtered by School Level,CCA Group,CCA General,CCA Customized,ID
"QUEENSTOWN PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",232
"RAFFLES GIRLS' PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",236
"RAFFLES GIRLS' PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",236
"COMPASSVALE PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",75
"DAMAI PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",81
"DAMAI PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",81
"DE LA SALLE SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",84
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",94
"EUNOS PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",96
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","PRIMARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",99
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","PRIMARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",99
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","PRIMARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",99
"FENGSHAN PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",103
"FENGSHAN PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",103
"FIRST TOA PAYOH PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",106
"FIRST TOA PAYOH PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",106
"FIRST TOA PAYOH PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",106
"FRONTIER PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",107
"GAN ENG SENG PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","PRIMARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",114
"GEYLANG METHODIST SCHOOL (PRIMARY)","PRIMARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",114
"GREENDALE PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",117
"GREENDALE PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",117
"GREENDALE PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",117
"GREENRIDGE PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",119
"GREENRIDGE PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",119
"GREENWOOD PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",121
"GUANGYANG PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",122
"HENRY PARK PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",126
"HENRY PARK PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",126
"HOLY INNOCENTS' PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",129
"HWA CHONG INSTITUTION","JUNIOR COLLEGE","UNIFORMED GROUPS","NATIONAL POLICE CADET CORPS","Not Available",136
"HWA CHONG INSTITUTION","JUNIOR COLLEGE","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",136
"HWA CHONG INSTITUTION","JUNIOR COLLEGE","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",136
"INNOVA PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",137
"INNOVA PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",137
"JIEMIN PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",138
"JING SHAN PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRL GUIDES (BROWNIES)","Not Available",139
"KEMING PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",150
"KEMING PRIMARY SCHOOL","PRIMARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",150
"AHMAD IBRAHIM SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",4
"AHMAD IBRAHIM SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",4
"ANDERSON SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",9
"ANDERSON SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",9
"ANG MO KIO SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",12
"ANG MO KIO SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",12
"ANG MO KIO SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",12
"ANG MO KIO SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (AIR)","Not Available",12
"ANGLICAN HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",13
"ANGLICAN HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",13
"ANGLICAN HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",13
"ANGLICAN HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",13
"ANGLICAN HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",13
"ANGLO-CHINESE SCHOOL (BARKER ROAD)","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",15
"ANGLO-CHINESE SCHOOL (BARKER ROAD)","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (SEA)","Not Available",15
"ASSUMPTION ENGLISH SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",20
"ASSUMPTION ENGLISH SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (SEA)","Not Available",20
"BARTLEY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (AIR)","Not Available",22
"BARTLEY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",22
"BEATTY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",24
"BEATTY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",24
"BEATTY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",24
"BEDOK GREEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",26
"BEDOK GREEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",26
"BEDOK SOUTH SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",27
"BEDOK VIEW SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",28
"BENDEMEER SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",30
"BENDEMEER SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",30
"BOWEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",34
"BOWEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",34
"BOWEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",34
"BOWEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",34
"BROADRICK SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",35
"BROADRICK SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",35
"BROADRICK SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",35
"BUKIT MERAH SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",37
"BUKIT MERAH SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",37
"BUKIT PANJANG GOVT. HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",38
"BUKIT PANJANG GOVT. HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",38
"BUKIT PANJANG GOVT. HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",38
"BUKIT VIEW SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",42
"BUKIT VIEW SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",42
"BUKIT VIEW SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",42
"CANBERRA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",44
"CANBERRA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",44
"CANBERRA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (SEA)","Not Available",44
"CANBERRA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",44
"CEDAR GIRLS' SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",50
"CEDAR GIRLS' SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",50
"CEDAR GIRLS' SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",50
"CHANGKAT CHANGI SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",52
"CHIJ KATONG CONVENT","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",56
"CHIJ SECONDARY (TOA PAYOH)","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",61
"CHIJ SECONDARY (TOA PAYOH)","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",61
"CHIJ SECONDARY (TOA PAYOH)","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (SEA)","Not Available",61
"CHIJ ST. JOSEPH'S CONVENT","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",62
"CHIJ ST. JOSEPH'S CONVENT","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",62
"CHIJ ST. THERESA'S CONVENT","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",64
"CHUA CHU KANG SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",69
"CHUA CHU KANG SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (SEA)","Not Available",69
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",70
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",70
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",70
"COMMONWEALTH SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",74
"COMMONWEALTH SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",74
"COMMONWEALTH SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",74
"WESTWOOD SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",313
"WESTWOOD SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",313
"WHITLEY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",315
"WHITLEY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",315
"WHITLEY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",315
"WHITLEY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",315
"WOODLANDS RING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",320
"WOODLANDS RING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",320
"WOODLANDS SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",321
"WOODLANDS SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",321
"WOODLANDS SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",321
"WOODLANDS SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",321
"XINMIN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",325
"XINMIN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",325
"XINMIN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",325
"YISHUN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",333
"YISHUN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",333
"YISHUN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",333
"YISHUN TOWN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",334
"YISHUN TOWN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",334
"YISHUN TOWN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",334
"YUHUA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",338
"YUHUA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",338
"YUHUA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",338
"YUYING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",341
"YUYING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",341
"YUYING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",341
"YUYING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",341
"ZHENGHUA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (AIR)","Not Available",344
"ZHENGHUA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",344
"ZHONGHUA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",346
"ZHONGHUA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",346
"ZHONGHUA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",346
"RAFFLES INSTITUTION","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",238
"REGENT SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",240
"REGENT SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",240
"REGENT SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",240
"RIVER VALLEY HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",241
"RIVER VALLEY HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",241
"RIVER VALLEY HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",241
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",244
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",244
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (SEA)","Not Available",244
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",244
"SENG KANG SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",253
"SENG KANG SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",253
"SENG KANG SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",253
"SERANGOON GARDEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",255
"SERANGOON GARDEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",255
"SERANGOON GARDEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",255
"SERANGOON GARDEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",255
"SERANGOON GARDEN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",255
"SERANGOON SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",256
"SERANGOON SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",256
"SERANGOON SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",256
"SINGAPORE CHINESE GIRLS' SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",260
"SINGAPORE CHINESE GIRLS' SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",260
"SINGAPORE CHINESE GIRLS' SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",260
"SINGAPORE CHINESE GIRLS' SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",260
"SPRINGFIELD SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",265
"SPRINGFIELD SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",265
"SPRINGFIELD SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",265
"SPRINGFIELD SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL POLICE CADET CORPS (SEA)","Not Available",265
"ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",270
"ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",270
"ST. HILDA'S SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",275
"ST. HILDA'S SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",275
"ST. MARGARET'S SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",279
"ST. MARGARET'S SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",279
"ST. MARGARET'S SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",279
"TAMPINES SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",287
"TANGLIN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",288
"TANGLIN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",288
"TANGLIN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",288
"TANJONG KATONG GIRLS' SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",289
"TANJONG KATONG GIRLS' SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",289
"TANJONG KATONG SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",291
"TANJONG KATONG SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",291
"TANJONG KATONG SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (SEA)","Not Available",291
"TECK WHYE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",295
"TECK WHYE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",295
"TECK WHYE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",295
"UNITY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",302
"UNITY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",302
"UNITY SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (AIR)","Not Available",302
"VICTORIA SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",305
"VICTORIA SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",305
"VICTORIA SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (SEA)","Not Available",305
"WEST SPRING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",310
"WEST SPRING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",310
"KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",157
"KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",157
"KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",157
"KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",157
"MANJUSRI SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",162
"MANJUSRI SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",162
"MARSILING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","BOYS' BRIGADE","Not Available",165
"MARSILING SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (SEA)","Not Available",165
"MAYFLOWER SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",168
"METHODIST GIRLS' SCHOOL (SECONDARY)","SECONDARY","UNIFORMED GROUPS","GIRLS' BRIGADE","Not Available",173
"METHODIST GIRLS' SCHOOL (SECONDARY)","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",173
"MONTFORT SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",176
"MONTFORT SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CIVIL DEFENCE CADET CORPS","Not Available",176
"NAN CHIAU HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","RED CROSS YOUTH","Not Available",177
"NAN CHIAU HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",177
"NANYANG GIRLS' HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",181
"NANYANG GIRLS' HIGH SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",181
"NAVAL BASE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",186
"NAVAL BASE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","ST JOHN BRIGADE","Not Available",186
"NAVAL BASE SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",186
"NEW TOWN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",188
"NEW TOWN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","NATIONAL CADET CORPS (LAND)","Not Available",188
"NGEE ANN SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",190
"NORTH VISTA SECONDARY SCHOOL","SECONDARY","UNIFORMED GROUPS","GIRL GUIDES","Not Available",194
