FACT_POSITION.Ausrückzeit,FACT_POSITION.FACT_EINSATZ_SK,FACT_POSITION.FACT_POSITION_SK,FACT_POSITION.UniqueKey
"","9241","1051","0000168975000100"
"","9242","12727","0000169128000100"
"","9243","12728","0000169367000100"
"","9244","29263","0000169368000100"
"","9245","1052","0000169369000100"
"","9246","16872","0000169372000100"
"","9247","16873","0000169373000100"
"","9248","10208","0000169380000100"
"","9249","16874","0000169388000100"
"","9250","29264","0000169527000100"
"","9251","1053","0000169530000100"
"","9252","9417","0000169532000100"
"","9253","9418","0000165644000100"
"","9254","1054","0000165652000200"
"","9254","29265","0000165652000100"
"","9255","10209","0000165658000100"
"","9255","14284","0000165658000200"
"","9256","7703","0000165677000100"
"","9257","12729","0000165679000100"
"","9258","9419","0000165688000100"
"","9259","1055","0000165690000100"
"","9259","29266","0000165690000200"
"","9260","9420","0000165692000100"
"","9261","10210","0000173613000100"
"","9262","10211","0000173615000100"
"","9263","7704","0000173621000100"
"","9264","7705","0000173625000100"
"","9265","29267","0000173627000100"
"","9266","29268","0000173628000100"
"","9267","7706","0000173629000100"
"","9268","7707","0000173632000100"
"","9269","1056","0000173650000100"
"","9270","29269","0000173660000100"
"","9271","1057","0000173672000100"
"","9272","12730","0000173678000100"
"","9273","9421","0000173684000100"
"","9274","14285","0000173811000100"
"","9275","12731","0000173815000100"
"","9276","29270","0000173820000100"
"","9277","10212","0000173916000100"
"","9278","1058","0000173923000100"
"","9279","12732","0000173934000100"
"","9280","7708","0000173939000100"
"","9281","12733","0000173975000100"
"","9282","12734","0000173976000200"
"","9282","14286","0000173976000100"
"","9283","10213","0000173988000100"
"","9284","9422","0000174026000100"
"","9285","29271","0000174030000100"
"","9286","16875","0000174034000100"
"","9286","16876","0000174034000200"
"","9287","1059","0000174035000100"
"","9288","7709","0000174042000100"
"","9288","9423","0000174042000200"
"","9289","16877","0000174043000100"
"","9290","9424","0000174047000100"
"","9291","16878","0000172786000100"
"","9291","16879","0000172786000200"
"","9292","7710","0000173070000100"
"","9293","9425","0000173134000100"
"","9293","16880","0000173134000300"
"","9294","10214","0000173246000100"
"","9295","12735","0000173254000100"
"","9296","1060","0000173260000100"
"","9297","14287","0000173261000100"
"","9298","29272","0000173268000100"
"","9299","9426","0000173271000100"
"","9300","7711","0000173314000400"
"","9301","12736","0000173317000100"
"","9302","10215","0000175870000100"
"","9302","14288","0000175870000200"
"","9303","7712","0000175877000100"
"","9304","29273","0000175879000100"
"","9305","10216","0000175886000100"
"","9306","14289","0000175945000100"
"","9307","14290","0000175970000100"
"","9307","16881","0000175970000200"
"","9308","9427","0000175972000100"
"","9309","1061","0000175975000100"
"","9310","12737","0000174083000100"
"","9311","14291","0000174225000100"
"","9312","1062","0000174230000100"
"","9312","12738","0000174230000200"
"","9313","29274","0000174238000100"
"","9314","7713","0000174292000100"
"","9314","12739","0000174292000300"
"","9314","14292","0000174292000200"
"","9315","29275","0000174735000100"
"","9316","29276","0000167424000100"
"","9317","9428","0000167427000100"
"","9318","14293","0000167436000100"
"","9319","14294","0000167452000100"
"","9320","1063","0000167510000100"
"","9321","14295","0000167516000100"
"","9322","16882","0000167527000100"
"","9323","1064","0000167528000100"
"","9324","29277","0000167529000100"
"","9325","9429","0000167531000100"
"","9326","9430","0000167534000100"
"","9327","9431","0000172894000200"
"","9327","29278","0000172894000100"
"","9328","9432","0000172913000100"
"","9329","16883","0000172918000100"
"","9330","14296","0000176043000100"
"","9331","7714","0000176049000200"
"","9331","12740","0000176049000100"
"","9332","14297","0000176052000100"
"","9333","10217","0000176054000100"
"","9334","1065","0000176064000100"
"","9335","16884","0000176315000100"
"","9336","16885","0000176323000100"
"","9337","14298","0000176330000100"
"","9338","16886","0000176340000100"
"","9339","14299","0000171354000100"
"","9340","1066","0000171356000200"
"","9341","12741","0000171361000100"
"","9342","1067","0000171422000100"
"","9343","16887","0000171483000100"
"","9344","14300","0000171567000100"
"","9345","10218","0000171584000100"
"","9346","1068","0000171591000100"
"","9347","14301","0000171612000100"
"","9348","1069","0000174120000100"
"","9349","16888","0000174124000100"
"","9350","9433","0000174130000200"
"","9350","12742","0000174130000100"
"","9350","14302","0000174130000300"
"","9351","29279","0000176897000100"
"","9352","1070","0000177073000100"
"","9353","29280","0000177074000100"
"","9354","9434","0000177075000100"
"","9355","29281","0000177078000100"
"","9356","10219","0000177079000100"
"","9357","14303","0000177083000100"
"","9358","10220","0000177089000100"
"","9359","9435","0000177091000100"
"","9360","16889","0000174746000100"
"","9360","16890","0000174746000200"
"","9361","7715","0000174894000300"
"","9361","9436","0000174894000200"
"","9361","14304","0000174894000100"
"","9362","10221","0000177430000100"
"","9363","14305","0000177446000100"
"","9364","12743","0000177821000100"
"","9365","9437","0000177822000100"
"","9366","29282","0000177829000100"
"","9367","14306","0000177841000100"
"","9368","10222","0000177844000100"
"","9369","10223","0000177849000100"
"","9370","1071","0000171715000100"
"","9371","1072","0000171722000100"
"","9372","9438","0000171723000100"
"","9373","12744","0000171734000100"
"","9374","12745","0000171743000100"
"","9375","9439","0000171984000100"
"","9376","1073","0000171987000100"
"","9377","7716","0000180634000100"
"","9378","10224","0000180638000100"
"","9379","1074","0000180644000100"
"","9379","9440","0000180644000200"
"","9380","14307","0000180645000100"
"","9381","16891","0000177097000100"
"","9382","1075","0000177098000100"
"","9383","12746","0000179009000100"
"","9384","29283","0000179023000100"
"","9385","12747","0000179025000100"
"","9386","9441","0000179034000100"
"","9387","1076","0000179205000100"
"","9388","9442","0000179206000100"
"","9389","12748","0000171020000100"
"","9390","7717","0000170977000100"
"","9391","12749","0000171081000100"
"","9392","29284","0000171082000100"
"","9393","1077","0000176689000100"
"","9394","7718","0000176702000100"
"","9395","9443","0000176743000100"
"","9396","10225","0000176758000100"
"","9397","9444","0000176763000100"
"","9398","9445","0000176764000100"
"","9399","7719","0000176772000100"
"","9400","12750","0000176773000100"
"","9401","14308","0000176779000100"
"","9402","1078","0000176834000100"
"","9402","9446","0000176834000200"
"","9402","14309","0000176834000300"
"","9403","7720","0000167868000100"
"","9404","14310","0000167903000100"
"","9405","12751","0000167909000100"
"","9406","16892","0000167922000100"
"","9407","29285","0000171098000100"
"","9408","16893","0000171099000100"
"","9409","9447","0000171113000100"
"","9410","16894","0000178146000100"
"","9411","12752","0000178177000100"
"","9412","14311","0000178368000100"
"","9413","16895","0000178371000100"
"","9414","7721","0000178405000100"
"","9415","10226","0000178412000100"
"","9416","14312","0000178426000100"
"","9417","9448","0000164171000100"
"","9418","7722","0000164193000100"
"","9419","1079","0000171651000100"
"","9420","14313","0000171661000100"
"","9421","10227","0000171899000100"
"","9422","7723","0000180590000100"
"","9423","29286","0000170258000100"
"","9424","10228","0000170273000100"
"","9425","9449","0000172194000100"
"","9426","7724","0000172196000100"
"","9427","10229","0000172267000100"
"","9428","14314","0000172271000100"
"","9429","12753","0000172278000100"
"","9430","10230","0000172279000100"
"","9431","10231","0000174971000100"
"","9432","14315","0000174973000100"
"","9433","16896","0000174976000100"
"","9434","9450","0000177923000100"
"","9434","10232","0000177923000200"
"","9434","16897","0000177923000300"
"","9435","14316","0000177929000100"
"","9436","9451","0000178109000100"
"","9437","12754","0000178437000100"
"","9438","1080","0000178447000100"
"","9439","12755","0000178451000100"
"","9440","16898","0000178528000100"
"","9440","29287","0000178528000200"
"","9441","29288","0000178543000100"
"","9442","14317","0000178549000100"
"","9443","1081","0000178559000100"
"","9444","1082","0000178574000200"
"","9444","7725","0000178574000100"
"","9445","29289","0000178851000100"
"","9446","10233","0000178854000100"
"","9447","10234","0000178856000100"
"","9448","1083","0000178864000100"
"","9449","7726","0000178874000100"
"","9450","16899","0000177130000100"
"","9451","16900","0000177151000100"
"","9452","9452","0000177231000100"
"","9453","14318","0000177239000100"
"","9454","16901","0000177240000100"
"","9455","1084","0000177335000100"
"","9456","9453","0000179571000100"
"","9457","1085","0000167937000100"
"","9458","1086","0000167940000100"
"","9458","29290","0000167940000200"
"","9459","14319","0000167959000100"
"","9460","29291","0000168036000100"
"","9461","1087","0000168043000100"
"","9462","10235","0000179757000100"
"","9463","29292","0000179760000100"
"","9464","16902","0000179763000100"
"","9465","29293","0000174685000100"
"","9466","1088","0000174692000100"
"","9467","1089","0000174709000100"
"","9467","9454","0000174709000300"
"","9467","29294","0000174709000200"
"","9468","29295","0000174758000100"
"","9469","29296","0000174761000100"
"","9470","14320","0000174764000100"
"","9471","14321","0000174775000100"
"","9472","7727","0000167045000100"
"","9473","12756","0000167053000100"
"","9474","16903","0000167290000100"
"","9475","10236","0000167296000100"
"","9476","12757","0000167470000100"
"","9477","29297","0000167561000100"
"","9478","14322","0000170779000200"
"","9478","29298","0000170779000100"
"","9479","12758","0000170849000100"
"","9480","14323","0000171188000100"
"","9481","7728","0000171203000100"
"","9482","9455","0000171207000100"
"","9483","10237","0000171211000100"
"","9484","9456","0000178162000100"
"","9485","10238","0000178176000100"
"","9486","12759","0000178181000100"
"","9486","14324","0000178181000200"
"","9487","12760","0000176982000100"
"","9488","16904","0000176987000100"
"","9489","12761","0000177000000100"
"","9490","1090","0000177003000100"
"","9491","10239","0000177005000100"
"","9492","12762","0000177008000100"
"","9493","29299","0000177017000100"
"","9494","10240","0000177024000100"
"","9495","12763","0000175025000100"
"","9496","16905","0000175026000100"
"","9497","29300","0000175044000100"
"","9498","29301","0000175045000100"
"","9499","7729","0000175046000100"
"","9500","14325","0000175047000100"
"","9501","29302","0000177666000100"
"","9502","29303","0000167569000100"
"","9503","14326","0000167575000100"
"","9504","7730","0000167576000100"
"","9505","1091","0000179803000100"
"","9506","12764","0000179836000100"
"","9507","9457","0000179844000100"
"","9508","9458","0000179845000100"
"","9509","12765","0000179846000100"
"","9510","29304","0000179848000100"
"","9511","29305","0000179849000100"
"","9512","29306","0000179850000100"
"","9513","12766","0000179865000100"
"","9514","1092","0000177676000100"
"","9515","9459","0000177689000100"
"","9516","16906","0000177979000100"
"","9517","12767","0000177991000100"
"","9518","16907","0000177997000100"
"","9519","16908","0000178013000100"
"","9520","9460","0000178017000100"
"","9521","16909","0000177300000100"
"","9522","9461","0000177338000100"
"","9523","16910","0000171403000100"
"","9524","16911","0000171408000100"
"","9525","12768","0000171596000100"
"","9526","10241","0000171601000100"
"","9527","16912","0000171693000100"
"","9528","16913","0000171696000100"
"","9529","14327","0000180489000100"
"","9530","14328","0000180724000100"
"","9531","16914","0000162725000100"
"","9532","7731","0000162733000100"
