gamename,date,avg,gain,peak,avg_peak_perc,site
"Mount & Blade",2013-01-01 00:00:00.000,205.66,50.23,697,0.2951,"SteamCharts"
"Sniper Elite: Nazi Zombie Army",2013-01-01 00:00:00.000,0.9,0.9,10,0.09,"SteamCharts"
"Arma: Cold War Assault",2013-01-01 00:00:00.000,5.55,0.11,16,0.3469,"SteamCharts"
"Blade Symphony",2013-01-01 00:00:00.000,0.61,0.18,8,0.0763,"SteamCharts"
"Cortex Command",2013-01-01 00:00:00.000,22.88,-7.35,61,0.3751,"SteamCharts"
"Alpha Protocol",2013-01-01 00:00:00.000,32.15,3.3,80,0.4019,"SteamCharts"
"Far Cry",2013-01-01 00:00:00.000,88.56,13.15,440,0.2013,"SteamCharts"
"Counter-Strike: Global Offensive",2013-02-01 00:00:00.000,17372.73,1208.51,35238,0.493,"SteamCharts"
"Dota 2",2013-02-01 00:00:00.000,166972.97,19224.82,283870,0.5882,"SteamCharts"
"Team Fortress 2",2013-02-01 00:00:00.000,43210.75,-1044.31,72893,0.5928,"SteamCharts"
"PAYDAY 2",2013-02-01 00:00:00.000,5.4,3.92,24,0.225,"SteamCharts"
"Euro Truck Simulator 2",2013-02-01 00:00:00.000,1003.92,-231.38,2051,0.4895,"SteamCharts"
"Garry's Mod",2013-02-01 00:00:00.000,14254.57,611.06,28488,0.5004,"SteamCharts"
"DayZ",2013-02-01 00:00:00.000,0.91,0.49,9,0.1011,"SteamCharts"
"Spacewar",2013-02-01 00:00:00.000,44.3,2.41,101,0.4386,"SteamCharts"
"Sid Meier's Civilization V",2013-02-01 00:00:00.000,24141.09,-4978.84,44966,0.5369,"SteamCharts"
"Counter-Strike",2013-02-01 00:00:00.000,28378.42,-6436.05,60134,0.4719,"SteamCharts"
"The Elder Scrolls V: Skyrim",2013-02-01 00:00:00.000,32111.33,2922.78,67911,0.4728,"SteamCharts"
"Mount & Blade: Warband",2013-02-01 00:00:00.000,3282.66,-627.18,7802,0.4207,"SteamCharts"
"Total War: MEDIEVAL II - Definitive Edition",2013-02-01 00:00:00.000,1152.73,-72.74,2027,0.5687,"SteamCharts"
"Crusader Kings II",2013-02-01 00:00:00.000,2291.09,144.08,4593,0.4988,"SteamCharts"
"Borderlands 2",2013-02-01 00:00:00.000,10947.64,-3712.09,25383,0.4313,"SteamCharts"
"Total War: EMPIRE - Definitive Edition",2013-02-01 00:00:00.000,4891.26,-434.22,10069,0.4858,"SteamCharts"
"The Sims(TM) 3",2013-02-01 00:00:00.000,1592.52,-1376.78,3833,0.4155,"SteamCharts"
"Total War: SHOGUN 2",2013-02-01 00:00:00.000,4836.73,-666.2,8952,0.5403,"SteamCharts"
"Portal 2",2013-02-01 00:00:00.000,1761.29,-978.81,3687,0.4777,"SteamCharts"
"Star Trek Online",2013-02-01 00:00:00.000,2050.9,243.55,3699,0.5544,"SteamCharts"
"PlanetSide 2",2013-02-01 00:00:00.000,6526.25,-827.02,20152,0.3239,"SteamCharts"
"Realm of the Mad God Exalt",2013-02-01 00:00:00.000,872.49,127.22,1641,0.5317,"SteamCharts"
"Don't Starve",2013-02-01 00:00:00.000,930.18,61.64,1778,0.5232,"SteamCharts"
"Train Simulator",2013-02-01 00:00:00.000,939.09,-90.85,2038,0.4608,"SteamCharts"
"Total War: NAPOLEON - Definitive Edition",2013-02-01 00:00:00.000,2022.38,-151.5,4323,0.4678,"SteamCharts"
"Grand Theft Auto IV: The Complete Edition",2013-02-01 00:00:00.000,1277.59,-764.22,2477,0.5158,"SteamCharts"
"Rome: Total War",2013-02-01 00:00:00.000,822.11,13.14,1580,0.5203,"SteamCharts"
"Plants vs. Zombies: Game of the Year",2013-02-01 00:00:00.000,501.95,-166.32,872,0.5756,"SteamCharts"
"Stronghold Crusader HD",2013-02-01 00:00:00.000,43.45,-11.34,102,0.426,"SteamCharts"
"Sid Meier's Civilization IV: Beyond the Sword",2013-02-01 00:00:00.000,460.8,-66.55,829,0.5559,"SteamCharts"
"MapleStory",2013-02-01 00:00:00.000,541.11,-205.36,1324,0.4087,"SteamCharts"
"Sid Meier's Civilization III: Complete",2013-02-01 00:00:00.000,217.55,-29.62,420,0.518,"SteamCharts"
"XCOM: Enemy Unknown",2013-02-01 00:00:00.000,2984.53,-1907.09,6311,0.4729,"SteamCharts"
"The Elder Scrolls IV: Oblivion",2013-02-01 00:00:00.000,511.93,-214.26,1035,0.4946,"SteamCharts"
"Spore",2013-02-01 00:00:00.000,162.9,-18.64,330,0.4936,"SteamCharts"
"Insurgency",2013-02-01 00:00:00.000,1.57,-0.01,26,0.0604,"SteamCharts"
"Source Filmmaker",2013-02-01 00:00:00.000,166.81,-11.14,296,0.5635,"SteamCharts"
"The Lord of the Rings Online™",2013-02-01 00:00:00.000,1496.69,-407,3156,0.4742,"SteamCharts"
"Victoria II",2013-02-01 00:00:00.000,223.21,15.85,443,0.5039,"SteamCharts"
"FTL: Faster Than Light",2013-02-01 00:00:00.000,2041,-1382.19,4588,0.4449,"SteamCharts"
"Half-Life 2",2013-02-01 00:00:00.000,694.83,-127.5,1426,0.4873,"SteamCharts"
"TERA",2013-02-01 00:00:00.000,20.46,6.78,67,0.3054,"SteamCharts"
"Fallout: New Vegas RU",2013-02-01 00:00:00.000,334.42,-68.81,857,0.3902,"SteamCharts"
"Wreckfest",2013-02-01 00:00:00.000,2.34,1.47,13,0.18,"SteamCharts"
"The Witcher 2: Assassins of Kings Enhanced Edition",2013-02-01 00:00:00.000,835.53,-241.56,2163,0.3863,"SteamCharts"
"Warhammer 40,000: Dawn of War - Soulstorm",2013-02-01 00:00:00.000,224.96,-79.42,463,0.4859,"SteamCharts"
"The Witcher: Enhanced Edition",2013-02-01 00:00:00.000,524.21,-173.46,1365,0.384,"SteamCharts"
"STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™",2013-02-01 00:00:00.000,313.93,-360.79,649,0.4837,"SteamCharts"
"RaceRoom Racing Experience",2013-02-01 00:00:00.000,222.72,179.74,722,0.3085,"SteamCharts"
"Far Cry® 3",2013-02-01 00:00:00.000,2958.75,-3157.3,6478,0.4567,"SteamCharts"
"Sins of a Solar Empire: Rebellion",2013-02-01 00:00:00.000,670.06,-460.15,1503,0.4458,"SteamCharts"
"Left 4 Dead",2013-02-01 00:00:00.000,661.48,-154.89,1268,0.5217,"SteamCharts"
"Stronghold Kingdoms",2013-02-01 00:00:00.000,3605.61,198.95,5499,0.6557,"SteamCharts"
"Resident Evil 5",2013-02-01 00:00:00.000,146.73,42.59,658,0.223,"SteamCharts"
"Football Manager 2012",2013-02-01 00:00:00.000,7205.8,-1111.39,15668,0.4599,"SteamCharts"
"Mass Effect",2013-02-01 00:00:00.000,417.59,-323.54,853,0.4896,"SteamCharts"
"The Elder Scrolls III: Morrowind",2013-02-01 00:00:00.000,232.74,-67.55,442,0.5266,"SteamCharts"
"SimCity 4 Deluxe",2013-02-01 00:00:00.000,596.44,-158.62,1166,0.5115,"SteamCharts"
"F1 2012",2013-02-01 00:00:00.000,719.07,-148.48,1838,0.3912,"SteamCharts"
"Farming Simulator 2013",2013-02-01 00:00:00.000,1041.61,-42.67,2065,0.5044,"SteamCharts"
"F1 2014",2013-02-01 00:00:00.000,0.44,0.25,5,0.088,"SteamCharts"
"Torchlight II",2013-02-01 00:00:00.000,3569.18,-2162.57,10498,0.34,"SteamCharts"
"S.T.A.L.K.E.R.: Shadow of Chernobyl",2013-02-01 00:00:00.000,114.61,-35.36,238,0.4816,"SteamCharts"
"Call of Duty: Modern Warfare 2",2013-02-01 00:00:00.000,784.09,-74.03,1683,0.4659,"SteamCharts"
"DC Universe Online",2013-02-01 00:00:00.000,1451.99,209.48,2588,0.561,"SteamCharts"
"Terraria",2013-02-01 00:00:00.000,4208.27,-1817.09,8502,0.495,"SteamCharts"
"Left 4 Dead 2",2013-02-01 00:00:00.000,8107.87,-1309,14424,0.5621,"SteamCharts"
"Counter-Strike: Source",2013-02-01 00:00:00.000,22665.12,-1043.75,43945,0.5158,"SteamCharts"
"Fallout: New Vegas",2013-02-01 00:00:00.000,3257.7,-232.6,6244,0.5217,"SteamCharts"
"Killing Floor",2013-02-01 00:00:00.000,2210.76,-221.95,4021,0.5498,"SteamCharts"
"Portal",2013-02-01 00:00:00.000,306.57,-172.02,651,0.4709,"SteamCharts"
"Chivalry: Medieval Warfare",2013-02-01 00:00:00.000,3129.98,-1737.13,8427,0.3714,"SteamCharts"
"Castle Crashers",2013-02-01 00:00:00.000,513.94,-171.75,2000,0.257,"SteamCharts"
"Hotline Miami",2013-02-01 00:00:00.000,153.1,-209.72,433,0.3536,"SteamCharts"
"Saints Row: The Third",2013-02-01 00:00:00.000,2153.31,-2470.93,4441,0.4849,"SteamCharts"
"The Binding of Isaac",2013-02-01 00:00:00.000,2367.39,-691.45,4427,0.5348,"SteamCharts"
"To the Moon",2013-02-01 00:00:00.000,63.3,-1.2,581,0.109,"SteamCharts"
"Dishonored",2013-02-01 00:00:00.000,821.62,-889.15,1943,0.4229,"SteamCharts"
"POSTAL 2",2013-02-01 00:00:00.000,38.6,1.31,161,0.2398,"SteamCharts"
"PAYDAY: The Heist",2013-02-01 00:00:00.000,459.98,-491.08,958,0.4801,"SteamCharts"
"Just Cause 2",2013-02-01 00:00:00.000,884.03,-207.31,2702,0.3272,"SteamCharts"
"Spec Ops: The Line",2013-02-01 00:00:00.000,225.38,-382.92,536,0.4205,"SteamCharts"
"Brothers - A Tale of Two Sons",2013-02-01 00:00:00.000,0.01,-0.02,1,0.01,"SteamCharts"
"Mafia II (Classic)",2013-02-01 00:00:00.000,760.82,-77.86,1854,0.4104,"SteamCharts"
"LIMBO",2013-02-01 00:00:00.000,73.4,-94.71,168,0.4369,"SteamCharts"
"Star Wars: Battlefront 2 (Classic, 2005)",2013-02-01 00:00:00.000,177.54,-21.24,390,0.4552,"SteamCharts"
"Bastion",2013-02-01 00:00:00.000,324.93,-47.84,1507,0.2156,"SteamCharts"
"Half-Life",2013-02-01 00:00:00.000,274.42,45.73,721,0.3806,"SteamCharts"
"Rising Storm/Red Orchestra 2 Multiplayer",2013-02-01 00:00:00.000,635.14,-110.68,1335,0.4758,"SteamCharts"
"Grand Theft Auto: San Andreas",2013-02-01 00:00:00.000,305.36,-148.07,663,0.4606,"SteamCharts"
"Batman: Arkham City GOTY",2013-02-01 00:00:00.000,496.32,-668.45,1127,0.4404,"SteamCharts"
"Call of Duty: Black Ops II",2013-02-01 00:00:00.000,1371.97,-717.87,3016,0.4549,"SteamCharts"
"Hitman: Absolution",2013-02-01 00:00:00.000,1669.3,-979.68,4956,0.3368,"SteamCharts"
"Battlefield: Bad Company™ 2",2013-02-01 00:00:00.000,613.82,-69.87,1171,0.5242,"SteamCharts"
"Alan Wake",2013-02-01 00:00:00.000,242.29,-11.35,744,0.3257,"SteamCharts"
"ORION: Prelude",2013-02-01 00:00:00.000,3.59,0.04,16,0.2244,"SteamCharts"
"Max Payne 3",2013-02-01 00:00:00.000,384.63,-520.48,854,0.4504,"SteamCharts"
"Magicka",2013-02-01 00:00:00.000,489.5,-1242.56,1280,0.3824,"SteamCharts"
"Awesomenauts",2013-02-01 00:00:00.000,865.51,-272.66,2130,0.4063,"SteamCharts"
"Batman: Arkham Asylum GOTY Edition",2013-02-01 00:00:00.000,241.53,-98.97,852,0.2835,"SteamCharts"
"Amnesia: The Dark Descent",2013-02-01 00:00:00.000,233.9,-19.06,639,0.366,"SteamCharts"
"APB Reloaded",2013-02-01 00:00:00.000,2886.37,-36.79,5293,0.5453,"SteamCharts"
"Super Hexagon",2013-02-01 00:00:00.000,79.25,-10.48,170,0.4662,"SteamCharts"
"Call of Duty: World at War",2013-02-01 00:00:00.000,447.26,26.46,847,0.5281,"SteamCharts"
"Mirror's Edge",2013-02-01 00:00:00.000,73.08,-69.74,161,0.4539,"SteamCharts"
"Fallout 3 - Game of the Year Edition",2013-02-01 00:00:00.000,445.45,-59.16,920,0.4842,"SteamCharts"
"Arma 2: Operation Arrowhead",2013-02-01 00:00:00.000,4526.83,-82.87,8880,0.5098,"SteamCharts"
"Alien Swarm",2013-02-01 00:00:00.000,270.95,-7.53,571,0.4745,"SteamCharts"
"Trine 2",2013-02-01 00:00:00.000,302.71,37.58,1121,0.27,"SteamCharts"
"Spiral Knights",2013-02-01 00:00:00.000,1109.03,107.36,2072,0.5352,"SteamCharts"
"Serious Sam 3: BFE",2013-02-01 00:00:00.000,308.85,-56.85,1042,0.2964,"SteamCharts"
"Assassin's Creed II",2013-02-01 00:00:00.000,391.5,-500.91,862,0.4542,"SteamCharts"
"DmC Devil May Cry",2013-02-01 00:00:00.000,822.46,231.25,2711,0.3034,"SteamCharts"
"Call of Duty: Black Ops",2013-02-01 00:00:00.000,930.4,-130.77,2005,0.464,"SteamCharts"
"L.A. Noire",2013-02-01 00:00:00.000,300.99,-245.31,1293,0.2328,"SteamCharts"
"Half-Life 2: Episode Two",2013-02-01 00:00:00.000,175.26,-33.43,382,0.4588,"SteamCharts"
"Age of Empires® III (2007)",2013-02-01 00:00:00.000,511.86,-524.15,1142,0.4482,"SteamCharts"
"Orcs Must Die! 2",2013-02-01 00:00:00.000,686.92,-605.42,1581,0.4345,"SteamCharts"
"Guns of Icarus Online",2013-02-01 00:00:00.000,159.69,72.79,1614,0.0989,"SteamCharts"
"Brütal Legend",2013-02-01 00:00:00.000,205.53,204.96,4441,0.0463,"SteamCharts"
"Antichamber",2013-02-01 00:00:00.000,593.98,579.74,2352,0.2525,"SteamCharts"
"Dino D-Day",2013-02-01 00:00:00.000,10.03,-0.6,33,0.3039,"SteamCharts"
"Counter-Strike: Condition Zero",2013-02-01 00:00:00.000,1591.19,-71.01,3237,0.4916,"SteamCharts"
"The Darkness II",2013-02-01 00:00:00.000,57.89,-18.15,130,0.4453,"SteamCharts"
"STAR WARS™: Knights of the Old Republic™",2013-02-01 00:00:00.000,303.12,-319.32,619,0.4897,"SteamCharts"
"Need for Speed: Hot Pursuit",2013-02-01 00:00:00.000,84.4,-49.63,197,0.4284,"SteamCharts"
"Dungeon Defenders",2013-02-01 00:00:00.000,1842.11,-1813.03,3555,0.5182,"SteamCharts"
"Mass Effect 2",2013-02-01 00:00:00.000,577.59,-337.97,1220,0.4734,"SteamCharts"
"Day of Defeat: Source",2013-02-01 00:00:00.000,1248.44,-60.83,2603,0.4796,"SteamCharts"
"Bad Rats",2013-02-01 00:00:00.000,1.74,-2.16,5,0.348,"SteamCharts"
"S.T.A.L.K.E.R.: Call of Pripyat",2013-02-01 00:00:00.000,156.19,-47.27,286,0.5461,"SteamCharts"
"Fallout 3",2013-02-01 00:00:00.000,80.22,5.82,178,0.4507,"SteamCharts"
"Moonbase Alpha",2013-02-01 00:00:00.000,45.99,12.21,160,0.2874,"SteamCharts"
"Warhammer 40,000: Space Marine",2013-02-01 00:00:00.000,312.91,-162.39,632,0.4951,"SteamCharts"
"Grand Theft Auto: Vice City",2013-02-01 00:00:00.000,78.17,-60.61,179,0.4367,"SteamCharts"
"Burnout Paradise: The Ultimate Box",2013-02-01 00:00:00.000,35.56,-9.26,83,0.4284,"SteamCharts"
"Aliens vs. Predator",2013-02-01 00:00:00.000,220.23,38.81,539,0.4086,"SteamCharts"
"Trine",2013-02-01 00:00:00.000,46.07,-54,112,0.4113,"SteamCharts"
"Saints Row 2",2013-02-01 00:00:00.000,175.18,-82.53,401,0.4369,"SteamCharts"
"RAGE",2013-02-01 00:00:00.000,417.21,-426.04,924,0.4515,"SteamCharts"
"Gotham City Impostors: Free To Play",2013-02-01 00:00:00.000,383.75,-47.5,810,0.4738,"SteamCharts"
"Defiance",2013-02-01 00:00:00.000,0.42,0.42,5,0.084,"SteamCharts"
"Dead Space",2013-02-01 00:00:00.000,223.3,89.04,571,0.3911,"SteamCharts"
"Remember Me",2013-02-01 00:00:00.000,1.38,1.25,14,0.0986,"SteamCharts"
"Deadlight",2013-02-01 00:00:00.000,88.33,-26.91,429,0.2059,"SteamCharts"
"Dead Space 2",2013-02-01 00:00:00.000,233.45,67.86,520,0.4489,"SteamCharts"
"Dragon Age: Origins - Ultimate Edition",2013-02-01 00:00:00.000,441.71,-243.05,967,0.4568,"SteamCharts"
"Tropico 4",2013-02-01 00:00:00.000,633.21,-595.4,1391,0.4552,"SteamCharts"
"Call of Duty 4: Modern Warfare",2013-02-01 00:00:00.000,324.39,-26.52,646,0.5022,"SteamCharts"
"Kingdoms of Amalur: Reckoning™",2013-02-01 00:00:00.000,104.18,-4.5,212,0.4914,"SteamCharts"
"Bully: Scholarship Edition",2013-02-01 00:00:00.000,57.11,-85.21,164,0.3482,"SteamCharts"
"Natural Selection 2",2013-02-01 00:00:00.000,1140.94,-910.22,2321,0.4916,"SteamCharts"
"TrackMania Nations Forever",2013-02-01 00:00:00.000,209.33,7.73,444,0.4715,"SteamCharts"
"Ultra Street Fighter IV",2013-02-01 00:00:00.000,360.59,-116.46,588,0.6132,"SteamCharts"
"Psychonauts",2013-02-01 00:00:00.000,73.57,-54.14,183,0.402,"SteamCharts"
"Half-Life 2: Episode One",2013-02-01 00:00:00.000,124.42,-27.35,262,0.4749,"SteamCharts"
"AirMech Strike",2013-02-01 00:00:00.000,318.19,-68.71,647,0.4918,"SteamCharts"
"Defy Gravity",2013-02-01 00:00:00.000,0.14,-0.04,2,0.07,"SteamCharts"
"Thomas Was Alone",2013-02-01 00:00:00.000,11.24,-35.91,30,0.3747,"SteamCharts"
"Deponia",2013-02-01 00:00:00.000,37.38,-51.68,124,0.3015,"SteamCharts"
"Fallout",2013-02-01 00:00:00.000,48.03,16.25,210,0.2287,"SteamCharts"
"Sonic Generations",2013-02-01 00:00:00.000,91.34,-30.04,185,0.4937,"SteamCharts"
"RIFT",2013-02-01 00:00:00.000,266.33,-81.48,468,0.5691,"SteamCharts"
"Crysis 2 Maximum Edition",2013-02-01 00:00:00.000,303.74,-161.56,664,0.4574,"SteamCharts"
"VVVVVV",2013-02-01 00:00:00.000,10.87,-4.02,31,0.3506,"SteamCharts"
"Assassin's Creed Brotherhood",2013-02-01 00:00:00.000,273.98,-254.61,620,0.4419,"SteamCharts"
"Scribblenauts Unlimited",2013-02-01 00:00:00.000,351.74,28.81,3094,0.1137,"SteamCharts"
"Braid",2013-02-01 00:00:00.000,32.64,-15.81,73,0.4471,"SteamCharts"
"STAR WARS™ Empire at War: Gold Pack",2013-02-01 00:00:00.000,136.84,-6.72,262,0.5223,"SteamCharts"
"Tribes: Ascend",2013-02-01 00:00:00.000,622.89,120.49,1436,0.4338,"SteamCharts"
"Little Inferno",2013-02-01 00:00:00.000,48.93,-152,162,0.302,"SteamCharts"
"STAR WARS™ Republic Commando",2013-02-01 00:00:00.000,23.85,-3.59,59,0.4042,"SteamCharts"
"Gear Up",2013-02-01 00:00:00.000,5.01,1.37,25,0.2004,"SteamCharts"
"F.E.A.R.",2013-02-01 00:00:00.000,30.65,-27.93,75,0.4087,"SteamCharts"
"Deus Ex: Game of the Year Edition",2013-02-01 00:00:00.000,88.38,3.52,245,0.3607,"SteamCharts"
"Mount & Blade: With Fire and Sword",2013-02-01 00:00:00.000,416.88,-115.54,935,0.4459,"SteamCharts"
"Dragon Age: Origins",2013-02-01 00:00:00.000,143.81,-32.93,288,0.4993,"SteamCharts"
"Vampire: The Masquerade - Bloodlines",2013-02-01 00:00:00.000,65.16,-6.99,141,0.4621,"SteamCharts"
"Crysis",2013-02-01 00:00:00.000,168.2,-65.2,412,0.4083,"SteamCharts"
"Half-Life 2: Deathmatch",2013-02-01 00:00:00.000,395.46,-27.91,785,0.5038,"SteamCharts"
"Super Crate Box",2013-02-01 00:00:00.000,46.46,2.87,144,0.3226,"SteamCharts"
"Universe Sandbox",2013-02-01 00:00:00.000,0.71,0.54,2,0.355,"SteamCharts"
"Assassin's Creed Revelations",2013-02-01 00:00:00.000,172.68,-159.81,356,0.4851,"SteamCharts"
"Hitman: Blood Money",2013-02-01 00:00:00.000,96.14,-37.95,260,0.3698,"SteamCharts"
"Half-Life 2: Lost Coast",2013-02-01 00:00:00.000,26.93,-2.86,76,0.3543,"SteamCharts"
"Lucius",2013-02-01 00:00:00.000,15.03,-2.56,54,0.2783,"SteamCharts"
"Assassin's Creed",2013-02-01 00:00:00.000,86.98,-125.84,210,0.4142,"SteamCharts"
"Endless Space® - Definitive Edition",2013-02-01 00:00:00.000,706.28,-510.43,1425,0.4956,"SteamCharts"
"STAR WARS™ Jedi Knight: Jedi Academy™",2013-02-01 00:00:00.000,80.59,5.03,171,0.4713,"SteamCharts"
"Anno 2070",2013-02-01 00:00:00.000,1163.38,-1605.38,2996,0.3883,"SteamCharts"
"Warhammer 40,000: Dawn of War II",2013-02-01 00:00:00.000,467.79,-243.84,946,0.4945,"SteamCharts"
"S.T.A.L.K.E.R.: Clear Sky",2013-02-01 00:00:00.000,65.46,-21.19,149,0.4393,"SteamCharts"
"Homefront",2013-02-01 00:00:00.000,150.38,-65.15,342,0.4397,"SteamCharts"
"FlatOut 2",2013-02-01 00:00:00.000,46.46,20.49,154,0.3017,"SteamCharts"
"Machinarium",2013-02-01 00:00:00.000,17.51,-16.72,48,0.3648,"SteamCharts"
"PROTOTYPE 2",2013-02-01 00:00:00.000,217.97,-35.06,893,0.2441,"SteamCharts"
"Orcs Must Die!",2013-02-01 00:00:00.000,91.64,-84.41,231,0.3967,"SteamCharts"
"Serious Sam 2",2013-02-01 00:00:00.000,26.31,4.8,120,0.2193,"SteamCharts"
"F.E.A.R. 3",2013-02-01 00:00:00.000,125.78,-47.8,294,0.4278,"SteamCharts"
"Supreme Commander 2",2013-02-01 00:00:00.000,530.91,-54.61,1122,0.4732,"SteamCharts"
"Far Cry 2",2013-02-01 00:00:00.000,134.5,-123.33,301,0.4468,"SteamCharts"
"Zombie Panic! Source",2013-02-01 00:00:00.000,264.54,28.55,565,0.4682,"SteamCharts"
"Half-Life: Opposing Force",2013-02-01 00:00:00.000,43.15,-7.05,96,0.4495,"SteamCharts"
"Cave Story+",2013-02-01 00:00:00.000,55.8,-83.24,130,0.4292,"SteamCharts"
"Recettear: An Item Shop's Tale",2013-02-01 00:00:00.000,54.78,-66.45,104,0.5267,"SteamCharts"
"Supreme Commander: Forged Alliance",2013-02-01 00:00:00.000,301.55,-43.63,624,0.4833,"SteamCharts"
"The Ship",2013-02-01 00:00:00.000,33.43,5.95,123,0.2718,"SteamCharts"
"Company of Heroes - Legacy Edition",2013-02-01 00:00:00.000,828.23,-246.97,1704,0.4861,"SteamCharts"
"Fallout 2",2013-02-01 00:00:00.000,49.8,4.55,170,0.2929,"SteamCharts"
"Grand Theft Auto III",2013-02-01 00:00:00.000,27,-21.44,64,0.4219,"SteamCharts"
"Sonic Adventure™ 2",2013-02-01 00:00:00.000,64.54,-81.49,145,0.4451,"SteamCharts"
"E.Y.E: Divine Cybermancy",2013-02-01 00:00:00.000,23.01,-12.08,53,0.4342,"SteamCharts"
"Primal Carnage",2013-02-01 00:00:00.000,99.74,-22.66,223,0.4473,"SteamCharts"
"Duke Nukem Forever",2013-02-01 00:00:00.000,110.17,-18.56,260,0.4237,"SteamCharts"
"Legend of Grimrock",2013-02-01 00:00:00.000,477.76,12.29,2153,0.2219,"SteamCharts"
"Secret World Legends",2013-02-01 00:00:00.000,460.39,-477.1,1019,0.4518,"SteamCharts"
"Binary Domain",2013-02-01 00:00:00.000,135.07,96.6,521,0.2593,"SteamCharts"
"Command and Conquer: Red Alert 3",2013-02-01 00:00:00.000,101.14,-18.31,228,0.4436,"SteamCharts"
"Dark Messiah of Might & Magic Single Player",2013-02-01 00:00:00.000,27,-13.19,71,0.3803,"SteamCharts"
"Fable - The Lost Chapters",2013-02-01 00:00:00.000,166.91,-99.09,511,0.3266,"SteamCharts"
"THE KING OF FIGHTERS XIII STEAM EDITION",2013-02-01 00:00:00.000,0.22,0.08,4,0.055,"SteamCharts"
"Baldur's Gate: Enhanced Edition",2013-02-01 00:00:00.000,484.3,131.63,1192,0.4063,"SteamCharts"
"BEEP",2013-02-01 00:00:00.000,0.38,-0.07,4,0.095,"SteamCharts"
"DOOM 3: BFG Edition",2013-02-01 00:00:00.000,122.15,-65.86,274,0.4458,"SteamCharts"
"Serious Sam HD: The First Encounter",2013-02-01 00:00:00.000,42.35,2.23,150,0.2823,"SteamCharts"
"Max Payne",2013-02-01 00:00:00.000,20.89,-32.41,50,0.4178,"SteamCharts"
"The Tiny Bang Story",2013-02-01 00:00:00.000,4.19,-3.55,17,0.2465,"SteamCharts"
"Worms Revolution",2013-02-01 00:00:00.000,121.66,-116.25,276,0.4408,"SteamCharts"
"Dungeons of Dredmor",2013-02-01 00:00:00.000,164.92,-31.39,380,0.434,"SteamCharts"
"Risen",2013-02-01 00:00:00.000,21.17,-8.68,56,0.378,"SteamCharts"
"Pirates, Vikings, & Knights II",2013-02-01 00:00:00.000,95.54,-9.11,206,0.4638,"SteamCharts"
"Torchlight",2013-02-01 00:00:00.000,141.55,-142.81,304,0.4656,"SteamCharts"
"Half-Life: Blue Shift",2013-02-01 00:00:00.000,19.73,-3.71,47,0.4198,"SteamCharts"
"Gothic II: Gold Edition",2013-02-01 00:00:00.000,23.58,-3.35,62,0.3803,"SteamCharts"
"Half-Life: Source",2013-02-01 00:00:00.000,31.95,-12.25,75,0.426,"SteamCharts"
"The Ultimate DOOM",2013-02-01 00:00:00.000,5.42,-4.63,18,0.3011,"SteamCharts"
"Prototype",2013-02-01 00:00:00.000,45.77,-60.49,113,0.405,"SteamCharts"
"SpaceChem",2013-02-01 00:00:00.000,37.94,-1.08,103,0.3684,"SteamCharts"
"Vindictus",2013-02-01 00:00:00.000,621.27,-85.27,1328,0.4678,"SteamCharts"
"Alan Wake's American Nightmare",2013-02-01 00:00:00.000,37.51,-1.12,113,0.3319,"SteamCharts"
"Botanicula",2013-02-01 00:00:00.000,12.85,-14.14,43,0.2988,"SteamCharts"
"Worms Armageddon",2013-02-01 00:00:00.000,4.1,-0.61,18,0.2278,"SteamCharts"
"BRINK",2013-02-01 00:00:00.000,47.7,-10.47,130,0.3669,"SteamCharts"
"Warhammer 40,000: Dawn of War - Game of the Year Edition",2013-02-01 00:00:00.000,77.87,-66.95,178,0.4375,"SteamCharts"
"Tiny and Big: Grandpa's Leftovers",2013-02-01 00:00:00.000,5.63,-4.73,21,0.2681,"SteamCharts"
"World of Goo",2013-02-01 00:00:00.000,34.34,6.84,140,0.2453,"SteamCharts"
"Overlord",2013-02-01 00:00:00.000,25.63,-23.76,60,0.4272,"SteamCharts"
"Day of Defeat",2013-02-01 00:00:00.000,318.41,-1.21,635,0.5014,"SteamCharts"
"Jet Set Radio",2013-02-01 00:00:00.000,8.77,-9.76,26,0.3373,"SteamCharts"
"Gothic",2013-02-01 00:00:00.000,6.43,-0.86,19,0.3384,"SteamCharts"
"RPG Maker VX Ace",2013-02-01 00:00:00.000,112.2,-97.64,188,0.5968,"SteamCharts"
