OrderNumber,OrderDate,Customer Name Index,Channel Index,Currency Index,Warehouse Index,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,D_RANK,Cummulative Sales %
"SO - 0005389",2015-04-08 00:00:00.000,3,1,1,1,9,2,1,562.8,562.8,309.54,5223,0.92705885874104388
"SO - 0005561",2015-05-19 00:00:00.000,3,1,1,1,8,2,6,402,2412,325.62,1268,0.45313064077332121
"SO - 0005648",2015-06-10 00:00:00.000,3,1,1,1,8,2,1,291.82,291.82,198.44,6335,0.97400740808403019
"SO - 0005809",2015-07-20 00:00:00.000,3,1,1,1,9,2,7,25.31,177.18,20.5,7028,0.99007830991212464
"SO - 0006143",2015-10-08 00:00:00.000,3,1,1,1,8,2,9,376.69,3390.2,218.48,650,0.27858831460844269
"SO - 0006247",2015-11-01 00:00:00.000,3,1,1,1,8,2,8,186.11,1488.89,147.03,2388,0.665058793790462
"SO - 0006277",2015-11-06 00:00:00.000,3,1,1,1,9,2,6,124.32,745.93,83.3,4404,0.87443104107516911
"SO - 0006343",2015-11-20 00:00:00.000,3,1,1,1,8,2,1,207.7,207.7,141.24,6850,0.98675420970069094
"SO - 0006587",2016-01-10 00:00:00.000,3,1,1,1,8,2,6,21.59,129.53,12.31,7278,0.99384442276037488
"SO - 0006732",2016-02-10 00:00:00.000,3,1,1,1,8,2,7,22.33,156.33,18.31,7125,0.99180113426771432
"SO - 0006925",2016-03-26 00:00:00.000,3,1,1,1,9,2,6,142.19,853.13,69.67,3939,0.83756271330418364
"SO - 0007371",2016-07-06 00:00:00.000,3,1,1,1,8,2,7,147.4,1031.8,78.12,3342,0.78255486555987674
"SO - 0007456",2016-07-27 00:00:00.000,3,1,1,1,9,2,3,210.68,632.03,88.48,4830,0.90339600776654139
"SO - 0007720",2016-10-04 00:00:00.000,3,1,1,1,9,2,8,23.82,190.58,12.86,6956,0.98880438710259222
"SO - 0008100",2017-01-01 00:00:00.000,3,1,1,1,8,2,7,24.57,171.97,16.95,7065,0.9906820452409123
"SO - 000220",2012-01-30 00:00:00.000,5,1,1,1,13,2,2,140.7,281.4,64.72,6374,0.97514635384691439
"SO - 000244",2012-02-06 00:00:00.000,5,1,1,1,13,2,1,646.18,646.18,310.17,4775,0.899770493147707
"SO - 000263",2012-02-09 00:00:00.000,5,1,1,1,14,2,1,212.17,212.17,120.94,6828,0.98609003347239821
"SO - 000321",2012-02-20 00:00:00.000,5,1,1,1,13,2,7,132.51,927.58,78.18,3623,0.8092483072199661
"SO - 000347",2012-02-25 00:00:00.000,5,1,1,1,13,2,4,105.71,422.84,66.6,5829,0.95595255810902946
"SO - 000381",2012-03-02 00:00:00.000,5,1,1,1,13,2,5,104.97,524.83,59.83,5350,0.93352563198244354
"SO - 000433",2012-03-17 00:00:00.000,5,1,1,1,13,2,1,220.36,220.36,121.2,6763,0.98497456652123316
"SO - 000468",2012-03-28 00:00:00.000,5,1,1,1,15,2,7,110.18,771.24,66.11,4297,0.86629462530027557
"SO - 000487",2012-04-02 00:00:00.000,5,1,1,1,13,2,3,257.58,772.73,193.18,4290,0.8659109041993992
"SO - 000541",2012-04-14 00:00:00.000,5,1,1,1,13,2,9,261.3,2351.7,138.49,1303,0.46046575490478503
"SO - 000550",2012-04-17 00:00:00.000,5,1,1,1,12,2,4,209.93,839.73,128.06,4005,0.84337026579439867
"SO - 000583",2012-04-22 00:00:00.000,5,1,1,1,13,2,8,124.32,994.58,93.24,3453,0.79413605238916107
"SO - 000649",2012-05-06 00:00:00.000,5,1,1,1,12,2,1,259.07,259.07,202.07,6473,0.97792353954358024
"SO - 000687",2012-05-15 00:00:00.000,5,1,1,1,15,2,3,126.56,379.67,72.14,6005,0.96318752582943024
"SO - 000829",2012-06-09 00:00:00.000,5,1,1,1,13,2,5,335.74,1678.72,184.66,2176,0.63126773371714739
"SO - 000905",2012-06-26 00:00:00.000,5,1,1,1,14,2,4,93.8,375.2,37.52,6035,0.9643112111110036
"SO - 000913",2012-06-27 00:00:00.000,5,1,1,1,15,2,9,424.33,3819,173.98,424,0.20082300543907194
"SO - 000996",2012-07-18 00:00:00.000,5,1,1,1,14,2,6,141.44,848.67,90.52,3963,0.8399306134095349
"SO - 0001031",2012-07-26 00:00:00.000,5,1,1,1,14,2,2,110.92,221.84,87.63,6747,0.9844476440728458
"SO - 0001127",2012-08-20 00:00:00.000,5,1,1,1,13,2,8,294.06,2352.44,220.54,1302,0.45999773098853003
"SO - 0001128",2012-08-20 00:00:00.000,5,1,1,1,12,2,6,570.24,3421.47,245.21,618,0.26775753627465954
"SO - 0001134",2012-08-21 00:00:00.000,5,1,1,1,12,2,5,340.21,1701.06,272.17,2136,0.624542205959731
"SO - 0001191",2012-09-02 00:00:00.000,5,1,1,1,13,2,3,618.63,1855.9,463.97,1853,0.57518153534619854
"SO - 0001240",2012-09-14 00:00:00.000,5,1,1,1,14,2,6,434.01,2604.07,195.3,1095,0.41057209785140053
"SO - 0001246",2012-09-15 00:00:00.000,5,1,1,1,12,2,6,29.03,174.2,19.16,7036,0.99039032585629461
"SO - 0001271",2012-09-22 00:00:00.000,5,1,1,1,14,2,6,113.16,678.93,66.76,4640,0.89147843061321586
"SO - 0001328",2012-10-04 00:00:00.000,5,1,1,1,13,2,8,294.8,2358.4,138.56,1298,0.45952941153478488
"SO - 0001353",2012-10-12 00:00:00.000,5,1,1,1,15,2,5,342.44,1712.22,171.22,2108,0.62080653546312
"SO - 0001439",2012-10-27 00:00:00.000,5,1,1,1,15,2,3,292.57,877.7,231.13,3789,0.82396971919293449
"SO - 0001564",2012-11-24 00:00:00.000,5,1,1,1,12,2,4,110.18,440.71,91.45,5692,0.95010915304046173
"SO - 0001573",2012-11-26 00:00:00.000,5,1,1,1,14,2,1,121.34,121.34,77.66,7351,0.9947848449457698
"SO - 0001608",2012-12-03 00:00:00.000,5,1,1,1,12,2,7,442.94,3100.61,208.18,744,0.31001303087483928
"SO - 0001658",2012-12-13 00:00:00.000,5,1,1,1,13,2,7,195.04,1365.31,107.27,2532,0.6850495188090433
"SO - 0001687",2012-12-22 00:00:00.000,5,1,1,1,13,2,1,439.97,439.97,290.38,5699,0.95028427442706276
"SO - 0001834",2013-01-24 00:00:00.000,5,1,1,1,14,2,4,123.58,494.31,81.56,5482,0.9403874652126003
"SO - 0001886",2013-02-02 00:00:00.000,5,1,1,1,14,2,6,111.67,670,72.58,4671,0.89408760075902882
"SO - 0001935",2013-02-12 00:00:00.000,5,1,1,1,13,2,9,320.86,2887.7,134.76,902,0.35617761179843921
"SO - 0001967",2013-02-19 00:00:00.000,5,1,1,1,14,2,9,124.32,1118.9,79.57,3109,0.75718904497571582
"SO - 0002002",2013-02-27 00:00:00.000,5,1,1,1,14,2,6,353.61,2121.67,222.77,1555,0.51664217878182439
"SO - 0002030",2013-03-07 00:00:00.000,5,1,1,1,14,2,8,689.36,5514.84,475.66,74,0.044521237246427876
"SO - 0002063",2013-03-13 00:00:00.000,5,1,1,1,15,2,4,125.07,500.27,95.05,5444,0.93870789381352671
"SO - 0002092",2013-03-19 00:00:00.000,5,1,1,1,14,2,3,110.18,330.53,82.63,6230,0.97079353838105287
"SO - 0002102",2013-03-21 00:00:00.000,5,1,1,1,15,2,6,107.94,647.67,43.18,4761,0.89964189354137725
"SO - 0002117",2013-03-24 00:00:00.000,5,1,1,1,14,2,2,255.34,510.69,155.76,5399,0.93594797964621113
"SO - 0002212",2013-04-15 00:00:00.000,5,1,1,1,13,2,3,429.54,1288.63,176.11,2761,0.71553248048364992
"SO - 0002296",2013-05-04 00:00:00.000,5,1,1,1,13,2,9,326.07,2934.6,267.37,879,0.34980676684210732
"SO - 0002304",2013-05-05 00:00:00.000,5,1,1,1,15,2,9,93.8,844.2,37.52,3983,0.84203220139874169
"SO - 0002347",2013-05-16 00:00:00.000,5,1,1,1,14,2,9,128.79,1159.1,86.29,3008,0.74553601069389641
"SO - 0002411",2013-05-29 00:00:00.000,5,1,1,1,13,2,3,632.78,1898.33,291.08,1804,0.56602603167451049
"SO - 0002457",2013-06-09 00:00:00.000,5,1,1,1,14,2,9,612.68,5514.1,447.25,76,0.045069931951666961
"SO - 0002519",2013-06-24 00:00:00.000,5,1,1,1,15,2,5,26.06,130.28,15.11,7261,0.99375419824935984
"SO - 0002574",2013-07-11 00:00:00.000,5,1,1,1,15,2,7,304.48,2131.34,207.04,1544,0.51368084138635839
"SO - 0002698",2013-08-08 00:00:00.000,5,1,1,1,13,2,9,195.79,1762.1,142.93,1981,0.59905179393425834
"SO - 0002763",2013-08-22 00:00:00.000,5,1,1,1,13,2,9,27.54,247.9,17.35,6570,0.98035513544113129
"SO - 0002784",2013-08-26 00:00:00.000,5,1,1,1,13,2,9,247.16,2224.4,185.37,1412,0.48593061239057705
"SO - 0002790",2013-08-28 00:00:00.000,5,1,1,1,13,2,7,198.77,1391.37,105.35,2502,0.68121599057553506
"SO - 0002844",2013-09-10 00:00:00.000,5,1,1,1,13,2,6,122.09,732.53,91.57,4453,0.87803604121286782
"SO - 0002852",2013-09-11 00:00:00.000,5,1,1,1,13,2,9,266.51,2398.6,170.57,1278,0.45432714569641247
"SO - 0002882",2013-09-16 00:00:00.000,5,1,1,1,13,2,1,208.44,208.44,129.24,6838,0.98650619702712
"SO - 0003011",2013-10-13 00:00:00.000,5,1,1,1,12,2,9,105.71,951.4,68.71,3568,0.804197753611776
"SO - 0003013",2013-10-13 00:00:00.000,5,1,1,1,14,2,7,104.97,734.77,55.63,4448,0.87745275369514264
"SO - 0003042",2013-10-21 00:00:00.000,5,1,1,1,13,2,4,337.23,1348.93,246.18,2554,0.68855532581822221
"SO - 0003097",2013-11-04 00:00:00.000,5,1,1,1,14,2,4,131.02,524.09,66.82,5353,0.93383853752431112
"SO - 0003165",2013-11-20 00:00:00.000,5,1,1,1,13,2,9,116.88,1051.9,46.75,3278,0.77613949892547984
"SO - 0003223",2013-12-06 00:00:00.000,5,1,1,1,12,2,7,355.84,2490.91,153.01,1230,0.44289271064482405
"SO - 0003267",2013-12-17 00:00:00.000,5,1,1,1,13,2,1,111.67,111.67,87.1,7495,0.996629838728358
"SO - 0003375",2014-01-12 00:00:00.000,5,1,1,1,14,2,3,202.49,607.47,101.24,4938,0.91041251357716091
"SO - 0003391",2014-01-14 00:00:00.000,5,1,1,1,14,2,2,141.44,282.89,56.58,6369,0.97500627305687559
"SO - 0003526",2014-02-13 00:00:00.000,5,1,1,1,14,2,5,108.69,543.44,68.47,5300,0.93108661779536628
"SO - 0003555",2014-02-19 00:00:00.000,5,1,1,1,15,2,7,203.23,1422.63,95.52,2464,0.67632329478520159
"SO - 0003582",2014-02-26 00:00:00.000,5,1,1,1,13,2,2,437.73,875.47,236.38,3795,0.826758169146801
"SO - 0003594",2014-02-28 00:00:00.000,5,1,1,1,14,2,1,250.88,250.88,137.98,6535,0.9793636141271328
"SO - 0003630",2014-03-11 00:00:00.000,5,1,1,1,15,2,4,21.59,86.36,18.13,7710,0.99857948860519308
"SO - 0003725",2014-04-01 00:00:00.000,5,1,1,1,15,2,9,290.33,2613,197.43,1083,0.40590467227895505
"SO - 0003728",2014-04-01 00:00:00.000,5,1,1,1,13,2,9,570.99,5138.9,399.69,128,0.072685415753444158
"SO - 0003862",2014-05-01 00:00:00.000,5,1,1,1,14,2,7,440.71,3084.98,370.2,759,0.31585370048024053
"SO - 0003920",2014-05-13 00:00:00.000,5,1,1,1,13,2,9,253.86,2284.7,187.85,1362,0.4742972039872716
"SO - 0003934",2014-05-16 00:00:00.000,5,1,1,1,14,2,4,114.64,458.58,65.35,5607,0.94650326430014076
"SO - 0004022",2014-06-03 00:00:00.000,5,1,1,1,13,2,9,208.44,1876,164.67,1828,0.57221441954600061
"SO - 0004031",2014-06-04 00:00:00.000,5,1,1,1,13,2,2,195.04,390.09,109.22,5943,0.96062761392213047
"SO - 0004039",2014-06-06 00:00:00.000,5,1,1,1,14,2,8,436.99,3495.91,297.15,540,0.24297464299081123
"SO - 0004066",2014-06-12 00:00:00.000,5,1,1,1,15,2,5,119.11,595.56,78.61,5014,0.91555293446418085
"SO - 0004073",2014-06-13 00:00:00.000,5,1,1,1,13,2,1,661.81,661.81,450.03,4709,0.89547870766617943
"SO - 0004168",2014-07-03 00:00:00.000,5,1,1,1,14,2,5,429.54,2147.72,197.59,1517,0.50878718634302655
"SO - 0004275",2014-07-30 00:00:00.000,5,1,1,1,14,2,6,76.68,460.07,58.28,5604,0.94600131029183221
"SO - 0004284",2014-08-01 00:00:00.000,5,1,1,1,12,2,5,26.8,134,19.3,7246,0.9935206271097784
"SO - 0004332",2014-08-15 00:00:00.000,5,1,1,1,13,2,7,268,1876,168.84,1828,0.57221441954600061
"SO - 0004361",2014-08-20 00:00:00.000,5,1,1,1,13,2,3,279.91,839.73,218.33,4005,0.84337026579439867
"SO - 0004399",2014-08-27 00:00:00.000,5,1,1,1,14,2,6,677.44,4064.67,535.18,288,0.14659734492860313
"SO - 0004433",2014-09-05 00:00:00.000,5,1,1,1,12,2,3,76.68,230.03,61.34,6700,0.98325758923060058
"SO - 0004518",2014-09-24 00:00:00.000,5,1,1,1,13,2,2,310.43,620.87,152.11,4883,0.906692990174331
"SO - 0004574",2014-10-08 00:00:00.000,5,1,1,1,13,2,3,258.32,774.97,152.41,4282,0.86498745303048563
"SO - 0004649",2014-10-22 00:00:00.000,5,1,1,1,14,2,2,442.94,885.89,323.35,3748,0.82072518623150692
"SO - 0004685",2014-10-28 00:00:00.000,5,1,1,1,14,2,6,442.94,2657.67,332.21,1033,0.39226908693654611
"SO - 0004757",2014-11-15 00:00:00.000,5,1,1,1,13,2,3,29.78,89.33,14,7682,0.99841510607581085
"SO - 0004759",2014-11-15 00:00:00.000,5,1,1,1,15,2,5,367.76,1838.78,209.62,1864,0.57701881629684582
"SO - 0004881",2014-12-12 00:00:00.000,5,1,1,1,14,2,9,297.78,2680,125.07,997,0.38457284191330288
"SO - 0004910",2014-12-19 00:00:00.000,5,1,1,1,13,2,4,146.66,586.62,98.26,5087,0.91872687675371345
"SO - 0004954",2014-12-28 00:00:00.000,5,1,1,1,14,2,8,283.63,2269.07,119.13,1374,0.47656235655361506
"SO - 0004973",2015-01-02 00:00:00.000,5,1,1,1,13,2,3,286.61,859.83,114.64,3885,0.833133380495412
"SO - 0004982",2015-01-03 00:00:00.000,5,1,1,1,15,2,5,680.42,3402.11,449.08,630,0.27216568889663573
"SO - 0005009",2015-01-08 00:00:00.000,5,1,1,1,13,2,7,125.07,875.47,77.54,3795,0.826758169146801
"SO - 0005040",2015-01-15 00:00:00.000,5,1,1,1,12,2,8,436.99,3495.91,209.75,540,0.24297464299081123
"SO - 0005067",2015-01-21 00:00:00.000,5,1,1,1,14,2,4,372.97,1491.87,208.86,2383,0.66416956228063773
"SO - 0005084",2015-01-25 00:00:00.000,5,1,1,1,14,2,6,652.88,3917.27,476.6,360,0.17505250447404952
"SO - 0005109",2015-01-30 00:00:00.000,5,1,1,1,12,2,9,438.48,3946.3,175.39,338,0.16684267599250574
"SO - 0005118",2015-02-01 00:00:00.000,5,1,1,1,12,2,1,612.68,612.68,257.32,4914,0.90847160146026251
"SO - 0005270",2015-03-11 00:00:00.000,5,1,1,1,14,2,6,260.56,1563.33,192.81,2297,0.65169566515679622
"SO - 0005370",2015-04-04 00:00:00.000,5,1,1,1,13,2,7,120.6,844.2,69.95,3983,0.84203220139874169
"SO - 0005393",2015-04-09 00:00:00.000,5,1,1,1,14,2,9,105.71,951.4,81.4,3568,0.804197753611776
"SO - 0005441",2015-04-19 00:00:00.000,5,1,1,1,13,2,4,106.46,425.82,52.16,5808,0.95531993672703575
"SO - 0005444",2015-04-20 00:00:00.000,5,1,1,1,12,2,7,445.92,3121.46,312.15,726,0.30444815745231246
"SO - 0005595",2015-05-30 00:00:00.000,5,1,1,1,14,2,1,389.34,389.34,221.93,5951,0.96066635620038765
"SO - 0005612",2015-06-02 00:00:00.000,5,1,1,1,14,2,2,249.39,498.78,102.25,5455,0.93895605574845642
"SO - 0005841",2015-07-31 00:00:00.000,5,1,1,1,14,2,9,29.78,268,18.16,6421,0.97672228810928319
"SO - 0005847",2015-08-02 00:00:00.000,5,1,1,1,14,2,9,424.33,3819,275.82,424,0.20082300543907194
"SO - 0005853",2015-08-03 00:00:00.000,5,1,1,1,14,2,1,249.39,249.39,119.71,6555,0.97981148377966387
"SO - 0006003",2015-09-08 00:00:00.000,5,1,1,1,13,2,3,216.63,649.9,173.31,4755,0.89861042789764622
"SO - 0006262",2015-11-03 00:00:00.000,5,1,1,1,13,2,7,94.54,661.81,37.82,4709,0.89547870766617943
"SO - 0006303",2015-11-11 00:00:00.000,5,1,1,1,12,2,8,119.11,952.89,81,3559,0.80391373909849306
"SO - 0006369",2015-11-27 00:00:00.000,5,1,1,1,12,2,7,117.62,823.36,62.34,4084,0.84998572524070193
"SO - 0006544",2016-01-02 00:00:00.000,5,1,1,1,13,2,5,573.22,2866.11,309.54,910,0.358466542694295
"SO - 0006565",2016-01-06 00:00:00.000,5,1,1,1,14,2,7,436.24,3053.71,349,797,0.32592776949903507
"SO - 0006669",2016-01-27 00:00:00.000,5,1,1,1,14,2,3,87.84,263.53,38.65,6451,0.977171570769343
"SO - 0006839",2016-03-06 00:00:00.000,5,1,1,1,14,2,9,208.44,1876,175.09,1828,0.57221441954600061
"SO - 0006844",2016-03-08 00:00:00.000,5,1,1,1,13,2,8,109.43,875.47,67.85,3795,0.826758169146801
"SO - 0006873",2016-03-14 00:00:00.000,5,1,1,1,15,2,8,108.69,869.51,47.82,3841,0.82883835206209822
"SO - 0006890",2016-03-17 00:00:00.000,5,1,1,1,14,2,6,121.34,728.07,86.15,4462,0.87861629474470893
"SO - 0006924",2016-03-26 00:00:00.000,5,1,1,1,13,2,6,644.69,3868.13,464.18,393,0.18782500790159781
"SO - 0006950",2016-03-29 00:00:00.000,5,1,1,1,13,2,4,282.14,1128.58,208.79,3082,0.75372716956469732
"SO - 0006964",2016-04-02 00:00:00.000,5,1,1,1,14,2,9,124.32,1118.9,67.13,3109,0.75718904497571582
"SO - 0007008",2016-04-12 00:00:00.000,5,1,1,1,14,2,9,26.06,234.5,10.42,6669,0.98265658737482808
"SO - 0007041",2016-04-19 00:00:00.000,5,1,1,1,13,2,8,444.43,3555.47,208.88,487,0.22475904350789885
"SO - 0007046",2016-04-20 00:00:00.000,5,1,1,1,13,2,7,89.33,625.33,59.85,4852,0.90526958410423952
"SO - 0007068",2016-04-25 00:00:00.000,5,1,1,1,14,2,4,259.07,1036.27,207.25,3333,0.78142532624781613
"SO - 0007096",2016-05-01 00:00:00.000,5,1,1,1,12,2,1,110.18,110.18,53.99,7523,0.99676155093155394
"SO - 0007233",2016-06-02 00:00:00.000,5,1,1,1,15,2,2,125.81,251.62,80.52,6525,0.97926375628802909
"SO - 0007241",2016-06-05 00:00:00.000,5,1,1,1,14,2,8,223.33,1786.67,107.2,1905,0.58529057431117881
"SO - 0007266",2016-06-10 00:00:00.000,5,1,1,1,14,2,8,439.97,3519.73,180.39,517,0.23425589895119045
"SO - 0007299",2016-06-18 00:00:00.000,5,1,1,1,14,2,7,122.83,859.83,100.72,3885,0.833133380495412
"SO - 0007372",2016-07-06 00:00:00.000,5,1,1,1,13,2,8,585.13,4681.07,392.04,201,0.10833916504095502
"SO - 0007378",2016-07-07 00:00:00.000,5,1,1,1,13,2,8,197.28,1578.22,163.74,2281,0.64857417430377717
"SO - 0007546",2016-08-23 00:00:00.000,5,1,1,1,13,2,8,194.3,1554.4,153.5,2314,0.65402000781245939
"SO - 0007558",2016-08-27 00:00:00.000,5,1,1,1,14,2,9,275.44,2479,115.69,1240,0.44536380010280452
"SO - 0007571",2016-08-30 00:00:00.000,5,1,1,1,14,2,4,122.09,488.36,72.03,5508,0.94175375493118219
"SO - 0007807",2016-10-22 00:00:00.000,5,1,1,1,14,2,8,201.74,1613.96,114.99,2240,0.64223548123917917
"SO - 0007809",2016-10-22 00:00:00.000,5,1,1,1,15,2,5,597.04,2985.22,340.32,856,0.34272277698600473
"SO - 0007900",2016-11-12 00:00:00.000,5,1,1,1,14,2,4,247.16,988.62,173.01,3477,0.7963026795227961
"SO - 0007919",2016-11-17 00:00:00.000,5,1,1,1,13,2,7,28.29,198.02,16.12,6905,0.98787945028562185
"SO - 0007927",2016-11-19 00:00:00.000,5,1,1,1,13,2,5,709.46,3547.28,567.56,498,0.226171782366224
"SO - 0007945",2016-11-23 00:00:00.000,5,1,1,1,13,2,4,284.38,1137.51,218.97,3062,0.75169876839995087
"SO - 0007958",2016-11-27 00:00:00.000,5,1,1,1,12,2,3,20.84,62.53,16.47,7808,0.99929181853794524
"SO - 0007962",2016-11-28 00:00:00.000,5,1,1,1,13,2,8,431.78,3454.22,194.3,585,0.25818104691128857
"SO - 0007972",2016-11-29 00:00:00.000,5,1,1,1,13,2,3,434.76,1304.27,204.34,2705,0.70882976782244467
"SO - 0007975",2016-11-29 00:00:00.000,5,1,1,1,14,2,3,251.62,754.87,163.55,4363,0.87167149309572045
"SO - 0008092",2016-12-31 00:00:00.000,5,1,1,1,12,2,1,262.04,262.04,157.23,6454,0.97724987029287558
"SO - 0008099",2017-01-01 00:00:00.000,5,1,1,1,13,2,5,326.81,1634.06,205.89,2224,0.63917162119181925
"SO - 000197",2012-01-23 00:00:00.000,5,2,1,1,15,2,4,443.69,1774.76,315.02,1944,0.59325320409109428
"SO - 000311",2012-02-18 00:00:00.000,5,2,1,1,14,2,8,289.59,2316.71,185.34,1338,0.46880892452848577
"SO - 000399",2012-03-08 00:00:00.000,5,2,1,1,13,2,9,24.57,221.1,19.16,6754,0.98464565419126138
"SO - 000435",2012-03-19 00:00:00.000,5,2,1,1,14,2,2,340.21,680.42,227.94,4638,0.89073528517542766
"SO - 000476",2012-03-31 00:00:00.000,5,2,1,1,15,2,6,125.07,750.4,62.53,4378,0.87339039685295561
"SO - 000493",2012-04-03 00:00:00.000,5,2,1,1,14,2,1,114.64,114.64,50.44,7461,0.9960369049465595
"SO - 000540",2012-04-14 00:00:00.000,5,2,1,1,12,2,6,690.84,4145.07,587.22,278,0.14209955887059239
"SO - 000692",2012-05-15 00:00:00.000,5,2,1,1,14,2,3,414.66,1243.97,252.94,2858,0.727396122542557
"SO - 0001190",2012-09-02 00:00:00.000,5,2,1,1,13,2,4,443.69,1774.76,204.1,1944,0.59325320409109428
"SO - 0001372",2012-10-16 00:00:00.000,5,2,1,1,14,2,2,291.82,583.64,239.29,5104,0.91994819588014642
"SO - 0001446",2012-10-28 00:00:00.000,5,2,1,1,14,2,1,90.08,90.08,54.05,7680,0.9982551038697679
"SO - 0001561",2012-11-22 00:00:00.000,5,2,1,1,14,2,7,559.82,3918.76,335.89,359,0.1742729084173977
"SO - 0001773",2013-01-12 00:00:00.000,5,2,1,1,14,2,7,113.16,792.09,92.79,4227,0.86124481302350042
"SO - 0001841",2013-01-25 00:00:00.000,5,2,1,1,13,2,9,422.84,3805.6,177.59,432,0.2023401934158936
"SO - 0002324",2013-05-12 00:00:00.000,5,2,1,1,15,2,5,129.53,647.67,62.18,4761,0.89964189354137725
"SO - 0002396",2013-05-25 00:00:00.000,5,2,1,1,15,2,9,101.99,917.9,68.33,3637,0.81089905724575551
"SO - 0002420",2013-05-30 00:00:00.000,5,2,1,1,15,2,3,688.61,2065.83,482.03,1607,0.52704011410159191
"SO - 0002441",2013-06-05 00:00:00.000,5,2,1,1,14,2,6,282.14,1692.87,143.89,2151,0.62774970220269322
"SO - 0002671",2013-08-02 00:00:00.000,5,2,1,1,14,2,9,26.06,234.5,21.63,6669,0.98265658737482808
"SO - 0002869",2013-09-14 00:00:00.000,5,2,1,1,12,2,4,29.78,119.11,22.93,7382,0.99526146333105725
"SO - 0002874",2013-09-15 00:00:00.000,5,2,1,1,13,2,5,131.02,655.11,102.2,4734,0.89724813340809806
"SO - 0003022",2013-10-16 00:00:00.000,5,2,1,1,12,2,6,297.78,1786.67,217.38,1905,0.58529057431117881
"SO - 0003074",2013-10-29 00:00:00.000,5,2,1,1,13,2,4,426.57,1706.27,349.78,2126,0.62318695063585794
"SO - 0003175",2013-11-22 00:00:00.000,5,2,1,1,14,2,5,253.86,1269.28,200.55,2811,0.72164982890409324
"SO - 0003263",2013-12-15 00:00:00.000,5,2,1,1,15,2,4,100.5,402,74.37,5902,0.95893849079117754
"SO - 0003516",2014-02-11 00:00:00.000,5,2,1,1,14,2,6,120.6,723.6,48.24,4474,0.87969782961366894
"SO - 0003634",2014-03-11 00:00:00.000,5,2,1,1,14,2,3,686.38,2059.13,432.42,1617,0.5290918478019262
"SO - 0003813",2014-04-21 00:00:00.000,5,2,1,1,12,2,9,27.54,247.9,18.18,6570,0.98035513544113129
"SO - 0003870",2014-05-03 00:00:00.000,5,2,1,1,14,2,3,21.59,64.77,13.6,7801,0.99924826307840864
"SO - 0003910",2014-05-11 00:00:00.000,5,2,1,1,14,2,7,588.11,4116.78,276.41,284,0.14497452070794573
"SO - 0003980",2014-05-27 00:00:00.000,5,2,1,1,14,2,4,23.82,95.29,18.34,7651,0.99808013174452548
"SO - 0004048",2014-06-08 00:00:00.000,5,2,1,1,15,2,2,663.3,1326.6,291.85,2618,0.69732229222252717
"SO - 0004127",2014-06-24 00:00:00.000,5,2,1,1,12,2,6,439.22,2635.33,338.2,1056,0.39963686940404508
"SO - 0004305",2014-08-06 00:00:00.000,5,2,1,1,14,2,1,24.57,24.57,12.53,7954,0.99991059145108108
"SO - 0004562",2014-10-06 00:00:00.000,5,2,1,1,14,2,9,289.59,2606.3,141.9,1092,0.407980851009537
"SO - 0004589",2014-10-11 00:00:00.000,5,2,1,1,12,2,8,189.83,1518.67,108.2,2355,0.6602843279223336
"SO - 0004786",2014-11-21 00:00:00.000,5,2,1,1,12,2,4,113.9,455.6,86.56,5619,0.94718352095214142
"SO - 0004797",2014-11-23 00:00:00.000,5,2,1,1,15,2,2,22.33,44.67,10.94,7884,0.99969843633124222
"SO - 0004799",2014-11-24 00:00:00.000,5,2,1,1,12,2,8,198.77,1590.13,137.15,2263,0.64668474342456106
"SO - 0004843",2014-12-04 00:00:00.000,5,2,1,1,13,2,6,249.39,1496.33,117.21,2375,0.66298016717359776
"SO - 0004916",2014-12-20 00:00:00.000,5,2,1,1,15,2,5,117.62,588.11,76.45,5074,0.9185516080959053
"SO - 0005187",2015-02-20 00:00:00.000,5,2,1,1,14,2,2,198.77,397.53,135.16,5917,0.95941547635940738
"SO - 0005223",2015-02-28 00:00:00.000,5,2,1,1,15,2,2,266.51,533.02,221.2,5327,0.93226290078958474
"SO - 0005238",2015-03-04 00:00:00.000,5,2,1,1,14,2,4,104.22,416.89,59.41,5845,0.95670208098713594
"SO - 0005519",2015-05-07 00:00:00.000,5,2,1,1,12,2,6,119.86,719.13,93.49,4487,0.88127294194348849
"SO - 0005553",2015-05-16 00:00:00.000,5,2,1,1,14,2,8,29.03,232.27,20.32,6682,0.98311987771586173
"SO - 0005633",2015-06-06 00:00:00.000,5,2,1,1,14,2,1,382.64,382.64,256.37,5990,0.96227902666835252
"SO - 0005645",2015-06-09 00:00:00.000,5,2,1,1,14,2,6,125.81,754.87,59.13,4363,0.87167149309572045
"SO - 0005694",2015-06-20 00:00:00.000,5,2,1,1,13,2,5,188.34,941.72,75.34,3594,0.80645853282031033
"SO - 0005746",2015-07-04 00:00:00.000,5,2,1,1,15,2,5,562.06,2810.28,427.16,939,0.36664355357844536
"SO - 0005768",2015-07-10 00:00:00.000,5,2,1,1,14,2,8,127.3,1018.4,54.74,3384,0.78673641655264559
"SO - 0005839",2015-07-30 00:00:00.000,5,2,1,1,13,2,5,430.29,2151.44,318.41,1511,0.50729088799088917
