Country,Year,Population
"Ukraine",1986,51128208
"United Arab Emirates",1986,1428788
"United Kingdom",1986,56622956
"United States",1986,243495805
"Uruguay",1986,3029948
"Uzbekistan",1986,18634041
"Wallis et Futuna",1986,13742
"Vanuatu",1986,133041
"Venezuela",1986,17740108
"West Bank and Gaza",1986,1815117
"Western Sahara",1986,190327
"Vietnam",1986,61647642
"Virgin Islands (U.S.)",1986,104698
"Yemen, Rep.",1986,10149222
"Zambia",1986,6998307
"Zimbabwe",1986,9189169
"Afghanistan",1987,12183387
"Albania",1987,3116009
"Algeria",1987,23398470
"American Samoa",1987,42446
"Andorra",1987,49504
"Angola",1987,9562796
"Anguilla",1987,7197
"Antigua and Barbuda",1987,63510
"Argentina",1987,31269799
"Armenia",1987,3457054
"Aruba",1987,61830
"Australia",1987,16330369
"Austria",1987,7585345
"Azerbaijan",1987,6882160
"Bahamas",1987,243236
"Bahrain",1987,446142
"Bangladesh",1987,97429290
"Barbados",1987,256602
"Belarus",1987,10122880
"Belgium",1987,9871551
"Belize",1987,175192
"Benin",1987,4371470
"Bermuda",1987,58606
"Bhutan",1987,524133
"Bolivia",1987,6223523
"Bosnia and Herzegovina",1987,4279632
"Botswana",1987,1261235
"Brazil",1987,141791325
"British Virgin Islands",1987,14618
"Brunei",1987,231700
"Bulgaria",1987,8943245
"Burkina Faso",1987,8606963
"Burundi",1987,5166403
"Cambodia",1987,8571130
"Cameroon",1987,11158600
"Canada",1987,26554540
"Cape Verde",1987,335966
"Cayman Islands",1987,22253
"Central African Rep.",1987,2749702
"Chad",1987,5470211
"Channel Islands",1987,136394
"Chile",1987,12518930
"China",1987,1091904967
"Colombia",1987,31270841
"Comoros",1987,406798
"Congo, Dem. Rep.",1987,32927332
"Congo, Rep.",1987,2201097
"Cook Islands",1987,17678
"Costa Rica",1987,2840660
"Cote d'Ivoire",1987,11294791
"Croatia",1987,4484450
"Cuba",1987,10256694
"Cyprus",1987,723434
"Czech Rep.",1987,10299854
"Denmark",1987,5116854
"Djibouti",1987,464202
"Dominica",1987,72365
"Dominican Rep.",1987,6764750
"Ecuador",1987,9557974
"Egypt",1987,53166492
"El Salvador",1987,5124240
"Equatorial Guinea",1987,340825
"Eritrea",1987,2967048
"Estonia",1987,1554175
"Ethiopia",1987,43802479
"Faeroe Islands",1987,46802
"Falkland Islands (Malvinas)",1987,1881
"Fiji",1987,721637
"Finland",1987,4937130
"France",1987,55870924
"French Guiana",1987,99097
"French Polynesia",1987,182788
"Gabon",1987,844775
"Gambia",1987,845642
"Georgia",1987,5394502
"Germany",1987,77974722
"Ghana",1987,13638708
"Gibraltar",1987,26650
"Greece",1987,10007304
"Greenland",1987,54348
"Grenada",1987,99296
"Guadeloupe",1987,368563
"Guam",1987,125288
"Guatemala",1987,8333124
"Guinea",1987,5170120
"Guinea-Bissau",1987,957688
"Guyana",1987,738589
"Haiti",1987,6686182
"Holy See",1987,757
"Honduras",1987,4485151
"Hong Kong, China",1987,5564427
"Hungary",1987,10464389
"Iceland",1987,246837
"India",1987,819800055
"Indonesia",1987,174767379
"Iran",1987,50052662
"Iraq",1987,16164205
"Ireland",1987,3537244
"Isle of Man",1987,66450
"Israel",1987,4216475
"Italy",1987,56823401
"Jamaica",1987,2331427
"Japan",1987,121023579
"Jordan",1987,3016540
"Kazakhstan",1987,16167918
"Kenya",1987,21134404
"Kiribati",1987,66457
"Korea, Dem. Rep.",1987,19282372
"Korea, Rep.",1987,41594331
"Kuwait",1987,1937316
"Kyrgyzstan",1987,4179484
"Laos",1987,3853600
"Latvia",1987,2629552
"Lebanon",1987,2884778
"Lesotho",1987,1550144
"Liberia",1987,2212690
"Libya",1987,4074021
"Liechtenstein",1987,27878
"Lithuania",1987,3626602
"Luxembourg",1987,370806
"Macao, China",1987,322637
"Macedonia, FYR",1987,1857034
"Madagascar",1987,10339739
"Malawi",1987,8128340
"Malaysia",1987,16701745
"Maldives",1987,199898
"Mali",1987,8258615
"Malta",1987,356736
"Marshall Islands",1987,42140
"Martinique",1987,348630
"Mauritania",1987,1843352
"Mauritius",1987,1030542
"Mayotte",1987,78630
"Mexico",1987,79358780
"Micronesia, Fed. Sts.",1987,90037
"Moldova",1987,4288276
"Monaco",1987,29521
"Mongolia",1987,2039204
"Montenegro",1987,585546
"Montserrat",1987,11013
"Morocco",1987,23330761
"Mozambique",1987,13365201
"Myanmar",1987,37409257
"Namibia",1987,1247573
"Nauru",1987,8550
"Nepal",1987,17756510
"Netherlands",1987,14614382
"Netherlands Antilles",1987,185649
"New Caledonia",1987,160123
"New Zealand",1987,3310922
"Nicaragua",1987,3862724
"Niger",1987,7130570
"Nigeria",1987,90363921
"Niue",1987,2522
"Northern Mariana Islands",1987,35906
"Norway",1987,4184566
"Oman",1987,1668734
"Pakistan",1987,102011892
"Palau",1987,14237
"Panama",1987,2272029
"Papua New Guinea",1987,3865230
"Paraguay",1987,3914302
"Peru",1987,20350457
"Philippines",1987,57046529
"Poland",1987,37634787
"Portugal",1987,9945601
"Puerto Rico",1987,3439048
"Qatar",1987,420058
"Reunion",1987,580048
"Romania",1987,22975571
"Russia",1987,145748948
"Rwanda",1987,6672124
"Saint Helena",1987,5633
"Saint Kitts and Nevis",1987,41296
"Saint Lucia",1987,130776
"Saint Vincent and the Grenadines",1987,105819
"Saint-Pierre-et-Miquelon",1987,6179
"Samoa",1987,158290
"San Marino",1987,23304
"Sao Tome and Principe",1987,108493
"Saudi Arabia",1987,14469298
"Senegal",1987,6615896
"Serbia",1987,9365835
"Seychelles",1987,68572
"Sierra Leone",1987,3746944
"Singapore",1987,2823012
"Slovak Republic",1987,5197804
"Slovenia",1987,1900766
"Solomon Islands",1987,284761
"Somalia",1987,6426592
"South Africa",1987,34464223
"South Sudan",1987,5060777
"Spain",1987,38673057
"Sri Lanka",1987,16669911
"Sudan",1987,19674861
"Suriname",1987,386974
"Swaziland",1987,767579
"Sweden",1987,8413155
"Switzerland",1987,6530777
"Syria",1987,11267240
"Taiwan",1987,19758000
"Tajikistan",1987,4867754
"Tanzania",1987,23215060
"Thailand",1987,54368583
"Timor-Leste",1987,692306
"Togo",1987,3372562
"Tokelau",1987,1696
"Tonga",1987,94392
"Trinidad and Tobago",1987,1194138
"Tunisia",1987,7692463
"Turkey",1987,51349154
"Turkmenistan",1987,3392823
"Turks and Caicos Islands",1987,10222
"Tuvalu",1987,8821
"Uganda",1987,15891143
"Ukraine",1987,51301215
"United Arab Emirates",1987,1516782
"United Kingdom",1987,56753658
"United States",1987,245920994
"Uruguay",1987,3048955
"Uzbekistan",1987,19095670
"Wallis et Futuna",1987,13843
"Vanuatu",1987,136129
"Venezuela",1987,18222505
"West Bank and Gaza",1987,1872515
"Western Sahara",1987,197692
"Vietnam",1987,62986915
"Virgin Islands (U.S.)",1987,104319
"Yemen, Rep.",1987,10544972
"Zambia",1987,7214499
"Zimbabwe",1987,9523376
"Afghanistan",1988,12156685
"Albania",1988,3194854
"Algeria",1988,24035237
"American Samoa",1988,44048
"Andorra",1988,50236
"Angola",1988,9799680
"Anguilla",1988,7575
"Antigua and Barbuda",1988,62669
"Argentina",1988,31729130
"Armenia",1988,3510439
"Aruba",1988,61069
"Australia",1988,16596096
"Austria",1988,7605095
"Azerbaijan",1988,6989708
"Bahamas",1988,247409
"Bahrain",1988,462184
"Bangladesh",1988,100062322
"Barbados",1988,257621
"Belarus",1988,10177584
"Belgium",1988,9895654
"Belize",1988,179952
"Benin",1988,4494242
"Bermuda",1988,59016
"Bhutan",1988,540918
"Bolivia",1988,6363470
"Bosnia and Herzegovina",1988,4349682
"Botswana",1988,1301146
"Brazil",1988,144470377
"British Virgin Islands",1988,15290
"Brunei",1988,238305
"Bulgaria",1988,8917563
"Burkina Faso",1988,8837666
"Burundi",1988,5321108
"Cambodia",1988,8885701
"Cameroon",1988,11493770
"Canada",1988,26943398
"Cape Verde",1988,338857
"Cayman Islands",1988,23475
"Central African Rep.",1988,2807768
"Chad",1988,5645708
"Channel Islands",1988,137856
"Chile",1988,12733409
"China",1988,1110339206
"Colombia",1988,31913250
"Comoros",1988,417077
"Congo, Dem. Rep.",1988,33965482
"Congo, Rep.",1988,2262489
"Cook Islands",1988,17613
"Costa Rica",1988,2916566
"Cote d'Ivoire",1988,11694318
"Croatia",1988,4488560
"Cuba",1988,10366500
"Cyprus",1988,736531
"Czech Rep.",1988,10299711
"Denmark",1988,5122098
"Djibouti",1988,500876
"Dominica",1988,71740
"Dominican Rep.",1988,6907171
"Ecuador",1988,9792658
"Egypt",1988,54433720
"El Salvador",1988,5189565
"Equatorial Guinea",1988,351694
"Eritrea",1988,3046674
"Estonia",1988,1566396
"Ethiopia",1988,45240322
"Faeroe Islands",1988,47370
"Falkland Islands (Malvinas)",1988,1905
"Fiji",1988,722753
"Finland",1988,4951685
"France",1988,56162822
"French Guiana",1988,105392
"French Polynesia",1988,187044
"Gabon",1988,871675
"Gambia",1988,887224
"Georgia",1988,5441216
"Germany",1988,78260173
"Ghana",1988,14010951
"Gibraltar",1988,26697
"Greece",1988,10045020
"Greenland",1988,54854
"Grenada",1988,97978
"Guadeloupe",1988,375102
"Guam",1988,128260
"Guatemala",1988,8525211
"Guinea",1988,5315182
"Guinea-Bissau",1988,976802
"Guyana",1988,732806
"Haiti",1988,6831374
"Holy See",1988,762
"Honduras",1988,4618245
"Hong Kong, China",1988,5644480
"Hungary",1988,10429422
"Iceland",1988,249526
"India",1988,837699675
"Indonesia",1988,178006800
"Iran",1988,51810746
"Iraq",1988,16528250
"Ireland",1988,3533181
"Isle of Man",1988,67904
"Israel",1988,4291626
"Italy",1988,56824700
"Jamaica",1988,2341957
"Japan",1988,121434677
"Jordan",1988,3129651
"Kazakhstan",1988,16344294
"Kenya",1988,21894026
"Kiribati",1988,68416
"Korea, Dem. Rep.",1988,19556657
"Korea, Rep.",1988,42089874
"Kuwait",1988,2028166
"Kyrgyzstan",1988,4260325
"Laos",1988,3962714
"Latvia",1988,2652332
"Lebanon",1988,2884840
"Lesotho",1988,1579900
"Liberia",1988,2189831
"Libya",1988,4164147
"Liechtenstein",1988,28243
"Lithuania",1988,3657818
"Luxembourg",1988,373733
"Macao, China",1988,335931
"Macedonia, FYR",1988,1875387
"Madagascar",1988,10639804
"Malawi",1988,8616602
"Malaysia",1988,17200067
"Maldives",1988,206522
"Mali",1988,8378673
"Malta",1988,360256
"Marshall Islands",1988,44054
"Martinique",1988,352584
"Mauritania",1988,1892328
"Mauritius",1988,1038704
"Mayotte",1988,82829
"Mexico",1988,81010093
"Micronesia, Fed. Sts.",1988,92040
"Moldova",1988,4319579
"Monaco",1988,29990
"Mongolia",1988,2096653
"Montenegro",1988,592740
"Montserrat",1988,10871
"Morocco",1988,23827539
"Mozambique",1988,13336217
"Myanmar",1988,38041034
"Namibia",1988,1304005
"Nauru",1988,8752
"Nepal",1988,18183258
"Netherlands",1988,14701901
"Netherlands Antilles",1988,187596
"New Caledonia",1988,163039
"New Zealand",1988,3332798
"Nicaragua",1988,3944304
"Niger",1988,7336924
"Nigeria",1988,92731304
"Niue",1988,2448
"Northern Mariana Islands",1988,38571
"Norway",1988,4202325
"Oman",1988,1731168
"Pakistan",1988,105332464
"Palau",1988,14485
"Panama",1988,2319035
"Papua New Guinea",1988,3960087
"Paraguay",1988,4023628
"Peru",1988,20797983
"Philippines",1988,58572071
"Poland",1988,37797656
"Portugal",1988,9930001
"Puerto Rico",1988,3467679
"Qatar",1988,441932
"Reunion",1988,590203
"Romania",1988,23096515
"Russia",1988,146740928
"Rwanda",1988,6959599
"Saint Helena",1988,5611
"Saint Kitts and Nevis",1988,40955
"Saint Lucia",1988,133315
"Saint Vincent and the Grenadines",1988,106465
"Saint-Pierre-et-Miquelon",1988,6218
"Samoa",1988,159187
"San Marino",1988,23571
"Sao Tome and Principe",1988,111050
"Saudi Arabia",1988,15045709
"Senegal",1988,6818495
"Serbia",1988,9413538
"Seychelles",1988,69411
"Sierra Leone",1988,3849915
"Singapore",1988,2880470
"Slovak Republic",1988,5222922
"Slovenia",1988,1909475
"Solomon Islands",1988,292787
"Somalia",1988,6504572
"South Africa",1988,35196881
"South Sudan",1988,5175686
"Spain",1988,38745231
"Sri Lanka",1988,16899425
"Sudan",1988,20121591
"Suriname",1988,393605
"Swaziland",1988,801540
"Sweden",1988,8456561
"Switzerland",1988,6571061
"Syria",1988,11614542
"Taiwan",1988,19976000
"Tajikistan",1988,5023022
"Tanzania",1988,23928658
"Thailand",1988,55370526
"Timor-Leste",1988,706986
"Togo",1988,3475964
"Tokelau",1988,1669
"Tonga",1988,94674
"Trinidad and Tobago",1988,1201224
"Tunisia",1988,7872065
"Turkey",1988,52278499
"Turkmenistan",1988,3479088
"Turks and Caicos Islands",1988,10587
"Tuvalu",1988,8889
"Uganda",1988,16482365
"Ukraine",1988,51455595
"United Arab Emirates",1988,1611257
"United Kingdom",1988,56902081
"United States",1988,248381577
"Uruguay",1988,3068166
"Uzbekistan",1988,19561181
"Wallis et Futuna",1988,13869
"Vanuatu",1988,139368
"Venezuela",1988,18711830
"West Bank and Gaza",1988,1934197
"Western Sahara",1988,205489
"Vietnam",1988,64333357
"Virgin Islands (U.S.)",1988,103761
"Yemen, Rep.",1988,10962489
"Zambia",1988,7431752
"Zimbabwe",1988,9852244
"Afghanistan",1989,12414686
"Albania",1989,3255859
"Algeria",1989,24668100
"American Samoa",1989,45595
"Andorra",1989,51241
"Angola",1989,10052567
"Anguilla",1989,7964
"Antigua and Barbuda",1989,62192
"Argentina",1989,32187173
"Armenia",1989,3542720
"Aruba",1989,61026
"Australia",1989,16853690
"Austria",1989,7632984
"Azerbaijan",1989,7099449
"Bahamas",1989,251671
"Bahrain",1989,477995
"Bangladesh",1989,102681627
"Barbados",1989,258588
"Belarus",1989,10223861
"Belgium",1989,9922158
"Belize",1989,184935
"Benin",1989,4627194
"Bermuda",1989,59416
"Bhutan",1989,553157
"Bolivia",1989,6508417
"Bosnia and Herzegovina",1989,4367069
"Botswana",1989,1341540
"Brazil",1989,147088677
"British Virgin Islands",1989,15926
"Brunei",1989,245112
"Bulgaria",1989,8876627
"Burkina Faso",1989,9076631
"Burundi",1989,5467413
"Cambodia",1989,9203893
"Cameroon",1989,11835344
"Canada",1989,27330298
"Cape Verde",1989,342646
"Cayman Islands",1989,24752
"Central African Rep.",1989,2868515
"Chad",1989,5826974
"Channel Islands",1989,139136
"Chile",1989,12956088
"China",1989,1128297564
"Colombia",1989,32557521
"Comoros",1989,427392
"Congo, Dem. Rep.",1989,35117790
"Congo, Rep.",1989,2325035
"Cook Islands",1989,17580
"Costa Rica",1989,2993136
"Cote d'Ivoire",1989,12100741
"Croatia",1989,4498278
"Cuba",1989,10473701
"Cyprus",1989,751100
"Czech Rep.",1989,10300582
"Denmark",1989,5130127
"Djibouti",1989,534862
"Dominica",1989,71240
"Dominican Rep.",1989,7050480
"Ecuador",1989,10027109
"Egypt",1989,55667119
"El Salvador",1989,5258654
"Equatorial Guinea",1989,362325
"Eritrea",1989,3112654
"Estonia",1989,1571840
"Ethiopia",1989,46747612
"Faeroe Islands",1989,47659
"Falkland Islands (Malvinas)",1989,1941
"Fiji",1989,724404
"Finland",1989,4967527
"France",1989,56443567
"French Guiana",1989,111472
"French Polynesia",1989,191237
"Gabon",1989,899739
"Gambia",1989,927937
"Georgia",1989,5466100
"Germany",1989,78637382
"Ghana",1989,14392619
"Gibraltar",1989,26757
"Greece",1989,10094241
"Greenland",1989,55263
"Grenada",1989,96785
"Guadeloupe",1989,381130
"Guam",1989,131157
"Guatemala",1989,8721429
"Guinea",1989,5506436
"Guinea-Bissau",1989,996520
"Guyana",1989,728147
"Haiti",1989,6977397
"Holy See",1989,766
"Honduras",1989,4753109
"Hong Kong, China",1989,5721987
"Hungary",1989,10399695
"Iceland",1989,252179
"India",1989,855707358
"Indonesia",1989,181197879
"Iran",1989,53437770
"Iraq",1989,16927393
"Ireland",1989,3530188
"Isle of Man",1989,69265
"Israel",1989,4384139
"Italy",1989,56824792
"Jamaica",1989,2352279
"Japan",1989,121832924
"Jordan",1989,3260496
"Kazakhstan",1989,16471823
"Kenya",1989,22665447
"Kiribati",1989,70239
"Korea, Dem. Rep.",1989,19841107
"Korea, Rep.",1989,42552039
"Kuwait",1989,2083550
"Kyrgyzstan",1989,4333114
"Laos",1989,4075767
"Latvia",1989,2665405
"Lebanon",1989,2902893
"Lesotho",1989,1609386
"Liberia",1989,2159264
"Libya",1989,4249018
"Liechtenstein",1989,28611
"Lithuania",1989,3682059
"Luxembourg",1989,377218
"Macao, China",1989,348443
"Macedonia, FYR",1989,1893409
"Madagascar",1989,10953663
"Malawi",1989,9051225
"Malaysia",1989,17704839
"Maldives",1989,213067
"Mali",1989,8513337
"Malta",1989,363812
"Marshall Islands",1989,45802
"Martinique",1989,356223
"Mauritania",1989,1942900
"Mauritius",1989,1048161
"Mayotte",1989,87402
"Mexico",1989,82666457
"Micronesia, Fed. Sts.",1989,94105
"Moldova",1989,4345236
"Monaco",1989,30447
"Mongolia",1989,2148850
"Montenegro",1989,600697
"Montserrat",1989,10769
"Morocco",1989,24310585
"Mozambique",1989,13378100
"Myanmar",1989,38661616
"Namibia",1989,1360710
"Nauru",1989,8956
"Nepal",1989,18624187
"Netherlands",1989,14794378
"Netherlands Antilles",1989,189274
"New Caledonia",1989,166211
"New Zealand",1989,3360829
"Nicaragua",1989,4029509
"Niger",1989,7555416
"Nigeria",1989,95133496
"Niue",1989,2385
"Northern Mariana Islands",1989,41244
"Norway",1989,4221299
"Oman",1989,1796822
"Pakistan",1989,108621443
"Palau",1989,14762
"Panama",1989,2366933
"Papua New Guinea",1989,4057228
"Paraguay",1989,4133551
"Peru",1989,21243700
"Philippines",1989,60102139
"Poland",1989,37935815
"Portugal",1989,9921120
"Puerto Rico",1989,3497297
"Qatar",1989,459949
"Reunion",1989,600780
"Romania",1989,23179894
"Russia",1989,147591465
"Rwanda",1989,7124870
"Saint Helena",1989,5578
"Saint Kitts and Nevis",1989,40745
"Saint Lucia",1989,135777
"Saint Vincent and the Grenadines",1989,107016
"Saint-Pierre-et-Miquelon",1989,6253
"Samoa",1989,160198
"San Marino",1989,23847
"Sao Tome and Principe",1989,113620
"Saudi Arabia",1989,15600314
"Senegal",1989,7027320
"Serbia",1989,9478469
"Seychelles",1989,70234
"Sierra Leone",1989,3931817
"Singapore",1989,2943941
"Slovak Republic",1989,5246884
"Slovenia",1989,1918131
"Solomon Islands",1989,301012
"Somalia",1989,6570210
"South Africa",1989,35966236
"South Sudan",1989,5294006
"Spain",1989,38814280
"Sri Lanka",1989,17123045
"Sudan",1989,20581590
"Suriname",1989,400375
"Swaziland",1989,833994
"Sweden",1989,8505752
"Switzerland",1989,6617925
"Syria",1989,11966274
"Taiwan",1989,20208000
"Tajikistan",1989,5170285
"Tanzania",1989,24680404
"Thailand",1989,56284973
"Timor-Leste",1989,723453
"Togo",1989,3574135
"Tokelau",1989,1637
"Tonga",1989,94938
"Trinidad and Tobago",1989,1207942
"Tunisia",1989,8047027
"Turkey",1989,53200802
"Turkmenistan",1989,3570558
"Turks and Caicos Islands",1989,11018
"Tuvalu",1989,8949
"Uganda",1989,17088426
"Ukraine",1989,51574638
"United Arab Emirates",1989,1709232
"United Kingdom",1989,57058173
"United States",1989,250857751
"Uruguay",1989,3088110
"Uzbekistan",1989,20033912
"Wallis et Futuna",1989,13870
"Vanuatu",1989,142852
"Venezuela",1989,19201096
"West Bank and Gaza",1989,2003149
"Western Sahara",1989,213285
"Vietnam",1989,65702500
"Virgin Islands (U.S.)",1989,103333
"Yemen, Rep.",1989,11425336
"Zambia",1989,7647450
"Zimbabwe",1989,10169188
"Afghanistan",1990,13032161
"Albania",1990,3289483
"Algeria",1990,25299182
"American Samoa",1990,47052
"Andorra",1990,52773
"Angola",1990,10335052
"Anguilla",1990,8332
"Antigua and Barbuda",1990,62202
"Argentina",1990,32642442
"Armenia",1990,3544695
"Aruba",1990,62147
"Australia",1990,17096153
"Austria",1990,7670513
"Azerbaijan",1990,7211692
"Bahamas",1990,256128
"Bahrain",1990,492891
