Column1,Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size,Average Pay
258,2591532972,2017-01-31 00:00:00.000,"Software Engineer","Software Engineer, Data Security","","Full-time","Mid-Senior level",6,"[]","United States",,,"",70,"Stripe","Internet","1,001-5,000 employees",
387,2643962590,2017-02-18 00:00:00.000,"Software Engineer","Software Engineer, High Availability","","Full-time","Mid-Senior level",4,"['scala', 'unix', 'shell', 'ruby', 'programming', 'go']","United States",,,"",140,"Stripe","Internet","1,001-5,000 employees",
487,2571826023,2017-03-06 00:00:00.000,"Software Engineer","Team Lead Software Engineer, Hotels","","Full-time","Mid-Senior level",3,"['datadog', 'cloud', 'agile', 'python', 'gcp', 'ios', 'backend', 'redis', 'sql', 'machine_learning', 'scala', 'kotlin', 'swift']","United States",,,"",50,"Hopper","Internet","201-500 employees",
708,2730891402,2017-04-01 00:00:00.000,"Software Engineer","Senior Software Engineer, Incident Management Tools","","Full-time","Mid-Senior level",8,"['c++', 'java', 'agile', 'coding', 'programming', 'go', 'c']","United States",,,"",50,"Amazon","Internet","10,001+ employees",
1198,2547096311,2017-06-03 00:00:00.000,"Software Engineer","Software Engineer, Data Platform","","Full-time","Mid-Senior level",5,"['data_lake', 'javascript', 'agile', 'python', 'hadoop', 'programming', 'spark', 'backend', 'aws', 'etl', 'snowflake', 'sql']","United States",,,"",130,"CafeMedia","Internet","51-200 employees",
2211,2660167974,2017-10-01 00:00:00.000,"Software Engineer","Ios Software Engineer","","Full-time","Mid-Senior level",4,"['github', 'ios', 'swift', 'programming']","United States",,,"",190,"Hopper","Internet","201-500 employees",
3669,2737086569,2018-02-17 00:00:00.000,"Software Engineer","Lead/Staff Backend Software Engineer","","Full-time","Mid-Senior level",5,"['graphql', 'cloud', 'ruby', 'python', 'node.js', 'php', 'backend', 'codebase', 'golang', 'sql']","United States",,,"",40,"Shopify","Internet","5,001-10,000 employees",
4631,2688922934,2018-05-24 00:00:00.000,"Software Engineer","Software Engineer , Cap Engineering","","Full-time","Mid-Senior level",7,"['github', 'git', 'backend', 'ci/cd', 'java', 'jira', 'docker', 'devops']","United States",,,"",10,"B1","Internet","51-200 employees",
4678,2734849555,2018-05-27 00:00:00.000,"Software Engineer","Staff Software Engineer","","Full-time","Mid-Senior level",4,"['graphql', 'ruby', 'frontend', 'saas', 'fullstack', 'programming', 'backend', 'codebase', 'aws', 'go', 'aurora']","United States",,,"",,"Remind","Internet","51-200 employees",
4784,2737088016,2018-06-06 00:00:00.000,"Software Engineer","Lead/Staff Frontend Software Engineer","","Full-time","Mid-Senior level",5,"['graphql', 'cloud', 'javascript', 'ruby', 'node.js', 'frontend', 'css', 'html', 'sql']","United States",,,"",10,"Shopify","Internet","5,001-10,000 employees",
5169,2428411353,2018-07-21 00:00:00.000,"Software Engineer","Team Lead Software Engineer, Backend","","Full-time","Mid-Senior level",5,"['scala', 'backend', 'gcp', 'agile']","United States",,,"",70,"Hopper","Internet","201-500 employees",
5366,2660791686,2018-08-07 00:00:00.000,"Software Engineer","Senior Software Engineer, Frontend","","Full-time","Mid-Senior level",7,"['javascript', 'frontend', 'machine_learning']","United States",,,"",70,"Hopper","Internet","201-500 employees",
5740,2737089005,2018-09-26 00:00:00.000,"Software Engineer","Lead/Staff Mobile Software Engineer","","Full-time","Mid-Senior level",4,"['graphql', 'cloud', 'ruby', 'ios', 'sql', 'kotlin', 'swift']","United States",,,"",30,"Shopify","Internet","5,001-10,000 employees",
5966,2713188690,2018-10-17 00:00:00.000,"Software Engineer","Senior Software Engineer, Front End","","Full-time","Mid-Senior level",7,"['javascript', 'sass', 'saas', 'css', 'slack', 'ci/cd', 'html']","United States",,,"",10,"Guru (getguru.com)","Internet","51-200 employees",
6398,2749775194,2018-12-05 00:00:00.000,"Software Engineer","Java Software Engineer","","Full-time","Mid-Senior level",7,"['database', 'scrum', 'codebase', 'saas', 'java', 'javascript', 'programming', 'php', 'linux', 'sql']","United States",,,"",370,"Marin Software","Internet","501-1,000 employees",
6445,2427803798,2018-12-09 00:00:00.000,"Software Engineer","Software Engineer, Reliability Infrastructure","","Full-time","Mid-Senior level",5,"[]","United States",,,"",480,"Stripe","Internet","1,001-5,000 employees",
6689,2737081997,2018-12-26 00:00:00.000,"Software Engineer","Lead/Staff Frontend Software Engineer, Shop","","Full-time","Mid-Senior level",8,"['graphql', 'javascript', 'ruby', 'node.js', 'frontend', 'css', 'html']","United States",,,"",40,"Shopify","Internet","5,001-10,000 employees",
6977,2737084614,2019-01-21 00:00:00.000,"Software Engineer","Lead/Staff Software Engineer, Growth","","Full-time","Mid-Senior level",5,"['graphql', 'ruby', 'python', 'node.js', 'php', 'backend', 'golang', 'sql']","United States",,,"",10,"Shopify","Internet","5,001-10,000 employees",
7513,2731495241,2019-03-27 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Mid-Senior level",6,"['cloud', 'agile', 'backend']","United States",,,"",,"Hopper","Internet","201-500 employees",
7747,2737657633,2019-04-16 00:00:00.000,"Software Engineer","Senior Software Engineer, Growth","","Full-time","Mid-Senior level",6,"['graphql', 'ruby', 'python', 'back-end', 'node.js', 'php', 'backend', 'golang']","United States",,,"",40,"Shopify","Internet","5,001-10,000 employees",
7924,2696965637,2019-05-13 00:00:00.000,"Software Engineer","Software Engineer, Growth Engineering","","Full-time","Mid-Senior level",5,"['back-end', 'golang', 'coding']","United States",,,"",50,"Mercari US","Internet","201-500 employees",
8512,2661949707,2019-07-11 00:00:00.000,"Software Engineer","Lead Ruby Software Engineer","","Full-time","Mid-Senior level",6,"['ruby', 'docker', 'git', 'gdpr', 'c', 'go']","United States",,,"",,"Contrast Security","Internet","201-500 employees",
9664,2444808522,2019-10-17 00:00:00.000,"Software Engineer","Senior Software Engineer, Student Team","","Full-time","Mid-Senior level",6,"['ruby', 'gcp', 'backend', 'redis', 'postgresql', 'go']","United States",,,"",160,"Handshake","Internet","51-200 employees",
9896,2674786801,2019-11-02 00:00:00.000,"Software Engineer","Senior Software Engineer, Growth","","Full-time","Mid-Senior level",4,"['graphql', 'ruby', 'python', 'back-end', 'node.js', 'php', 'backend', 'golang']","United States",,,"",130,"Shopify","Internet","5,001-10,000 employees",
10070,2698102985,2019-11-17 00:00:00.000,"Software Engineer","Software Engineer, Microservices, Supply","","Full-time","Mid-Senior level",4,"['cloud', 'agile', 'gcp', 'backend', 'sql', 'scala']","United States",,,"",100,"Hopper","Internet","201-500 employees",
10771,2424298427,2020-01-07 00:00:00.000,"Software Engineer","Staff Software Engineer, Data","","Full-time","Mid-Senior level",8,"['database', 'ruby', 'python', 'bigquery', 'looker', 'spark', 'redshift', 'tableau', 'postgresql', 'snowflake', 'machine_learning', 'go', 'airflow']","United States",,,"",80,"Apartment List","Internet","51-200 employees",
10936,2547020066,2020-01-15 00:00:00.000,"Software Engineer","Software Engineer, Application Security","","Full-time","Mid-Senior level",3,"['css', 'javascript', 'ruby', 'html', 'python', 'sql']","United States",,,"",240,"Stripe","Internet","1,001-5,000 employees",
11448,2740945115,2020-02-11 00:00:00.000,"Software Engineer","Senior Software Engineer, Backend, Hotels Fintech","","Full-time","Mid-Senior level",7,"['agile', 'backend', 'machine_learning']","United States",,,"",20,"Hopper","Internet","201-500 employees",
11501,2420530329,2020-02-16 00:00:00.000,"Software Engineer","Software Engineer, Back End/Microservices","","Full-time","Mid-Senior level",3,"['cloud', 'agile', 'bigquery', 'gcp', 'backend', 'sql', 'machine_learning', 'scala']","United States",,,"",1850,"Hopper","Internet","201-500 employees",
11748,2661271816,2020-04-22 00:00:00.000,"Software Engineer","Senior Software Engineer, Streaming","","Full-time","Mid-Senior level",5,"['word', 'bloomberg', 'node', 'docker', 'programming', 'devops', 'c', 'backend', 'codebase', 'golang', 'java', 'aws', 'sql', 'nosql', 'go', 'excel', 'c++', 'aurora']","United States",,,"",90,"TuneIn","Internet","51-200 employees",
11862,2674791284,2020-05-01 00:00:00.000,"Software Engineer","Senior Lead/Staff Software Engineer, Growth","","Full-time","Mid-Senior level",4,"['graphql', 'ruby', 'python', 'node.js', 'php', 'backend', 'golang', 'sql']","United States",,,"",10,"Shopify","Internet","5,001-10,000 employees",
11981,2543815614,2020-05-08 00:00:00.000,"Software Engineer","Software Engineer, Marketing Website","","Full-time","Mid-Senior level",7,"['machine_learning']","United States",,,"",140,"Hopper","Internet","201-500 employees",
12047,2737088069,2020-05-11 00:00:00.000,"Software Engineer","Senior Lead/Staff Backend Software Engineer, Shop","","Full-time","Mid-Senior level",6,"['graphql', 'ruby', 'python', 'node.js', 'php', 'backend', 'golang']","United States",,,"",30,"Shopify","Internet","5,001-10,000 employees",
12068,2723314152,2020-05-12 00:00:00.000,"Software Engineer","Senior Software Engineer, Microservices B2B","","Full-time","Mid-Senior level",3,"['cloud', 'agile', 'backend', 'machine_learning', 'scala']","United States",,,"",30,"Hopper","Internet","201-500 employees",
12138,2709782590,2020-05-15 00:00:00.000,"Software Engineer","Software Engineer, Experimentation","","Full-time","Mid-Senior level",9,"['scala', 'frontend', 'java', 'javascript', 'ruby', 'python', 'sql', 'spark']","United States",,,"",150,"Stripe","Internet","1,001-5,000 employees",
12631,2714546776,2020-05-31 00:00:00.000,"Software Engineer","National Security Software Engineer","","Full-time","Mid-Senior level",6,"['cloud', 'python', 'linux', 'devops', 'shell', 'aws', 'nlp', 'ai', 'machine_learning']","United States",,,"",40,"Primer.ai","Internet","51-200 employees",
12700,2714548986,2020-06-01 00:00:00.000,"Software Engineer","Senior Software Engineer, Developer Experience","","Full-time","Mid-Senior level",2,"['datadog', 'cloud', 'ruby', 'agile', 'docker', 'gcp', 'programming', 'github', 'ci/cd', 'aws', 'go']","United States",,,"",40,"Handshake","Internet","201-500 employees",
12757,2737085517,2020-06-03 00:00:00.000,"Software Engineer","Senior Lead/Staff Mobile Software Engineer, Shop","","Full-time","Mid-Senior level",6,"['graphql', 'ruby', 'node.js']","United States",,,"",,"Shopify","Internet","5,001-10,000 employees",
13047,2674781608,2020-06-11 00:00:00.000,"Software Engineer","Software Engineer, Search","","Full-time","Mid-Senior level",1,"['scala', 'ruby', 'programming', 'go']","United States",,,"",140,"Stripe","Internet","1,001-5,000 employees",
13209,2681391242,2020-06-16 00:00:00.000,"Software Engineer","Senior Software Engineer, Data Platforms","","Full-time","Mid-Senior level",5,"['database', 'ruby', 'python', 'bigquery', 'looker', 'spark', 'redshift', 'tableau', 'postgresql', 'snowflake', 'machine_learning', 'go', 'airflow']","United States",,,"",30,"Apartment List","Internet","51-200 employees",
13210,2748923106,2020-06-16 00:00:00.000,"Software Engineer","Platform Software Engineer","","Full-time","Mid-Senior level",7,"['cloud', 'docker', 'saas', 'slack', 'programming', 'github', 'ci/cd', 'nosql', 'ai', 'machine_learning', 'go']","United States",,,"",,"Lytics","Internet","51-200 employees",
13493,2417289696,2020-06-25 00:00:00.000,"Software Engineer","Senior Software Engineer, Ios","","Full-time","Mid-Senior level",2,"['ios', 'swift', 'agile', 'machine_learning']","United States",,,"",230,"Hopper","Internet","201-500 employees",
14039,2645669172,2020-07-16 00:00:00.000,"Software Engineer","Software Engineer, Microservices","","Full-time","Mid-Senior level",6,"['cloud', 'agile', 'gcp', 'backend', 'machine_learning', 'scala']","United States",,,"",160,"Hopper","Internet","201-500 employees",
14430,2428411352,2020-07-29 00:00:00.000,"Software Engineer","Software Engineer, Full Stack/Android","","Full-time","Mid-Senior level",6,"['fullstack', 'backend', 'etl', 'machine_learning', 'excel', 'scala', 'kotlin']","United States",,,"",110,"Hopper","Internet","201-500 employees",
15332,2370625324,2020-09-01 00:00:00.000,"Software Engineer","Staff Software Engineer, Online Databases","","Full-time","Mid-Senior level",5,"['database', 'server', 'mongodb', 'backend', 'java', 'mysql', 'machine_learning', 'go', 'coding']","United States",,,"",170,"Stripe","Internet","1,001-5,000 employees",
15495,2614139464,2020-09-09 00:00:00.000,"Software Engineer","Data Science Software Engineer","","Full-time","Mid-Senior level",4,"['database', 'datadog', 'agile', 'python', 'jira', 'pytorch', 'saas', 'aws', 'ml', 'snowflake', 'sql', 'tensorflow', 'ai', 'machine_learning', 'scikit-learn', 'mxnet', 'coding']","United States",,,"",40,"Wurl","Internet","51-200 employees",
15681,2481144627,2020-09-17 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Mid-Senior level",4,"['datadog', 'cloud', 'agile', 'python', 'gcp', 'ios', 'backend', 'redis', 'sql', 'scala', 'kotlin', 'swift']","United States",,,"",70,"Hopper","Internet","201-500 employees",
16044,2662403700,2020-10-02 00:00:00.000,"Software Engineer","Software Engineer, Experimentation","","Full-time","Mid-Senior level",8,"['scala', 'frontend', 'java', 'javascript', 'ruby', 'python', 'sql', 'spark']","United States",,,"",120,"Stripe","Internet","1,001-5,000 employees",
16674,2506763079,2020-12-07 00:00:00.000,"Software Engineer","Software Engineer, Tax Reporting","","Full-time","Mid-Senior level",5,"['graphql', 'javascript', 'ruby', 'python', 'spark', 'backend', 'java', 'aws', 'sql', 'apache', 'go', 'scala', 'airflow', 'mongo']","United States",,,"",160,"Stripe","Internet","1,001-5,000 employees",
17210,2417292474,2021-01-16 00:00:00.000,"Software Engineer","Software Engineer, Finance Automation","","Full-time","Mid-Senior level",3,"['cloud', 'python', 'bigquery', 'programming', 'backend', 'java', 'shell', 'redshift', 'etl', 'snowflake', 'sql', 'machine_learning', 'scala', 'unix']","United States",,,"",1090,"Hopper","Internet","201-500 employees",
17936,2701923301,2021-02-15 00:00:00.000,"Software Engineer","Full Stack Software Engineer, Growth","","Full-time","Mid-Senior level",2,"['server', 'scala', 'kotlin', 'swift']","United States",,,"",20,"Hopper","Internet","201-500 employees",
17979,2715145604,2021-02-16 00:00:00.000,"Software Engineer","Software Engineer, Security Identity","","Full-time","Mid-Senior level",2,"[]","United States",,,"",40,"Stripe","Internet","1,001-5,000 employees",
18017,2658220906,2021-02-17 00:00:00.000,"Software Engineer","Lead Software Engineer, B2B","","Full-time","Mid-Senior level",4,"['scala', 'backend', 'cloud', 'agile', 'coding']","United States",,,"",10,"Hopper","Internet","201-500 employees",
